기획년도,주차,카테고리,라인,시즌이월,시즌,복종,소품종,성별,총입고수량,판매수량,판매액,평균택가,평균원가,총입고원가,총입고택가,매출원가계,판매택가계,주차별_평균_실판매가,월,월별_평균_실판매가,시즌별_평균_실판매가,실판매가,할인율,누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율,ROI
2021,2021-10-03,봄_스웨터_VEST_ZE,ZE,02_이월,봄,스웨터,VEST,1:남성,3463,26,394056,99900,8411,29127293,345953700,218686,2597400,15156.0,10,18965.0,18727.0,15156.0,85.0,2068,43060708,17393948,206593200,59.72,0.75
2021,2021-10-03,봄_스웨터_라운드_ZB,ZB,02_이월,봄,스웨터,라운드,1:남성,39623,94,3011561,94900,8929,353793767,3760222700,839326,8920600,31373.0,10,29195.0,31524.0,32038.0,66.0,29459,1091652859,263039411,2795659100,74.35,2.06
2021,2021-10-03,봄_스웨터_라운드_ZD,ZD,02_이월,봄,스웨터,라운드,1:남성,1603,0,0,89900,9315,14931945,144109700,0,0,,10,,,,,1600,42000000,14904000,143840000,99.81,1.56
2021,2021-10-03,봄_스웨터_라운드_ZE,ZE,02_이월,봄,스웨터,라운드,1:남성,17542,518,7637349,119900,8392,147212464,2103285800,4347056,62108200,14744.0,10,22613.0,16105.0,14744.0,88.0,12791,295601756,107340853,1533640900,72.92,1.1
2021,2021-10-03,봄_스웨터_오픈형(CARDIGAN)_ZB,ZB,02_이월,봄,스웨터,오픈형(CARDIGAN),1:남성,8976,63,3110000,159900,14254,127943904,1435262400,898002,10073700,50440.0,10,50827.0,49349.0,49365.0,69.0,7591,455507028,108202114,1213800900,84.57,2.39
2021,2021-10-03,봄_우븐 셔츠_드레스셔츠_ZB,ZB,02_이월,봄,우븐 셔츠,드레스셔츠,1:남성,10500,93,2647900,69900,5929,62254500,733950000,551397,6500700,28472.0,10,23616.0,26493.0,28472.0,59.0,5514,159408596,32692506,385428600,52.51,1.8
2021,2021-10-03,봄_우븐 셔츠_드레스셔츠_ZE,ZE,02_이월,봄,우븐 셔츠,드레스셔츠,1:남성,51801,240,5006323,79900,5275,273267542,4138899900,1266080,19176000,24010.0,10,15790.0,11975.0,20860.0,74.0,44346,650188595,233764840,3543245400,85.61,1.31
2021,2021-10-03,봄_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,02_이월,봄,우븐 셔츠,캐쥬얼셔츠,1:남성,14425,88,2110635,69900,8024,115746200,1008307500,706112,6151200,25754.0,10,23619.0,25454.0,23984.0,66.0,8586,253320449,68894064,600161400,59.52,1.39
2021,2021-10-03,봄_우븐 셔츠_캐쥬얼셔츠_ZD,ZD,02_이월,봄,우븐 셔츠,캐쥬얼셔츠,1:남성,284,0,0,69900,8987,2552308,19851600,0,0,,10,48930.0,57917.0,48930.0,30.0,15,489550,134805,1048500,5.28,0.12
2021,2021-10-03,봄_점퍼_패딩점퍼_ZB,ZB,02_이월,봄,점퍼,패딩점퍼,1:남성,4219,25,1512476,199000,19336,81578584,839581000,483400,4975000,60499.0,10,86310.0,79057.0,60499.0,70.0,3961,381891766,76589896,788239000,93.88,3.32
2021,2021-10-03,봄_점퍼_패딩점퍼_ZD,ZD,02_이월,봄,점퍼,패딩점퍼,1:남성,300,0,0,199000,27004,8101200,59700000,0,0,,10,,,,,300,17775000,8101200,59700000,100.0,0.99
2021,2021-10-03,봄_조끼_패딩베스트_ZB,ZB,02_이월,봄,조끼,패딩베스트,1:남성,10202,-15,-207136,79000,10099,103029998,805958000,-151485,-1185000,13809.0,10,13578.0,15573.0,13809.0,83.0,8016,101083721,80953584,633264000,78.57,0.11
2021,2021-10-03,봄_코트_더블코트_ZB,ZB,02_이월,봄,코트,더블코트,1:남성,3377,108,8214800,329000,34815,117570255,1111033000,3760020,35532000,76063.0,10,77389.0,79694.0,76063.0,77.0,2888,317037594,100545630,950152000,85.52,1.6
2021,2021-10-03,봄_코트_더블코트_ZE,ZE,02_이월,봄,코트,더블코트,1:남성,2009,0,0,399000,36613,73555517,801591000,0,0,,10,,74924.0,74924.0,81.0,1887,186585758,69088731,752913000,93.93,1.37
2021,2021-10-03,봄_코트_싱글코트_ZB,ZB,02_이월,봄,코트,싱글코트,1:남성,15259,47,2619757,249000,25980,396436450,3799491000,1221084,11703000,58626.0,10,74117.0,85029.0,55740.0,78.0,13429,1409349644,348468553,3343821000,88.01,2.35
2021,2021-10-03,봄_코트_싱글코트_ZE,ZE,02_이월,봄,코트,싱글코트,1:남성,9257,88,5971346,329000,22909,212068613,3045553000,2015992,28952000,67856.0,10,73063.0,55889.0,67856.0,79.0,8285,633416736,189762725,2725765000,89.5,1.82
2021,2021-10-03,봄_팬츠_팬츠(일반)_ZE,ZE,02_이월,봄,팬츠,팬츠(일반),1:남성,28919,37,913977,76567,9304,269062376,2214231433,344248,2832967,8140.0,10,42508.0,21598.0,24702.0,68.0,25571,669930479,237914026,1957899565,88.42,1.38
2021,2021-10-03,사계절_니트 셔츠_라운드_ZB,ZB,01_시즌,사계절,니트 셔츠,라운드,1:남성,19983,58,1026910,19900,5405,108008115,397661700,313490,1154200,17705.0,10,14074.0,14508.0,17705.0,11.0,16792,218287816,90760760,334160800,84.03,1.0
2021,2021-10-03,사계절_데님_데님팬츠_ZB,ZB,01_시즌,사계절,데님,데님팬츠,1:남성,17490,238,11306869,79900,11955,209092950,1397451000,2845290,19016200,52368.0,10,44926.0,51123.0,47508.0,41.0,10359,515475760,121721504,827684100,59.23,1.66
2021,2021-10-03,사계절_소품_벨트_ZB,ZB,01_시즌,사계절,소품,벨트,1:남성,17200,300,12267530,39900,7717,132728100,686280000,2315025,11970000,38037.0,10,37842.0,38165.0,40892.0,-2.0,8910,343512191,68716348,355935667,51.8,1.84
2021,2021-10-03,사계절_소품_신발_ZB,ZB,01_시즌,사계절,소품,신발,1:남성,5539,57,9612730,159900,40000,221560000,885686100,2280000,9114300,167230.0,10,155427.0,153362.0,168644.0,-5.0,2575,397362243,103000000,411742500,46.49,1.17
2021,2021-10-03,사계절_소품_양말_ZB,ZB,01_시즌,사계절,소품,양말,1:남성,52500,626,2386081,7140,1760,92400000,374850000,1101760,4469640,6547.0,10,6866.0,7095.0,3812.0,47.0,14585,60702331,22618867,91166660,27.78,0.35
2021,2021-10-03,사계절_소품_타이_ZA,ZA,01_시즌,사계절,소품,타이,1:남성,61488,1105,49718831,44900,6424,395029656,2760811200,7099072,49614500,43750.0,10,43340.0,43051.0,44994.0,-0.0,30621,1262089885,196662593,1374882900,49.8,2.41
2021,2021-10-03,사계절_수트_블레이져(수트)_ZB,ZB,01_시즌,사계절,수트,블레이져(수트),1:남성,29675,159,23081888,205667,36284,1076742538,6103158333,5769236,32701000,144652.0,10,165840.0,134016.0,145169.0,29.0,25104,3074729632,915283834,5052802667,84.6,1.75
2021,2021-10-03,사계절_수트_수트팬츠_ZB,ZB,01_시즌,사계절,수트,수트팬츠,1:남성,35609,219,13861491,104000,17231,613590549,3703336000,3773662,22776000,70014.0,10,78970.0,67813.0,63294.0,39.0,28770,1903367712,496067825,2897940000,80.79,2.01
2021,2021-10-03,사계절_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,101915,1576,41005951,56567,7777,792558983,5764991833,12256027,89149067,28904.0,10,29243.0,32928.0,26019.0,54.0,59820,1856612875,465200200,3383818000,58.7,1.54
2021,2021-10-03,사계절_우븐 셔츠_드레스셔츠_ZC,ZC,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,1000,4,116000,39900,7535,7535000,39900000,30140,159600,29000.0,10,29333.0,28709.0,29000.0,27.0,350,9982305,2637250,13965000,35.0,0.85
2021,2021-10-03,사계절_자켓_싱글재킷_ZB,ZB,01_시즌,사계절,자켓,싱글재킷,1:남성,5145,374,22462240,199000,23618,121514610,1023855000,8833132,74426000,60059.0,10,128486.0,110719.0,60059.0,70.0,3700,345330647,87386600,736300000,71.91,1.86
2021,2021-10-03,사계절_팬츠_니트팬츠_ZB,ZB,01_시즌,사계절,팬츠,니트팬츠,1:남성,9964,41,1434270,59900,5808,57865930,596843600,238108,2455900,33874.0,10,38807.0,36685.0,34982.0,42.0,1329,47688480,7702627,79607100,13.34,0.62
2021,2021-10-03,사계절_팬츠_팬츠(일반)_ZB,ZB,01_시즌,사계절,팬츠,팬츠(일반),1:남성,65876,2393,97289256,77400,10288,677732288,5098802400,24619184,185218200,37938.0,10,39387.0,41957.0,40656.0,47.0,40515,1575844461,422459247,2824463500,61.5,1.49
2021,2021-10-03,여름_니트 셔츠_라운드_ZB,ZB,02_이월,여름,니트 셔츠,라운드,1:남성,739995,1423,16798306,61094,6188,4579042810,45209069531,8805435,86936406,24734.0,10,22709.0,23467.0,11805.0,81.0,417288,5782523304,2562560219,25457839215,56.39,0.59
2021,2021-10-03,여름_니트 셔츠_라운드_ZD,ZD,02_이월,여름,니트 셔츠,라운드,1:남성,6000,0,0,69900,7637,45820000,419400000,0,0,,10,,,,,6000,129000000,45820000,419400000,100.0,1.56
2021,2021-10-03,여름_니트 셔츠_라운드_ZE,ZE,02_이월,여름,니트 셔츠,라운드,1:남성,210213,-144,328314,56267,6213,1305983298,11827984800,-894624,-8102400,6865.0,10,8165.0,7717.0,6865.0,88.0,177433,2202912729,1014956727,9948675767,84.41,0.76
2021,2021-10-03,여름_니트 셔츠_티에리_ZB,ZB,02_이월,여름,니트 셔츠,티에리,1:남성,79688,55,2366588,89900,9156,729623328,7163951200,503580,4944500,97368.0,10,47470.0,45559.0,43029.0,52.0,43861,1165508601,403174232,3943103900,55.04,0.9
2021,2021-10-03,여름_수트_블레이져(수트)_ZA,ZA,02_이월,여름,수트,블레이져(수트),1:남성,9868,20,3419396,259000,46376,457634668,2555812000,927512,5180000,187338.0,10,175877.0,175237.0,170970.0,34.0,6770,1175609967,313616035,1753430000,68.61,1.65
2021,2021-10-03,여름_수트_블레이져(수트)_ZB,ZB,02_이월,여름,수트,블레이져(수트),1:남성,10440,21,3283500,199000,42029,438780672,2077560000,882605,4179000,156812.0,10,157757.0,151637.0,156357.0,21.0,9379,1400053983,394597908,1866421000,89.84,2.0
2021,2021-10-03,여름_수트_블레이져(수트)_ZC,ZC,02_이월,여름,수트,블레이져(수트),1:남성,5282,15,2323200,223000,45965,242787130,1177886000,689475,3345000,142602.0,10,162496.0,164743.0,154880.0,31.0,4428,710320856,203270938,983121000,83.83,1.82
2021,2021-10-03,여름_수트_수트팬츠_ZA,ZA,02_이월,여름,수트,수트팬츠,1:남성,11820,11,1855955,139000,23016,272043210,1642980000,253170,1529000,90220.0,10,90076.0,91454.0,168723.0,-21.0,7941,736872342,182099012,1103799000,67.18,1.79
2021,2021-10-03,여름_수트_수트팬츠_ZB,ZB,02_이월,여름,수트,수트팬츠,1:남성,12522,15,1158300,99000,21406,268048436,1239678000,321093,1485000,78012.0,10,77605.0,75821.0,77220.0,22.0,11204,837416367,239653971,1109196000,89.47,1.95
2021,2021-10-03,여름_수트_수트팬츠_ZC,ZC,02_이월,여름,수트,수트팬츠,1:남성,6336,17,1546400,115000,22675,143668800,728640000,385475,1955000,93377.0,10,95540.0,92236.0,90965.0,21.0,4645,383118511,105090980,531313667,73.31,1.69
2021,2021-10-03,여름_스웨터_T-에리_ZB,ZB,02_이월,여름,스웨터,T-에리,1:남성,42085,29,1300900,89900,8638,363551272,3783441500,250516,2607100,42034.0,10,65415.0,53552.0,44859.0,50.0,35027,1341230827,296214268,3148927300,83.23,2.54
2021,2021-10-03,여름_스웨터_T-에리_ZD,ZD,02_이월,여름,스웨터,T-에리,1:남성,1777,0,0,89900,7580,13469660,159752300,0,0,,10,,,,,1777,46659000,13479021,159752300,100.0,2.15
2021,2021-10-03,여름_스웨터_T-에리_ZE,ZE,02_이월,여름,스웨터,T-에리,1:남성,9570,81,91340,89900,7504,71813280,860343000,607824,7281900,1128.0,10,1128.0,1128.0,1128.0,99.0,9480,220077200,71137920,852252000,99.06,1.8
2021,2021-10-03,여름_스웨터_라운드_ZB,ZB,02_이월,여름,스웨터,라운드,1:남성,8080,6,234000,89900,9291,75071280,726392000,55746,539400,39000.0,10,37367.0,40590.0,39000.0,57.0,7001,319208648,64132147,629389900,86.65,3.01
2021,2021-10-03,여름_언더웨어_TOP_ZB,ZB,02_이월,여름,언더웨어,TOP,1:남성,74735,43,503480,19000,3286,245579210,1419965000,141298,817000,11709.0,10,9474.0,9297.0,11709.0,38.0,53518,328102601,174884902,1016842000,71.61,0.5
2021,2021-10-03,여름_언더웨어_언더웨어 셋업_ZB,ZB,02_이월,여름,언더웨어,언더웨어 셋업,4:기타,4876,0,0,25000,3880,18918880,121900000,0,0,,10,9900.0,11217.0,9900.0,60.0,240,2791700,924315,6000000,4.92,0.09
2021,2021-10-03,여름_언더웨어_이너웨어 민소매_ZB,ZB,02_이월,여름,언더웨어,이너웨어 민소매,1:남성,25704,109,1055290,19000,2788,71662752,488376000,303892,2071000,9682.0,10,8040.0,8709.0,9682.0,49.0,16723,106916839,46425184,317737000,65.06,0.71
2021,2021-10-03,여름_우븐 셔츠_드레스셔츠_ZB,ZB,02_이월,여름,우븐 셔츠,드레스셔츠,1:남성,106473,1839,27273357,69900,5922,630533106,7442462700,10890558,128546100,11671.0,10,19512.0,21092.0,14831.0,79.0,72901,1586174780,432030401,5095779900,68.47,1.6
2021,2021-10-03,여름_우븐 셔츠_드레스셔츠_ZE,ZE,02_이월,여름,우븐 셔츠,드레스셔츠,1:남성,24797,-59,213441,79900,6488,160882936,1981280300,-382792,-4714100,,10,10105.0,10105.0,10105.0,87.0,22949,416546461,148898304,1833625100,92.55,1.43
2021,2021-10-03,여름_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,02_이월,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,220857,385,6429990,69900,7109,1569998794,15437904300,2736837,26911500,13190.0,10,17317.0,20955.0,16701.0,76.0,106912,2408856574,753697246,7473148800,48.41,0.91
2021,2021-10-03,여름_우븐 셔츠_캐쥬얼셔츠_ZE,ZE,02_이월,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,47135,118,2181385,79900,5971,281443085,3766086500,704578,9428200,18486.0,10,19070.0,19070.0,18486.0,77.0,17852,216481402,83917079,1426374800,37.87,0.4
2021,2021-10-03,여름_자켓_싱글재킷_ZA,ZA,02_이월,여름,자켓,싱글재킷,1:남성,27479,42,5415000,259000,36519,1003496441,7117061000,1533784,10878000,132292.0,10,142862.0,133154.0,128929.0,50.0,19270,2850416986,698121533,4990930000,70.13,1.89
2021,2021-10-03,여름_자켓_싱글재킷_ZB,ZB,02_이월,여름,자켓,싱글재킷,1:남성,27460,86,6947510,199000,21116,579845360,5464540000,1815976,17114000,81319.0,10,89742.0,86039.0,80785.0,59.0,10578,1035835055,223157925,2105022000,38.52,1.24
2021,2021-10-03,여름_자켓_싱글재킷_ZD,ZD,02_이월,여름,자켓,싱글재킷,1:남성,1198,0,0,199000,20556,24626088,238402000,0,0,,10,,,,,1198,70981500,24626088,238402000,100.0,1.62
2021,2021-10-03,여름_자켓_싱글재킷_ZE,ZE,02_이월,여름,자켓,싱글재킷,1:남성,3697,-47,0,199000,21118,78073246,735703000,-992546,-9353000,,10,44250.0,44250.0,44250.0,78.0,2984,173603156,63010256,593816000,80.71,1.21
2021,2021-10-03,여름_점퍼_점퍼_ZB,ZB,02_이월,여름,점퍼,점퍼,1:남성,8338,29,2450000,224000,20458,170574635,1867712000,593268,6496000,80034.0,10,102264.0,103676.0,84483.0,62.0,6820,720331182,139520154,1527680000,81.79,3.02
2021,2021-10-03,여름_점퍼_점퍼_ZE,ZE,02_이월,여름,점퍼,점퍼,1:남성,7928,56,3318168,249000,21384,169528388,1974072000,1197476,13944000,57664.0,10,57664.0,57664.0,59253.0,76.0,6694,339775132,140708332,1666806000,84.43,0.99
2021,2021-10-03,여름_팬츠_반바지_ZB,ZB,02_이월,여름,팬츠,반바지,1:남성,50480,30,531539,56567,7989,403267893,2855485333,239660,1697000,19419.0,10,24268.0,30163.0,17718.0,69.0,31602,649923788,235933168,1771331466,62.6,0.88
2021,2021-10-03,여름_팬츠_반바지_ZD,ZD,02_이월,여름,팬츠,반바지,1:남성,1270,0,0,59900,571,725170,76073000,0,0,,10,,,,,1270,28003500,725170,76073000,100.0,34.11
2021,2021-10-03,여름_팬츠_팬츠(일반)_ZA,ZA,02_이월,여름,팬츠,팬츠(일반),1:남성,19477,32,1919819,139000,15250,297024250,2707303000,488000,4448000,61097.0,10,67996.0,64323.0,59994.0,57.0,15368,1166410863,234385900,2136152000,78.9,2.78
2021,2021-10-03,여름_팬츠_팬츠(일반)_ZB,ZB,02_이월,여름,팬츠,팬츠(일반),1:남성,174934,130,7593418,94750,10426,1823832728,16574996500,1355358,12317500,32772.0,10,34778.0,38145.0,58411.0,38.0,110454,3739615826,1119575169,9869522683,63.14,1.25
2021,2021-10-03,여름_팬츠_팬츠(일반)_ZD,ZD,02_이월,여름,팬츠,팬츠(일반),1:남성,3251,0,0,89900,4552,14800178,292264900,0,0,,10,,,,,3247,83749500,13894967,291905300,99.88,4.21
2021,2021-10-03,여름_팬츠_팬츠(일반)_ZE,ZE,02_이월,여름,팬츠,팬츠(일반),1:남성,36034,-4,75850,99900,10899,392734566,3599796600,-43596,-399600,,10,11360.0,11360.0,11360.0,89.0,33727,812838098,364503465,3369327300,93.6,0.95
2021,2021-10-10,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,42541,1641,47325046,69900,7466,317632376,2973615900,12252526,114705900,28920.0,10,27723.0,31895.0,28839.0,59.0,10545,326466815,78775129,737095500,24.79,0.69
2021,2021-10-10,가을_니트 셔츠_라운드_ZD,ZD,01_시즌,가을,니트 셔츠,라운드,1:남성,2000,0,0,69900,8746,17492000,139800000,0,0,,10,,26250.0,26250.0,62.0,2000,52500000,17492000,139800000,100.0,1.73
2021,2021-10-10,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,6657,253,45911564,239000,36875,245474656,1591023000,9329291,60467000,180813.0,10,184830.0,183882.0,181469.0,24.0,4311,796135405,158437345,1030329000,64.76,2.3
2021,2021-10-10,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,1000,47,8804891,239000,37750,37750000,239000000,1774250,11233000,187338.0,10,184968.0,177987.0,187338.0,22.0,347,63477560,13099250,82933000,34.7,1.18
2021,2021-10-10,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,7988,294,28678856,129000,18879,150805452,1030452000,5550426,37926000,97385.0,10,100069.0,97928.0,97547.0,24.0,4836,480239546,91164817,623844000,60.54,2.29
2021,2021-10-10,가을_수트_수트팬츠_ZC,ZC,01_시즌,가을,수트,수트팬츠,1:남성,1200,48,4813389,129000,19972,23966400,154800000,958656,6192000,100279.0,10,99755.0,99419.0,100279.0,22.0,366,35967800,7309752,47214000,30.5,1.06
2021,2021-10-10,가을_스웨터_T-에리_ZA,ZA,01_시즌,가을,스웨터,T-에리,1:남성,21300,1023,44532613,99900,10960,233448000,2127870000,11212080,102197700,43531.0,10,44339.0,51248.0,43531.0,56.0,7592,374364360,88185773,758440800,35.64,1.08
2021,2021-10-10,가을_스웨터_오픈형(CARDIGAN)_ZB,ZB,01_시즌,가을,스웨터,오픈형(CARDIGAN),1:남성,8040,555,38305040,159900,16809,135144360,1285596000,9328995,88744500,69018.0,10,65372.0,70186.0,69018.0,57.0,2742,195732148,45057654,438445800,34.1,0.98
2021,2021-10-10,가을_스웨터_오픈형(CARDIGAN)_ZD,ZD,01_시즌,가을,스웨터,오픈형(CARDIGAN),1:남성,1785,0,0,159900,17230,30755550,285421500,0,0,,10,,44250.0,44250.0,72.0,1785,78986250,30755550,285421500,100.0,1.33
2021,2021-10-10,가을_우븐 셔츠_드레스셔츠_ZE,ZE,01_시즌,가을,우븐 셔츠,드레스셔츠,1:남성,34936,5179,89811386,79900,5826,203554604,2791386400,30175444,413802100,17530.0,10,153727.0,50871.0,17341.0,78.0,24492,459916085,142702638,1956910800,70.11,1.35
2021,2021-10-10,가을_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,가을,우븐 셔츠,캐쥬얼셔츠,1:남성,20844,877,28448846,69900,7391,154058004,1456995600,6481907,61302300,32439.0,10,29283.0,35939.0,32439.0,54.0,9354,310307295,69135414,653844600,44.88,1.38
2021,2021-10-10,가을_우븐 셔츠_캐쥬얼셔츠_ZE,ZE,01_시즌,가을,우븐 셔츠,캐쥬얼셔츠,1:남성,13082,1041,19043423,79900,7321,95773322,1045251800,7621161,83175900,18293.0,10,22283.0,20878.0,18293.0,77.0,12064,225599995,88320544,963913600,92.22,1.22
2021,2021-10-10,가을_코트_싱글코트_ZB,ZB,01_시즌,가을,코트,싱글코트,1:남성,4816,273,25051245,249000,21874,105345184,1199184000,5971602,67977000,91763.0,10,94242.0,116578.0,91763.0,63.0,1682,193998827,45365693,418818000,34.93,1.24
2021,2021-10-10,가을_팬츠_팬츠(일반)_ZB,ZB,01_시즌,가을,팬츠,팬츠(일반),1:남성,8249,468,20449568,89900,10790,89006710,741585100,5049720,42073200,43696.0,10,43167.0,49427.0,43696.0,51.0,2663,118586045,28733770,239403700,32.28,0.89
2021,2021-10-10,가을_팬츠_팬츠(일반)_ZE,ZE,01_시즌,가을,팬츠,팬츠(일반),1:남성,25884,3423,100997070,89900,10027,259530240,2326971600,34321280,307727700,29493.0,10,27292.0,29807.0,29505.0,67.0,10229,311976329,102712703,919587100,39.52,0.7
2021,2021-10-10,겨울_니트 셔츠_라운드_ZB,ZB,01_시즌,겨울,니트 셔츠,라운드,1:남성,108000,2159,65491137,69900,7413,800604000,7549200000,16004667,150914100,30338.0,10,30183.0,29108.0,30334.0,57.0,7202,230093123,53238889,503419800,6.67,0.19
2021,2021-10-10,겨울_니트 셔츠_라운드_ZE,ZE,01_시즌,겨울,니트 셔츠,라운드,1:남성,40000,8036,154707135,69900,7406,296220000,2796000000,59510598,561716400,21978.0,10,42698.0,26951.0,19252.0,72.0,17396,341717308,123234142,1215980400,43.49,0.63
2021,2021-10-10,겨울_니트 셔츠_오픈형티(맨투맨 등)_ZB,ZB,01_시즌,겨울,니트 셔츠,오픈형티(맨투맨 등),1:남성,30481,179,12342870,163233,16586,505557866,4975515233,2968894,29218767,69848.0,10,64922.0,69075.0,68955.0,58.0,713,49879422,11652934,115152034,2.34,0.07
2021,2021-10-10,겨울_니트 셔츠_후드티_ZB,ZB,01_시즌,겨울,니트 셔츠,후드티,1:남성,18800,52,2603950,89900,9424,177171200,1690120000,490048,4674800,50076.0,10,41916.0,34728.0,50076.0,44.0,52,2603950,490048,4674800,0.28,0.01
2021,2021-10-10,겨울_사파리_패딩사파리_ZA,ZA,01_시즌,겨울,사파리,패딩사파리,1:남성,2130,0,0,499000,38210,81387300,1062870000,0,0,,10,277606.0,202485.0,277606.0,44.0,0,0,0,0,0.0,0.0
2021,2021-10-10,겨울_사파리_패딩사파리_ZB,ZB,01_시즌,겨울,사파리,패딩사파리,1:남성,16761,218,29691078,432333,32986,552883933,7246339000,7191021,94248667,139415.0,10,282353.0,217449.0,136198.0,68.0,606,85926455,19689863,257560667,3.62,0.11
2021,2021-10-10,겨울_사파리_패딩사파리_ZD,ZD,01_시즌,겨울,사파리,패딩사파리,1:남성,839,596,98250600,499000,56574,47465586,418661000,33718104,297404000,164850.0,10,164850.0,121800.0,164850.0,67.0,839,117386850,41063751,394361000,100.0,1.38
2021,2021-10-10,겨울_사파리_패딩사파리_ZE,ZE,01_시즌,겨울,사파리,패딩사파리,1:남성,31064,252,29779707,474000,43366,1347129190,14724336000,10928295,119448000,109114.0,10,103718.0,108944.0,118173.0,75.0,740,77489199,27027543,324926667,2.38,0.03
2021,2021-10-10,겨울_수트_블레이져(수트)_ZB,ZB,01_시즌,겨울,수트,블레이져(수트),1:남성,11377,669,122014785,239000,40144,456714496,2719103000,26856113,159891000,180775.0,10,182949.0,184558.0,182384.0,24.0,6053,1119022428,241326459,1446667000,53.2,1.7
2021,2021-10-10,겨울_수트_블레이져(수트)_ZC,ZC,01_시즌,겨울,수트,블레이져(수트),1:남성,2003,242,45272099,239000,41784,83693352,478717000,10111728,57838000,187075.0,10,186090.0,184035.0,187075.0,22.0,1200,221828601,50140800,286800000,59.91,1.81
2021,2021-10-10,겨울_수트_수트팬츠_ZB,ZB,01_시즌,겨울,수트,수트팬츠,1:남성,12285,706,69860139,129000,19829,243599265,1584765000,13999274,91074000,97380.0,10,99558.0,99523.0,98952.0,23.0,6618,658852160,131612420,853722000,53.87,1.92
2021,2021-10-10,겨울_수트_수트팬츠_ZC,ZC,01_시즌,겨울,수트,수트팬츠,1:남성,2404,248,25018934,129000,21184,50926336,310116000,5253632,31992000,100883.0,10,99911.0,100060.0,100883.0,22.0,1278,126523909,27073152,164862000,53.16,1.73
2021,2021-10-10,겨울_스웨터_T-에리_ZB,ZB,01_시즌,겨울,스웨터,T-에리,1:남성,22950,304,13928662,99900,10133,232552350,2292705000,3080432,30369600,45818.0,10,48314.0,42243.0,45818.0,54.0,662,35212592,6634656,66133800,2.88,0.11
2021,2021-10-10,겨울_스웨터_T-에리_ZD,ZD,01_시즌,겨울,스웨터,T-에리,1:남성,2399,0,0,99900,10970,26317030,239660100,0,0,,10,,29250.0,29250.0,71.0,2399,70170750,26317030,239660100,100.0,1.42
2021,2021-10-10,겨울_스웨터_T-에리_ZE,ZE,01_시즌,겨울,스웨터,T-에리,1:남성,30451,1915,58295548,139900,10429,317573479,4260094900,19971535,267908500,30442.0,10,29763.0,29939.0,30442.0,78.0,3478,110321086,35725450,486572200,11.42,0.2
2021,2021-10-10,겨울_스웨터_Turtle_ZA,ZA,01_시즌,겨울,스웨터,Turtle,1:남성,14179,10,640531,199900,23943,339487797,2834382100,239430,1999000,49133.0,10,106157.0,104270.0,64053.0,68.0,155,22759630,3613501,30984500,1.09,0.05
2021,2021-10-10,겨울_스웨터_Turtle_ZB,ZB,01_시즌,겨울,스웨터,Turtle,1:남성,2295,0,0,99900,10548,24207660,229270500,0,0,,10,55661.0,44066.0,55661.0,44.0,0,0,0,0,0.0,0.0
2021,2021-10-10,겨울_스웨터_Turtle_ZD,ZD,01_시즌,겨울,스웨터,Turtle,1:남성,2045,0,0,99900,10924,22339580,204295500,0,0,,10,,29250.0,29250.0,71.0,2045,59816250,22339580,204295500,100.0,1.43
2021,2021-10-10,겨울_스웨터_Turtle_ZE,ZE,01_시즌,겨울,스웨터,Turtle,1:남성,24216,369,13821681,159900,10497,254195352,3872138400,3873393,59003100,37457.0,10,28909.0,30328.0,37457.0,77.0,723,28119077,7091427,115607700,2.99,0.07
2021,2021-10-10,겨울_스웨터_VEST_ZB,ZB,01_시즌,겨울,스웨터,VEST,1:남성,4942,0,0,89900,7457,36852494,444285800,0,0,,10,50034.0,43652.0,50034.0,44.0,0,0,0,0,0.0,0.0
2021,2021-10-10,겨울_스웨터_라운드_ZA,ZA,01_시즌,겨울,스웨터,라운드,1:남성,7560,167,11665000,139900,11454,86592240,1057644000,1912818,23363300,69850.0,10,60713.0,64252.0,69850.0,50.0,397,30298915,4404930,55540300,5.25,0.27
2021,2021-10-10,겨울_스웨터_라운드_ZB,ZB,01_시즌,겨울,스웨터,라운드,1:남성,75941,1530,64131450,89900,9920,753334720,6827095900,15177600,137547000,41916.0,10,40795.0,42894.0,41916.0,53.0,6637,304572514,50341376,596666300,8.74,0.3
