기획년도,주차,카테고리,판매수량,판매액,평균 택가,평균 원가,주차별 평균 실판매가,월,월별 평균 실판매가,년도별 평균 실판매가,실판매가,할인율,시즌이월,매출원가계,판매택가계,누적판매수량,누적판매액,누적매출원가,누적판매택가
2022,2022-04-03,여름_우븐 셔츠_캐쥬얼셔츠_ZA,64,3049750,99900.0,9219.0,47652.0,4,48989.0,40500.0,47652.0,52.0,01_시즌,590016.0,6393600.0,359,20172700,3168906.0,35864100.0
2022,2022-04-03,여름_우븐 셔츠_캐쥬얼셔츠_ZB,922,32470130,89900.0,7675.0,35156.0,4,33688.0,29289.0,35217.0,61.0,01_시즌,7076350.0,82887800.0,3044,110638682,23490020.0,273655600.0
2022,2022-04-03,여름_자켓_싱글재킷_ZA,737,123935284,259000.0,28851.0,168240.0,4,155677.0,125764.0,168162.0,35.0,01_시즌,21263187.0,190883000.0,1184,199449150,34627128.0,306656000.0
2022,2022-04-03,여름_자켓_싱글재킷_ZB,102,13728500,239000.0,23660.0,134593.0,4,129764.0,106710.0,134593.0,44.0,01_시즌,2413320.0,24378000.0,255,35844480,6004230.0,60945000.0
2022,2022-04-03,여름_점퍼_점퍼_ZB,1325,147101913,249000.0,22965.0,110229.0,4,108704.0,81684.0,111020.0,55.0,01_시즌,30428625.0,329925000.0,4573,569302656,105089022.0,1138677000.0
2022,2022-04-03,여름_팬츠_니트팬츠_ZB,21,711000,69900.0,6752.0,33857.0,4,34212.0,23452.0,33857.0,52.0,01_시즌,141792.0,1467900.0,78,2851917,526656.0,5452200.0
2022,2022-04-03,여름_팬츠_반바지_ZB,0,0,79900.0,6268.0,,4,,26547.0,26547.0,67.0,01_시즌,0.0,0.0,0,0,0.0,0.0
2022,2022-04-03,여름_팬츠_팬츠(일반)_ZA,875,76778527,132483.0,13753.0,87556.0,4,114202.0,59242.0,87747.0,34.0,01_시즌,12033875.0,115922625.0,1294,109660945,17409687.0,169272955.0
2022,2022-04-03,여름_팬츠_팬츠(일반)_ZB,174,6848200,99900.0,9613.0,48709.0,4,46350.0,36605.0,39357.0,61.0,01_시즌,1672662.0,17382600.0,492,25395100,4813422.0,49150800.0
2022,2022-04-10,봄_가죽&FUR_가죽점퍼_ZA,26,13235200,999000.0,183300.0,523755.0,4,733962.0,538319.0,509046.0,49.0,01_시즌,4765800.0,25974000.0,420,233415200,77352000.0,419580000.0
2022,2022-04-10,봄_니트 셔츠_라운드_ZB,1456,34497833,69900.0,9387.0,23694.0,4,24037.0,26835.0,23694.0,66.0,01_시즌,13667472.0,101774400.0,8962,258234335,84124866.0,626443800.0
2022,2022-04-10,봄_니트 셔츠_오픈형티(맨투맨 등)_ZA,387,20645279,129900.0,12030.0,53347.0,4,52540.0,52291.0,53347.0,59.0,01_시즌,4655610.0,50271300.0,2162,124810262,26008860.0,280843800.0
2022,2022-04-10,봄_니트 셔츠_후드티_ZB,647,20921486,89900.0,11895.0,32336.0,4,27174.0,30408.0,32336.0,64.0,01_시즌,7696065.0,58165300.0,3306,120113568,39324194.0,297209400.0
2022,2022-04-10,봄_수트_블레이져(수트)_ZB,256,47197720,239000.0,42565.0,182730.0,4,180798.0,183412.0,184366.0,23.0,01_시즌,10896640.0,61184000.0,5707,1043521861,242868927.0,1363973000.0
2022,2022-04-10,봄_수트_블레이져(수트)_ZC,66,12380200,239000.0,43829.0,187936.0,4,183890.0,184381.0,187579.0,22.0,01_시즌,2892714.0,15774000.0,1708,313429584,74916977.0,408212000.0
2022,2022-04-10,봄_수트_수트팬츠_ZB,298,29486140,129000.0,21226.0,98240.0,4,97606.0,101248.0,98947.0,23.0,01_시즌,6325348.0,38442000.0,6321,623517234,134137989.0,815409000.0
2022,2022-04-10,봄_수트_수트팬츠_ZC,53,5405100,129000.0,21291.0,102108.0,4,108342.0,101066.0,101983.0,21.0,01_시즌,1128423.0,6837000.0,1644,163079152,35019290.0,212076000.0
2022,2022-04-10,봄_스웨터_T-에리_ZB,780,30114415,99900.0,10999.0,38608.0,4,35289.0,40820.0,38608.0,61.0,01_시즌,8579220.0,77922000.0,6185,263063800,67823165.0,617881500.0
2022,2022-04-10,봄_스웨터_VEST_ZA,74,3055103,99900.0,8436.0,41285.0,4,39896.0,39904.0,41285.0,59.0,01_시즌,624264.0,7392600.0,540,26140254,4555440.0,53946000.0
2022,2022-04-10,봄_스웨터_라운드_ZB,2016,71604103,94900.0,11399.0,34752.0,4,35502.0,34777.0,35518.0,63.0,01_시즌,22980384.0,191318400.0,19759,858417262,224895794.0,1875129100.0
2022,2022-04-10,봄_스웨터_오픈형(CARDIGAN)_ZA,50,4216130,199900.0,14604.0,84761.0,4,79280.0,77725.0,84323.0,58.0,01_시즌,730200.0,9995000.0,659,62194167,9559090.0,131734100.0
2022,2022-04-10,봄_스웨터_오픈형(CARDIGAN)_ZB,583,40494860,159900.0,15430.0,70906.0,4,64426.0,61219.0,69459.0,57.0,01_시즌,8995690.0,93221700.0,4753,345410955,73217851.0,760004700.0
2022,2022-04-10,봄_우븐 셔츠_캐쥬얼셔츠_ZA,147,7872100,129900.0,13854.0,53552.0,4,53040.0,55790.0,53552.0,59.0,01_시즌,2036538.0,19095300.0,1779,117342060,24646266.0,231092100.0
2022,2022-04-10,봄_우븐 셔츠_캐쥬얼셔츠_ZB,260,9070897,69900.0,7808.0,34786.0,4,32652.0,32787.0,34888.0,50.0,01_시즌,2030080.0,18174000.0,3288,120235354,25672704.0,229831200.0
2022,2022-04-10,봄_점퍼_패딩점퍼_ZB,288,24860528,249000.0,23522.0,86321.0,4,83614.0,89426.0,86321.0,65.0,01_시즌,6774336.0,71712000.0,2220,235232156,52218840.0,552780000.0
2022,2022-04-10,봄_코트_싱글코트_ZB,823,69426653,302333.0,29429.0,92702.0,4,91333.0,105327.0,84358.0,72.0,01_시즌,24220067.0,248820059.0,6584,865104106,189344420.0,1963814500.0
2022,2022-04-10,봄_팬츠_니트팬츠_ZA,164,5479909,89900.0,8963.0,33414.0,4,33972.0,39333.0,33414.0,63.0,01_시즌,1469932.0,14743600.0,1032,43055709,9249816.0,92776800.0
2022,2022-04-10,봄_팬츠_니트팬츠_ZB,594,16321184,69900.0,8423.0,27477.0,4,27653.0,28302.0,27477.0,61.0,01_시즌,5003262.0,41520600.0,3582,113343506,30169506.0,250381800.0
2022,2022-04-10,사계절_니트 셔츠_라운드_ZB,558,16543278,69900.0,5460.0,29647.0,4,29564.0,21712.0,29647.0,58.0,01_시즌,3046680.0,39004200.0,4610,150982709,25170600.0,322239000.0
2022,2022-04-10,사계절_데님_데님팬츠_ZB,415,19774650,99900.0,12566.0,47262.0,4,45427.0,49011.0,47650.0,52.0,01_시즌,5214890.0,41458500.0,3959,191998373,49748794.0,395504100.0
2022,2022-04-10,사계절_수트_블레이져(수트)_ZB,667,94877400,239000.0,36346.0,142304.0,4,143832.0,160171.0,142245.0,40.0,01_시즌,24242782.0,159413000.0,9978,1483925180,362647536.0,2384742000.0
2022,2022-04-10,사계절_수트_수트팬츠_ZB,743,57206039,129000.0,17236.0,76529.0,4,77520.0,84612.0,76993.0,40.0,01_시즌,12806348.0,95847000.0,10851,873761508,187577540.0,1399779000.0
2022,2022-04-10,사계절_우븐 셔츠_드레스셔츠_ZB,2110,70390336,69900.0,7348.0,33611.0,4,33841.0,29098.0,33360.0,52.0,01_시즌,15504280.0,147489000.0,28312,954897684,208036576.0,1979008800.0
2022,2022-04-10,사계절_자켓_싱글재킷_ZB,162,22228392,239000.0,29296.0,137212.0,4,135454.0,135628.0,137212.0,43.0,01_시즌,4745952.0,38718000.0,1724,247023242,50506304.0,412036000.0
2022,2022-04-10,사계절_팬츠_니트팬츠_ZB,98,3256420,64900.0,6322.0,33006.0,4,32979.0,26418.0,33229.0,49.0,01_시즌,619556.0,6360200.0,612,22152375,3984676.0,40418800.0
2022,2022-04-10,사계절_팬츠_팬츠(일반)_ZB,1729,77155612,99900.0,10779.0,42415.0,4,44060.0,46584.0,44624.0,55.0,01_시즌,18636891.0,172727100.0,19545,934269618,210675555.0,1952545500.0
2022,2022-04-10,여름_니트 셔츠_라운드_ZB,2986,75706609,61900.0,6888.0,25354.0,4,28730.0,20715.0,25354.0,59.0,01_시즌,20567568.0,184833400.0,5793,152741780,36643515.0,333816479.0
2022,2022-04-10,여름_수트_블레이져(수트)_ZA,258,56274955,319000.0,51463.0,218120.0,4,216310.0,222805.0,218120.0,32.0,01_시즌,13277454.0,82302000.0,1643,353684100,83998039.0,524117000.0
2022,2022-04-10,여름_수트_블레이져(수트)_ZB,672,124218721,239000.0,44281.0,184064.0,4,181478.0,183922.0,184849.0,23.0,01_시즌,29756832.0,160608000.0,6078,1091698548,258309114.0,1452642000.0
2022,2022-04-10,여름_수트_블레이져(수트)_ZC,342,68459232,265667.0,49160.0,194407.0,4,191404.0,197238.0,200173.0,25.0,01_시즌,16812720.0,90858114.0,3935,772320244,184152945.0,1028972649.0
2022,2022-04-10,여름_수트_수트팬츠_ZA,337,41379295,179000.0,25353.0,122787.0,4,121202.0,118791.0,122787.0,31.0,01_시즌,8543961.0,60323000.0,2092,251493090,52793556.0,374468000.0
2022,2022-04-10,여름_수트_수트팬츠_ZB,742,73501231,129000.0,22283.0,98720.0,4,97625.0,99069.0,99058.0,23.0,01_시즌,16533986.0,95718000.0,7037,683721392,150442569.0,907773000.0
2022,2022-04-10,여름_수트_수트팬츠_ZC,323,35163875,145667.0,24146.0,105297.0,4,104446.0,108041.0,108866.0,25.0,01_시즌,7799158.0,47050441.0,3806,405477843,87920999.0,544366613.0
2022,2022-04-10,여름_스웨터_T-에리_ZA,0,0,99900.0,8807.0,,4,48917.0,39571.0,48917.0,51.0,01_시즌,0.0,0.0,0,0,0.0,0.0
2022,2022-04-10,여름_스웨터_T-에리_ZB,819,42243850,89900.0,7376.0,51580.0,4,48501.0,35693.0,51580.0,43.0,01_시즌,6040944.0,73628100.0,1410,74059942,10184715.0,126759000.0
2022,2022-04-10,여름_스웨터_라운드_ZA,0,0,99900.0,11209.0,,4,44358.0,38193.0,44358.0,56.0,01_시즌,0.0,0.0,0,0,0.0,0.0
2022,2022-04-10,여름_우븐 셔츠_드레스셔츠_ZB,1205,40548600,69900.0,6216.0,33650.0,4,33116.0,27459.0,33650.0,52.0,01_시즌,7490280.0,84229500.0,6878,240808523,42753648.0,480772200.0
2022,2022-04-10,여름_우븐 셔츠_캐쥬얼셔츠_ZA,228,11359667,99900.0,9219.0,49823.0,4,48989.0,40500.0,49823.0,50.0,01_시즌,2101932.0,22777200.0,587,31532367,5270838.0,58641300.0
2022,2022-04-10,여름_우븐 셔츠_캐쥬얼셔츠_ZB,1256,43643336,89900.0,7661.0,34494.0,4,33688.0,29289.0,34748.0,61.0,01_시즌,9622216.0,112914400.0,4300,154282018,33112236.0,386570000.0
2022,2022-04-10,여름_자켓_싱글재킷_ZA,795,130654634,259000.0,28758.0,163570.0,4,155677.0,125764.0,164345.0,37.0,01_시즌,22862610.0,205905000.0,1979,330103784,57489738.0,512561000.0
2022,2022-04-10,여름_자켓_싱글재킷_ZB,169,23021568,239000.0,23660.0,136222.0,4,129764.0,106710.0,136222.0,43.0,01_시즌,3998540.0,40391000.0,424,58866048,10002770.0,101336000.0
2022,2022-04-10,여름_점퍼_점퍼_ZB,1289,148234019,249000.0,22965.0,113833.0,4,108704.0,81684.0,114999.0,54.0,01_시즌,29601885.0,320961000.0,5862,717536675,134690907.0,1459638000.0
2022,2022-04-10,여름_팬츠_니트팬츠_ZB,32,1120000,69900.0,6752.0,35000.0,4,34212.0,23452.0,35000.0,50.0,01_시즌,216064.0,2236800.0,110,3971917,742720.0,7689000.0
2022,2022-04-10,여름_팬츠_반바지_ZB,0,0,79900.0,6162.0,,4,,26547.0,26547.0,67.0,01_시즌,0.0,0.0,0,0,0.0,0.0
2022,2022-04-10,여름_팬츠_팬츠(일반)_ZA,1036,81977756,132483.0,13753.0,77122.0,4,114202.0,59242.0,79129.0,40.0,01_시즌,14248108.0,137252388.0,2330,191638701,31657795.0,306525343.0
2022,2022-04-10,여름_팬츠_팬츠(일반)_ZB,1149,53498950,99900.0,9613.0,49065.0,4,46350.0,36605.0,46561.0,53.0,01_시즌,11045337.0,114785100.0,1641,78894050,15858759.0,163935900.0
2022,2022-04-17,봄_가죽&FUR_가죽점퍼_ZA,9,1327800,999000.0,183300.0,1265451.0,4,733962.0,538319.0,147533.0,85.0,01_시즌,1649700.0,8991000.0,429,234743000,79001700.0,428571000.0
2022,2022-04-17,봄_니트 셔츠_라운드_ZB,926,22653605,69900.0,9387.0,24464.0,4,24037.0,26835.0,24464.0,65.0,01_시즌,8692362.0,64727400.0,9888,280887940,92817228.0,691171200.0
2022,2022-04-17,봄_니트 셔츠_오픈형티(맨투맨 등)_ZA,282,14635080,129900.0,12030.0,51897.0,4,52540.0,52291.0,51897.0,60.0,01_시즌,3392460.0,36631800.0,2444,139445342,29401320.0,317475600.0
2022,2022-04-17,봄_니트 셔츠_후드티_ZB,314,9586968,89900.0,11895.0,30532.0,4,27174.0,30408.0,30532.0,66.0,01_시즌,3735030.0,28228600.0,3620,129700536,43059224.0,325438000.0
2022,2022-04-17,봄_수트_블레이져(수트)_ZB,332,59204072,239000.0,42565.0,178004.0,4,180798.0,183412.0,178326.0,25.0,01_시즌,14131580.0,79348000.0,6039,1102725933,257000507.0,1443321000.0
2022,2022-04-17,봄_수트_블레이져(수트)_ZC,64,11683580,239000.0,43829.0,183285.0,4,183890.0,184381.0,182556.0,24.0,01_시즌,2805056.0,15296000.0,1772,325113164,77722033.0,423508000.0
2022,2022-04-17,봄_수트_수트팬츠_ZB,354,34010169,129000.0,21226.0,96331.0,4,97606.0,101248.0,96074.0,26.0,01_시즌,7514004.0,45666000.0,6675,657527403,141651993.0,861075000.0
2022,2022-04-17,봄_수트_수트팬츠_ZC,74,7249800,129000.0,21291.0,98278.0,4,108342.0,101066.0,97970.0,24.0,01_시즌,1575534.0,9546000.0,1718,170328952,36594824.0,221622000.0
2022,2022-04-17,봄_스웨터_T-에리_ZB,638,22422628,99900.0,10999.0,35145.0,4,35289.0,40820.0,35145.0,65.0,01_시즌,7017362.0,63736200.0,6823,285486428,74840527.0,681617700.0
2022,2022-04-17,봄_스웨터_VEST_ZA,44,1558660,99900.0,8436.0,35424.0,4,39896.0,39904.0,35424.0,65.0,01_시즌,371184.0,4395600.0,584,27698914,4926624.0,58341600.0
2022,2022-04-17,봄_스웨터_라운드_ZB,1043,37911599,94900.0,11399.0,38412.0,4,35502.0,34777.0,36349.0,62.0,01_시즌,11889157.0,98980700.0,20802,896328861,236784951.0,1974109800.0
2022,2022-04-17,봄_스웨터_오픈형(CARDIGAN)_ZA,37,2833950,199900.0,14604.0,76644.0,4,79280.0,77725.0,76593.0,62.0,01_시즌,540348.0,7396300.0,696,65028117,10099438.0,139130400.0
2022,2022-04-17,봄_스웨터_오픈형(CARDIGAN)_ZB,466,27460555,159900.0,15430.0,61727.0,4,64426.0,61219.0,58928.0,63.0,01_시즌,7190380.0,74513400.0,5219,372871510,80408231.0,834518100.0
2022,2022-04-17,봄_우븐 셔츠_캐쥬얼셔츠_ZA,108,5598900,129900.0,13854.0,51842.0,4,53040.0,55790.0,51842.0,60.0,01_시즌,1496232.0,14029200.0,1887,122940960,26142498.0,245121300.0
2022,2022-04-17,봄_우븐 셔츠_캐쥬얼셔츠_ZB,267,8885319,69900.0,7808.0,33015.0,4,32652.0,32787.0,33278.0,52.0,01_시즌,2084736.0,18663300.0,3555,129120673,27757440.0,248494500.0
2022,2022-04-17,봄_점퍼_패딩점퍼_ZB,91,7582000,249000.0,23522.0,83319.0,4,83614.0,89426.0,83319.0,67.0,01_시즌,2140502.0,22659000.0,2311,242814156,54359342.0,575439000.0
2022,2022-04-17,봄_코트_싱글코트_ZB,453,31238600,302333.0,29429.0,79135.0,4,91333.0,105327.0,68959.0,77.0,01_시즌,13331337.0,136956849.0,7037,896342706,202675757.0,2100771349.0
2022,2022-04-17,봄_팬츠_니트팬츠_ZA,53,2072380,89900.0,8963.0,39102.0,4,33972.0,39333.0,39102.0,57.0,01_시즌,475039.0,4764700.0,1085,45128089,9724855.0,97541500.0
2022,2022-04-17,봄_팬츠_니트팬츠_ZB,392,10749673,69900.0,8423.0,27423.0,4,27653.0,28302.0,27423.0,61.0,01_시즌,3301816.0,27400800.0,3974,124093179,33471322.0,277782600.0
2022,2022-04-17,사계절_니트 셔츠_라운드_ZB,361,10065000,69900.0,5460.0,27881.0,4,29564.0,21712.0,27881.0,60.0,01_시즌,1971060.0,25233900.0,4971,161047709,27141660.0,347472900.0
2022,2022-04-17,사계절_데님_데님팬츠_ZB,556,24688925,99900.0,12566.0,43934.0,4,45427.0,49011.0,44405.0,56.0,01_시즌,6986696.0,55544400.0,4515,216687298,56735490.0,451048500.0
2022,2022-04-17,사계절_수트_블레이져(수트)_ZB,534,76668486,239000.0,36346.0,143181.0,4,143832.0,160171.0,143574.0,40.0,01_시즌,19408764.0,127626000.0,10512,1560593666,382056300.0,2512368000.0
2022,2022-04-17,사계절_수트_수트팬츠_ZB,581,45066817,129000.0,17236.0,76936.0,4,77520.0,84612.0,77568.0,40.0,01_시즌,10014116.0,74949000.0,11432,918828325,197591656.0,1474728000.0
2022,2022-04-17,사계절_우븐 셔츠_드레스셔츠_ZB,1905,61078892,69900.0,7348.0,33160.0,4,33841.0,29098.0,32062.0,54.0,01_시즌,13997940.0,133159500.0,30217,1015976576,222034516.0,2112168300.0
2022,2022-04-17,사계절_자켓_싱글재킷_ZB,103,13659600,239000.0,29296.0,132617.0,4,135454.0,135628.0,132617.0,45.0,01_시즌,3017488.0,24617000.0,1827,260682842,53523792.0,436653000.0
2022,2022-04-17,사계절_팬츠_니트팬츠_ZB,151,4756119,64900.0,6322.0,31123.0,4,32979.0,26418.0,31497.0,51.0,01_시즌,954622.0,9799900.0,763,26908494,4939298.0,50218700.0
2022,2022-04-17,사계절_팬츠_팬츠(일반)_ZB,1295,59620547,99900.0,10779.0,46062.0,4,44060.0,46584.0,46039.0,54.0,01_시즌,13958805.0,129370500.0,20840,993890165,224634360.0,2081916000.0
2022,2022-04-17,여름_니트 셔츠_라운드_ZB,6100,143288059,61900.0,6897.0,29938.0,4,28730.0,20715.0,23490.0,62.0,01_시즌,42071700.0,377590000.0,11893,296029839,78715215.0,711406479.0
2022,2022-04-17,여름_수트_블레이져(수트)_ZA,334,70110792,319000.0,51463.0,209913.0,4,216310.0,222805.0,209913.0,34.0,01_시즌,17188642.0,106546000.0,1977,423794892,101186681.0,630663000.0
2022,2022-04-17,여름_수트_블레이져(수트)_ZB,776,138681000,239000.0,44281.0,177058.0,4,181478.0,183922.0,178713.0,25.0,01_시즌,34362056.0,185464000.0,6854,1230379548,292671170.0,1638106000.0
2022,2022-04-17,여름_수트_블레이져(수트)_ZC,351,67584104,265667.0,49160.0,187981.0,4,191404.0,197238.0,192547.0,28.0,01_시즌,17255160.0,93249117.0,4286,839904348,201408105.0,1122221766.0
2022,2022-04-17,여름_수트_수트팬츠_ZA,383,45116776,179000.0,25353.0,117798.0,4,121202.0,118791.0,117798.0,34.0,01_시즌,9710199.0,68557000.0,2475,296609866,62503755.0,443025000.0
2022,2022-04-17,여름_수트_수트팬츠_ZB,859,82330651,129000.0,22283.0,94663.0,4,97625.0,99069.0,95845.0,26.0,01_시즌,19141097.0,110811000.0,7896,766052043,169583666.0,1018584000.0
2022,2022-04-17,여름_수트_수트팬츠_ZC,344,36122070,145667.0,24146.0,102377.0,4,104446.0,108041.0,105006.0,28.0,01_시즌,8306224.0,50109448.0,4150,441599913,96227223.0,594476061.0
2022,2022-04-17,여름_스웨터_T-에리_ZA,339,16644800,99900.0,8808.0,52333.0,4,48917.0,39571.0,49100.0,51.0,01_시즌,2985912.0,33866100.0,339,16644800,2985912.0,33866100.0
2022,2022-04-17,여름_스웨터_T-에리_ZB,1129,44799500,89900.0,9094.0,49122.0,4,48501.0,35693.0,39681.0,56.0,01_시즌,10267126.0,101497100.0,2539,118859442,20451841.0,228256100.0
2022,2022-04-17,여름_스웨터_라운드_ZA,302,14496644,99900.0,11209.0,48002.0,4,44358.0,38193.0,48002.0,52.0,01_시즌,3385118.0,30169800.0,302,14496644,3385118.0,30169800.0
2022,2022-04-17,여름_우븐 셔츠_드레스셔츠_ZB,1251,40463161,69900.0,6216.0,32345.0,4,33116.0,27459.0,32345.0,54.0,01_시즌,7776216.0,87444900.0,8129,281271684,50529864.0,568217100.0
2022,2022-04-17,여름_우븐 셔츠_캐쥬얼셔츠_ZA,414,19763350,99900.0,9219.0,47102.0,4,48989.0,40500.0,47738.0,52.0,01_시즌,3816666.0,41358600.0,1001,51295717,9087504.0,99999900.0
2022,2022-04-17,여름_우븐 셔츠_캐쥬얼셔츠_ZB,1985,64236604,89900.0,7659.0,32325.0,4,33688.0,29289.0,32361.0,64.0,01_시즌,15203115.0,178451500.0,6285,218518622,48315351.0,565021500.0
2022,2022-04-17,여름_자켓_싱글재킷_ZA,1447,211450123,259000.0,28745.0,151494.0,4,155677.0,125764.0,146130.0,44.0,01_시즌,41594015.0,374773000.0,3426,541553907,99083753.0,887334000.0
2022,2022-04-17,여름_자켓_싱글재킷_ZB,295,35566489,239000.0,23660.0,120564.0,4,129764.0,106710.0,120564.0,50.0,01_시즌,6979700.0,70505000.0,719,94432537,16982470.0,171841000.0
2022,2022-04-17,여름_점퍼_점퍼_ZB,1019,107082139,249000.0,22965.0,105129.0,4,108704.0,81684.0,105086.0,58.0,01_시즌,23401335.0,253731000.0,6881,824618814,158092242.0,1713369000.0
2022,2022-04-17,여름_팬츠_니트팬츠_ZB,73,2397000,69900.0,6752.0,32836.0,4,34212.0,23452.0,32836.0,53.0,01_시즌,492896.0,5102700.0,183,6368917,1235616.0,12791700.0
2022,2022-04-17,여름_팬츠_반바지_ZB,0,0,79900.0,6416.0,,4,,26547.0,26547.0,67.0,01_시즌,0.0,0.0,0,0,0.0,0.0
2022,2022-04-17,여름_팬츠_팬츠(일반)_ZA,1553,109198961,132483.0,13753.0,68714.0,4,114202.0,59242.0,70315.0,47.0,01_시즌,21358409.0,205746099.0,3883,300837662,53016204.0,512271442.0
2022,2022-04-17,여름_팬츠_팬츠(일반)_ZB,2881,123896072,99900.0,9613.0,45580.0,4,46350.0,36605.0,43005.0,57.0,01_시즌,27695053.0,287811900.0,4522,202790122,43553812.0,451747800.0
2022,2022-04-24,봄_가죽&FUR_가죽점퍼_ZA,19,11187800,999000.0,183300.0,593822.0,4,733962.0,538319.0,588832.0,41.0,01_시즌,3482700.0,18981000.0,448,245930800,82484400.0,447552000.0
2022,2022-04-24,봄_니트 셔츠_라운드_ZB,602,14188206,69900.0,9387.0,23568.0,4,24037.0,26835.0,23568.0,66.0,01_시즌,5650974.0,42079800.0,10490,295076146,98468202.0,733251000.0
2022,2022-04-24,봄_니트 셔츠_오픈형티(맨투맨 등)_ZA,213,11232248,129900.0,12030.0,52734.0,4,52540.0,52291.0,52734.0,59.0,01_시즌,2562390.0,27668700.0,2657,150677590,31963710.0,345144300.0
2022,2022-04-24,봄_니트 셔츠_후드티_ZB,73,1081111,89900.0,11895.0,14810.0,4,27174.0,30408.0,14810.0,84.0,01_시즌,868335.0,6562700.0,3693,130781647,43927559.0,332000700.0
2022,2022-04-24,봄_수트_블레이져(수트)_ZB,236,43033765,239000.0,42565.0,182640.0,4,180798.0,183412.0,182346.0,24.0,01_시즌,10045340.0,56404000.0,6275,1145759698,267045847.0,1499725000.0
2022,2022-04-24,봄_수트_블레이져(수트)_ZC,59,10821480,239000.0,43829.0,183590.0,4,183890.0,184381.0,183415.0,23.0,01_시즌,2585911.0,14101000.0,1831,335934644,80307944.0,437609000.0
2022,2022-04-24,봄_수트_수트팬츠_ZB,262,25432940,129000.0,21226.0,97444.0,4,97606.0,101248.0,97072.0,25.0,01_시즌,5561212.0,33798000.0,6937,682960343,147213205.0,894873000.0
2022,2022-04-24,봄_수트_수트팬츠_ZC,53,5278680,129000.0,21291.0,99439.0,4,108342.0,101066.0,99598.0,23.0,01_시즌,1128423.0,6837000.0,1771,175607632,37723247.0,228459000.0
2022,2022-04-24,봄_스웨터_T-에리_ZB,302,10267178,99900.0,10999.0,33997.0,4,35289.0,40820.0,33997.0,66.0,01_시즌,3321698.0,30169800.0,7125,295753606,78162225.0,711787500.0
2022,2022-04-24,봄_스웨터_VEST_ZA,24,886940,99900.0,8436.0,36956.0,4,39896.0,39904.0,36956.0,63.0,01_시즌,202464.0,2397600.0,608,28585854,5129088.0,60739200.0
2022,2022-04-24,봄_스웨터_라운드_ZB,541,18139614,94900.0,11399.0,34938.0,4,35502.0,34777.0,33530.0,65.0,01_시즌,6166859.0,51340900.0,21343,914468475,242951810.0,2025450700.0
2022,2022-04-24,봄_스웨터_오픈형(CARDIGAN)_ZA,21,1399000,199900.0,14604.0,69441.0,4,79280.0,77725.0,66619.0,67.0,01_시즌,306684.0,4197900.0,717,66427117,10406122.0,143328300.0
2022,2022-04-24,봄_스웨터_오픈형(CARDIGAN)_ZB,364,21237662,159900.0,15430.0,58574.0,4,64426.0,61219.0,58345.0,64.0,01_시즌,5616520.0,58203600.0,5583,394109172,86024751.0,892721700.0
2022,2022-04-24,봄_우븐 셔츠_캐쥬얼셔츠_ZA,74,3859100,129900.0,13854.0,52150.0,4,53040.0,55790.0,52150.0,60.0,01_시즌,1025196.0,9612600.0,1961,126800060,27167694.0,254733900.0
2022,2022-04-24,봄_우븐 셔츠_캐쥬얼셔츠_ZB,136,4508850,69900.0,7808.0,32914.0,4,32652.0,32787.0,33153.0,53.0,01_시즌,1061888.0,9506400.0,3691,133629523,28819328.0,258000900.0
2022,2022-04-24,봄_점퍼_패딩점퍼_ZB,325,25775100,249000.0,23522.0,79308.0,4,83614.0,89426.0,79308.0,68.0,01_시즌,7644650.0,80925000.0,2636,268589256,62003992.0,656364000.0
2022,2022-04-24,봄_코트_싱글코트_ZB,306,22967280,302333.0,29429.0,82366.0,4,91333.0,105327.0,75056.0,75.0,01_시즌,9005274.0,92513898.0,7343,919309986,211681031.0,2193285247.0
2022,2022-04-24,봄_팬츠_니트팬츠_ZA,59,2117145,89900.0,8963.0,35884.0,4,33972.0,39333.0,35884.0,60.0,01_시즌,528817.0,5304100.0,1144,47245234,10253672.0,102845600.0
2022,2022-04-24,봄_팬츠_니트팬츠_ZB,224,6091788,69900.0,8423.0,27195.0,4,27653.0,28302.0,27195.0,61.0,01_시즌,1886752.0,15657600.0,4198,130184967,35358074.0,293440200.0
2022,2022-04-24,사계절_니트 셔츠_라운드_ZB,264,7353346,69900.0,5460.0,27854.0,4,29564.0,21712.0,27854.0,60.0,01_시즌,1441440.0,18453600.0,5235,168401055,28583100.0,365926500.0
2022,2022-04-24,사계절_데님_데님팬츠_ZB,462,20187650,99900.0,12566.0,43218.0,4,45427.0,49011.0,43696.0,56.0,01_시즌,5805492.0,46153800.0,4977,236874948,62540982.0,497202300.0
2022,2022-04-24,사계절_수트_블레이져(수트)_ZB,499,71592410,239000.0,36346.0,142970.0,4,143832.0,160171.0,143472.0,40.0,01_시즌,18136654.0,119261000.0,11011,1632186076,400192954.0,2631629000.0
2022,2022-04-24,사계절_수트_수트팬츠_ZB,543,42398834,129000.0,17236.0,77074.0,4,77520.0,84612.0,78083.0,39.0,01_시즌,9359148.0,70047000.0,11975,961227159,206950804.0,1544775000.0
2022,2022-04-24,사계절_우븐 셔츠_드레스셔츠_ZB,1754,59374644,69900.0,7348.0,34803.0,4,33841.0,29098.0,33851.0,52.0,01_시즌,12888392.0,122604600.0,31971,1075351220,234922908.0,2234772900.0
