,시즌,복종,소품종,라인,시즌이월,기획년도,카테고리,주차,총입고수량,총입고원가,총입고택가,판매수량,판매액,매출원가,판매택가,제품원가,제품택가,평균판매수량,평균실판가,제품실판가,할인율(%),누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율(%),ROI
5268,봄,니트 셔츠,라운드,ZE,02_이월,2021,봄_니트 셔츠_라운드_ZE,2021-12-05,50777,474271635,3549312300,44,321618.0,350291,3075600,9340.0,69900.0,1299.0,20874.0,7310.0,90.0,46383,806133212.0,353842762,3242171700,91.0,0.8
5269,봄,니트 셔츠,라운드,ZE,02_이월,2021,봄_니트 셔츠_라운드_ZE,2021-12-12,50777,474271635,3549312300,184,1707144.0,1152316,12861600,9340.0,69900.0,1299.0,20874.0,9278.0,87.0,46567,807840356.0,354995078,3255033300,92.0,0.8
5270,봄,니트 셔츠,라운드,ZE,02_이월,2021,봄_니트 셔츠_라운드_ZE,2021-12-19,50777,474271635,3549312300,78,728410.0,488618,5452200,9340.0,69900.0,1299.0,20874.0,9339.0,87.0,46645,808568766.0,355483696,3260485500,92.0,0.8
5271,봄,니트 셔츠,라운드,ZE,02_이월,2021,봄_니트 셔츠_라운드_ZE,2021-12-26,50777,474271635,3549312300,26,255640.0,162877,1817400,9340.0,69900.0,1299.0,20874.0,9832.0,86.0,46671,808824406.0,355646573,3262302900,92.0,0.8
5272,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-01-09,5060,51266253,353694000,0,0.0,0,0,10132.0,69900.0,496.0,22872.0,,,0,0.0,0,0,0.0,0.0
5273,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-01-16,5060,51266253,353694000,0,0.0,0,0,10132.0,69900.0,496.0,22872.0,,,0,0.0,0,0,0.0,0.0
5274,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-01-23,27782,281478072,1941961800,5,118190.0,50658,349500,10132.0,69900.0,496.0,22872.0,23638.0,66.0,5,118190.0,50658,349500,0.0,0.0
5275,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-01-30,27782,281478072,1941961800,26,703520.0,263423,1817400,10132.0,69900.0,496.0,22872.0,27058.0,61.0,31,821710.0,314081,2166900,0.0,0.0
5276,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-02-06,27782,277526100,1941961800,126,3210682.0,1247616,8807400,9989.0,69900.0,496.0,22872.0,25482.0,64.0,157,4032392.0,1561697,10974300,1.0,0.01
5277,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-02-13,27782,277526100,1941961800,615,15156926.0,6095004,42988500,9989.0,69900.0,496.0,22872.0,24645.0,65.0,772,19189318.0,7656701,53962800,3.0,0.04
5278,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-02-20,27782,277526100,1941961800,188,4841003.0,1858364,13141200,9989.0,69900.0,496.0,22872.0,25750.0,63.0,960,24030321.0,9515065,67104000,3.0,0.04
5279,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-02-27,27845,278121052,1946365500,294,7848994.0,2903154,20550600,9988.0,69900.0,496.0,22872.0,26697.0,62.0,1254,31879315.0,12418219,87654600,5.0,0.06
5280,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-03-06,27845,281560850,1946365500,78,3270663.0,839568,5452200,10112.0,69900.0,496.0,22872.0,41932.0,40.0,1332,35149978.0,13257787,93106800,5.0,0.07
5281,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-03-13,27845,281560850,1946365500,541,13434321.0,5462800,37815900,10112.0,69900.0,496.0,22872.0,24832.0,64.0,1873,48584299.0,18720587,130922700,7.0,0.09
5282,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-03-20,27845,281560850,1946365500,351,9927102.0,3545519,24534900,10112.0,69900.0,496.0,22872.0,28282.0,60.0,2224,58511401.0,22266106,155457600,8.0,0.11
5283,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-03-27,27845,281560850,1946365500,917,24399534.0,9254240,64098300,10112.0,69900.0,496.0,22872.0,26608.0,62.0,3141,82910935.0,31520346,219555900,11.0,0.16
5284,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-04-03,27845,281560850,1946365500,584,13037540.0,5893369,40821600,10112.0,69900.0,496.0,22872.0,22325.0,68.0,3725,95948475.0,37413715,260377500,13.0,0.18
5285,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-04-10,27845,281560850,1946365500,1412,32873964.0,14246941,98698800,10112.0,69900.0,496.0,22872.0,23282.0,67.0,5137,128822439.0,51660656,359076300,18.0,0.23
5286,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-04-17,27845,281560850,1946365500,2084,42869668.0,21033620,145671600,10112.0,69900.0,496.0,22872.0,20571.0,71.0,7221,171692107.0,72694276,504747900,26.0,0.3
5287,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-04-24,27845,281560850,1946365500,1103,24200402.0,11127484,77099700,10112.0,69900.0,496.0,22872.0,21941.0,69.0,8324,195892509.0,83821760,581847600,30.0,0.33
5288,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-05-01,27845,281560850,1946365500,785,8409509.0,7924987,54871500,10112.0,69900.0,496.0,22872.0,10713.0,85.0,9109,204302018.0,91746747,636719100,33.0,0.33
5289,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-05-08,27845,281560850,1946365500,573,9608587.0,5785134,40052700,10112.0,69900.0,496.0,22872.0,16769.0,76.0,9682,213910605.0,97531881,676771800,35.0,0.34
5290,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-05-15,27845,281560850,1946365500,346,5097735.0,3496936,24185400,10112.0,69900.0,496.0,22872.0,14733.0,79.0,10028,219008340.0,101028817,700957200,36.0,0.35
5291,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-05-22,27845,281560850,1946365500,191,3023362.0,1930263,13350900,10112.0,69900.0,496.0,22872.0,15829.0,77.0,10219,222031702.0,102959080,714308100,37.0,0.35
5292,봄,니트 셔츠,라운드,ZE,01_시즌,2022,봄_니트 셔츠_라운드_ZE,2022-05-29,27845,281560850,1946365500,197,2655709.0,1990717,13770300,10112.0,69900.0,496.0,22872.0,13481.0,81.0,10416,224687411.0,104949797,728078400,37.0,0.35
5293,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-06-05,27845,281560850,1946365500,33,897106.0,333514,2306700,10112.0,69900.0,496.0,22872.0,27185.0,61.0,10449,225584517.0,105283311,730385100,38.0,0.35
5294,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-06-12,27845,281560850,1946365500,3,43943.0,30328,209700,10112.0,69900.0,496.0,22872.0,14648.0,79.0,10452,225628460.0,105313639,730594800,38.0,0.35
5295,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-06-19,27845,281560850,1946365500,0,0.0,0,0,10112.0,69900.0,496.0,22872.0,,,10452,225628460.0,105313639,730594800,38.0,0.35
5296,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-06-26,27845,281560850,1946365500,0,0.0,0,0,10112.0,69900.0,496.0,22872.0,,,10452,225628460.0,105313639,730594800,38.0,0.35
5297,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-07-03,27845,281560850,1946365500,30,121070.0,302291,2097000,10112.0,69900.0,496.0,22872.0,4036.0,94.0,10482,225749530.0,105615930,732691800,38.0,0.35
5298,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-07-10,27845,281560850,1946365500,0,0.0,0,0,10112.0,69900.0,496.0,22872.0,,,10482,225749530.0,105615930,732691800,38.0,0.35
5299,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-07-17,27845,281560850,1946365500,-3,-37610.0,-30395,-209700,10112.0,69900.0,496.0,22872.0,12537.0,82.0,10479,225711920.0,105585535,732482100,38.0,0.35
5300,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-07-24,27845,281560850,1946365500,0,0.0,0,0,10112.0,69900.0,496.0,22872.0,,,10479,225711920.0,105585535,732482100,38.0,0.35
5301,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-07-31,27845,281560850,1946365500,42,37610.0,424465,2935800,10112.0,69900.0,496.0,22872.0,895.0,99.0,10521,225749530.0,106010000,735417900,38.0,0.35
5302,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-08-07,27845,281560850,1946365500,0,0.0,0,0,10112.0,69900.0,496.0,22872.0,,,10521,225749530.0,106010000,735417900,38.0,0.35
5303,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-08-14,27845,281560850,1946365500,60,980363.0,605720,4194000,10112.0,69900.0,496.0,22872.0,16339.0,77.0,10581,226729893.0,106615720,739611900,38.0,0.35
5304,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-08-21,27845,281560850,1946365500,925,15030118.0,9352298,64657500,10112.0,69900.0,496.0,22872.0,16249.0,77.0,11506,241760011.0,115968018,804269400,41.0,0.37
5305,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-08-28,27845,281560850,1946365500,646,10939181.0,6533092,45155400,10112.0,69900.0,496.0,22872.0,16934.0,76.0,12152,252699192.0,122501110,849424800,44.0,0.38
5306,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-09-04,27845,281560850,1946365500,421,8753543.0,4263208,29427900,10112.0,69900.0,496.0,22872.0,20792.0,70.0,12573,261452735.0,126764318,878852700,45.0,0.39
5307,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-09-11,27845,281560850,1946365500,401,7030904.0,4057479,28029900,10112.0,69900.0,496.0,22872.0,17533.0,75.0,12974,268483639.0,130821797,906882600,47.0,0.4
5308,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-09-18,27845,281560850,1946365500,957,15938369.0,9687050,66894300,10112.0,69900.0,496.0,22872.0,16655.0,76.0,13931,284422008.0,140508847,973776900,50.0,0.42
5309,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-09-25,27845,281560850,1946365500,1022,17214936.0,10348227,71437800,10112.0,69900.0,496.0,22872.0,16844.0,76.0,14953,301636944.0,150857074,1045214700,54.0,0.44
5310,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-10-02,27845,281560850,1946365500,789,15949891.0,7988567,55151100,10112.0,69900.0,496.0,22872.0,20215.0,71.0,15742,317586835.0,158845641,1100365800,57.0,0.46
5311,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-10-09,27845,281560850,1946365500,978,16879043.0,9903129,68362200,10112.0,69900.0,496.0,22872.0,17259.0,75.0,16720,334465878.0,168748770,1168728000,60.0,0.48
5312,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-10-16,27845,281560850,1946365500,840,14071951.0,8502596,58716000,10112.0,69900.0,496.0,22872.0,16752.0,76.0,17560,348537829.0,177251366,1227444000,63.0,0.5
5313,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-10-23,27845,281560850,1946365500,790,12447811.0,7998129,55221000,10112.0,69900.0,496.0,22872.0,15757.0,77.0,18350,360985640.0,185249495,1282665000,66.0,0.51
5314,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-10-30,27845,281560850,1946365500,435,6886537.0,4403281,30406500,10112.0,69900.0,496.0,22872.0,15831.0,77.0,18785,367872177.0,189652776,1313071500,67.0,0.51
5315,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-11-06,27845,281560850,1946365500,194,6341908.0,1966730,13560600,10112.0,69900.0,496.0,22872.0,32690.0,53.0,18979,374214085.0,191619506,1326632100,68.0,0.53
5316,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-11-13,27845,281560850,1946365500,534,8270560.0,5406701,37326600,10112.0,69900.0,496.0,22872.0,15488.0,78.0,19513,382484645.0,197026207,1363958700,70.0,0.54
5317,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-11-20,27845,281560850,1946365500,403,6084157.0,4080247,28169700,10112.0,69900.0,496.0,22872.0,15097.0,78.0,19916,388568802.0,201106454,1392128400,72.0,0.54
5318,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-11-27,27845,281560850,1946365500,244,3771777.0,2470075,17055600,10112.0,69900.0,496.0,22872.0,15458.0,78.0,20160,392340579.0,203576529,1409184000,72.0,0.54
5319,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-12-04,27845,281560850,1946365500,157,3180262.0,1589250,10974300,10112.0,69900.0,496.0,22872.0,20256.0,71.0,20317,395520841.0,205165779,1420158300,73.0,0.55
5320,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-12-11,27845,281560850,1946365500,44,645366.0,445606,3075600,10112.0,69900.0,496.0,22872.0,14667.0,79.0,20361,396166207.0,205611385,1423233900,73.0,0.55
5321,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-12-18,27845,281560850,1946365500,93,1295339.0,941851,6500700,10112.0,69900.0,496.0,22872.0,13928.0,80.0,20454,397461546.0,206553236,1429734600,73.0,0.55
5322,봄,니트 셔츠,라운드,ZE,02_이월,2022,봄_니트 셔츠_라운드_ZE,2022-12-25,27845,281560850,1946365500,97,1374893.0,982304,6780300,10112.0,69900.0,496.0,22872.0,14174.0,80.0,20551,398836439.0,207535540,1436514900,74.0,0.55
5323,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-01-01,10738,129521108,965346200,0,0.0,0,0,12062.0,89900.0,250.0,14712.0,,,0,0.0,0,0,0.0,0.0
5324,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-01-08,10738,129521108,965346200,0,0.0,0,0,12062.0,89900.0,250.0,14712.0,,,0,0.0,0,0,0.0,0.0
5325,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-01-15,10738,129521108,965346200,0,0.0,0,0,12062.0,89900.0,250.0,14712.0,,,0,0.0,0,0,0.0,0.0
5326,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-01-22,10738,129521108,965346200,4,143640.0,48248,359600,12062.0,89900.0,250.0,14712.0,35910.0,60.0,4,143640.0,48248,359600,0.0,0.0
5327,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-01-29,10738,129521108,965346200,32,958211.0,385982,2876800,12062.0,89900.0,250.0,14712.0,29944.0,67.0,36,1101851.0,434230,3236400,0.0,0.0
5328,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-02-05,10738,129521108,965346200,310,8261496.0,3739201,27869000,12062.0,89900.0,250.0,14712.0,26650.0,70.0,346,9363347.0,4173431,31105400,3.0,0.03
5329,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-02-12,10738,129521108,965346200,227,6256318.0,2738060,20407300,12062.0,89900.0,250.0,14712.0,27561.0,69.0,573,15619665.0,6911491,51512700,5.0,0.06
5330,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-02-19,10738,129521108,965346200,243,6804146.0,2931051,21845700,12062.0,89900.0,250.0,14712.0,28001.0,69.0,816,22423811.0,9842542,73358400,8.0,0.08
5331,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-02-26,10738,129521108,965346200,316,8581529.0,3811573,28408400,12062.0,89900.0,250.0,14712.0,27157.0,70.0,1132,31005340.0,13654115,101766800,11.0,0.11
5332,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-03-05,10738,129521108,965346200,622,18466335.0,7502526,55917800,12062.0,89900.0,250.0,14712.0,29689.0,67.0,1754,49471675.0,21156641,157684600,16.0,0.18
5333,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-03-12,10738,129521108,965346200,928,22858996.0,11193480,83427200,12062.0,89900.0,250.0,14712.0,24633.0,73.0,2682,72330671.0,32350121,241111800,25.0,0.26
5334,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-03-19,10738,129521108,965346200,695,17317910.0,8383048,62480500,12062.0,89900.0,250.0,14712.0,24918.0,72.0,3377,89648581.0,40733169,303592300,31.0,0.31
5335,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-03-26,10738,129521108,965346200,304,8512155.0,3666830,27329600,12062.0,89900.0,250.0,14712.0,28001.0,69.0,3681,98160736.0,44399999,330921900,34.0,0.35
5336,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-04-02,10738,129521108,965346200,-77,-1132824.0,-928769,-6922300,12062.0,89900.0,250.0,14712.0,14712.0,84.0,3604,97027912.0,43471230,323999600,34.0,0.35
5337,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-04-09,10738,129521108,965346200,790,20863277.0,9528932,71021000,12062.0,89900.0,250.0,14712.0,26409.0,71.0,4394,117891189.0,53000162,395020600,41.0,0.42
5338,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-04-16,10738,129521108,965346200,301,8070069.0,3630644,27059900,12062.0,89900.0,250.0,14712.0,26811.0,70.0,4695,125961258.0,56630806,422080500,44.0,0.45
5339,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-04-23,10738,129521108,965346200,226,5352108.0,2725998,20317400,12062.0,89900.0,250.0,14712.0,23682.0,74.0,4921,131313366.0,59356804,442397900,46.0,0.46
5340,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-04-30,10738,129521108,965346200,-9,-132408.0,-108557,-809100,12062.0,89900.0,250.0,14712.0,14712.0,84.0,4912,131180958.0,59248247,441588800,46.0,0.46
5341,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-05-07,10738,129521108,965346200,285,7408309.0,3437653,25621500,12062.0,89900.0,250.0,14712.0,25994.0,71.0,5197,138589267.0,62685900,467210300,48.0,0.49
5342,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-05-14,10738,129521108,965346200,120,2870365.0,1447433,10788000,12062.0,89900.0,250.0,14712.0,23920.0,73.0,5317,141459632.0,64133333,477998300,50.0,0.5
5343,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-05-21,10738,129521108,965346200,148,2728388.0,1785167,13305200,12062.0,89900.0,250.0,14712.0,18435.0,79.0,5465,144188020.0,65918500,491303500,51.0,0.5
5344,봄,니트 셔츠,라운드,ZE,01_시즌,2023,봄_니트 셔츠_라운드_ZE,2023-05-28,10738,129521108,965346200,46,970998.0,554849,4135400,12062.0,89900.0,250.0,14712.0,21109.0,77.0,5511,145159018.0,66473349,495438900,51.0,0.51
5345,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-06-04,10738,129521108,965346200,3,463506.0,36186,269700,12062.0,89900.0,250.0,14712.0,154502.0,-72.0,5514,145622524.0,66509535,495708600,51.0,0.51
5346,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-06-11,10738,129521108,965346200,25,564341.0,301548,2247500,12062.0,89900.0,250.0,14712.0,22574.0,75.0,5539,146186865.0,66811083,497956100,52.0,0.51
5347,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-06-18,10738,129521108,965346200,16,342533.0,192991,1438400,12062.0,89900.0,250.0,14712.0,21408.0,76.0,5555,146529398.0,67004074,499394500,52.0,0.51
5348,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-06-25,10738,129521108,965346200,9,151110.0,108557,809100,12062.0,89900.0,250.0,14712.0,16790.0,81.0,5564,146680508.0,67112631,500203600,52.0,0.51
5349,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-07-02,10738,129521108,965346200,8,180439.0,96496,719200,12062.0,89900.0,250.0,14712.0,22555.0,75.0,5572,146860947.0,67209127,500922800,52.0,0.51
5350,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-07-09,10738,129521108,965346200,41,857195.0,494540,3685900,12062.0,89900.0,250.0,14712.0,20907.0,77.0,5613,147718142.0,67703667,504608700,52.0,0.51
5351,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-07-16,10738,129521108,965346200,29,616638.0,349796,2607100,12062.0,89900.0,250.0,14712.0,21263.0,76.0,5642,148334780.0,68053463,507215800,53.0,0.52
5352,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-07-23,10738,129521108,965346200,17,373233.0,205053,1528300,12062.0,89900.0,250.0,14712.0,21955.0,76.0,5659,148708013.0,68258516,508744100,53.0,0.52
5353,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-07-30,10738,129521108,965346200,16,343794.0,192991,1438400,12062.0,89900.0,250.0,14712.0,21487.0,76.0,5675,149051807.0,68451507,510182500,53.0,0.52
5354,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-08-06,10738,129521108,965346200,49,755026.0,591035,4405100,12062.0,89900.0,250.0,14712.0,15409.0,83.0,5724,149806833.0,69042542,514587600,53.0,0.52
5355,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-08-13,10738,129521108,965346200,66,1375496.0,796088,5933400,12062.0,89900.0,250.0,14712.0,20841.0,77.0,5790,151182329.0,69838630,520521000,54.0,0.52
5356,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-08-20,10738,129521108,965346200,30,472790.0,361858,2697000,12062.0,89900.0,250.0,14712.0,15760.0,82.0,5820,151655119.0,70200488,523218000,54.0,0.52
5357,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-08-27,10738,129521108,965346200,0,0.0,0,0,12062.0,89900.0,250.0,14712.0,,,5820,151655119.0,70200488,523218000,54.0,0.52
5358,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-09-03,10738,129521108,965346200,-1,-4437.0,-12062,-89900,12062.0,89900.0,250.0,14712.0,4437.0,95.0,5819,151650682.0,70188426,523128100,54.0,0.52
5359,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-09-10,10738,129521108,965346200,68,1475180.0,820212,6113200,12062.0,89900.0,250.0,14712.0,21694.0,76.0,5887,153125862.0,71008638,529241300,55.0,0.53
5360,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-09-17,10738,129521108,965346200,128,2488312.0,1543928,11507200,12062.0,89900.0,250.0,14712.0,19440.0,78.0,6015,155614174.0,72552566,540748500,56.0,0.53
5361,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-09-24,10738,129521108,965346200,399,7683100.0,4812714,35870100,12062.0,89900.0,250.0,14712.0,19256.0,79.0,6414,163297274.0,77365280,576618600,60.0,0.55
5362,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-10-01,10738,129521108,965346200,271,4572400.0,3268786,24362900,12062.0,89900.0,250.0,14712.0,16872.0,81.0,6685,167869674.0,80634066,600981500,62.0,0.56
5363,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-10-08,10738,129521108,965346200,341,7105022.0,4113121,30655900,12062.0,89900.0,250.0,14712.0,20836.0,77.0,7026,174974696.0,84747187,631637400,65.0,0.57
5364,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-10-15,10738,129521108,965346200,663,12915810.0,7997066,59603700,12062.0,89900.0,250.0,14712.0,19481.0,78.0,7689,187890506.0,92744253,691241100,72.0,0.6
5365,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-10-22,10738,129521108,965346200,699,13099969.0,8431296,62840100,12062.0,89900.0,250.0,14712.0,18741.0,79.0,8388,200990475.0,101175549,754081200,78.0,0.63
5366,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-10-29,10738,129521108,965346200,792,11323762.0,9553056,71200800,12062.0,89900.0,250.0,14712.0,14298.0,84.0,9180,212314237.0,110728605,825282000,85.0,0.64
5367,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-11-05,10738,129521108,965346200,406,8021871.0,4897148,36499400,12062.0,89900.0,250.0,14712.0,19758.0,78.0,9586,220336108.0,115625753,861781400,89.0,0.65
5368,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-11-12,10738,129521108,965346200,478,8456127.0,5765607,42972200,12062.0,89900.0,250.0,14712.0,17691.0,80.0,10064,228792235.0,121391360,904753600,94.0,0.67
5369,봄,니트 셔츠,라운드,ZE,02_이월,2023,봄_니트 셔츠_라운드_ZE,2023-11-19,10738,129521108,965346200,199,4762076.0,2400326,17890100,12062.0,89900.0,250.0,14712.0,23930.0,73.0,10263,233554311.0,123791686,922643700,96.0,0.68
