기획년도,주차,카테고리,라인,시즌이월,시즌,복종,소품종,성별,총입고수량,판매수량,판매액,평균택가,평균원가,총입고원가,총입고택가,매출원가계,판매택가계,주차별_평균_실판매가,월,월별_평균_실판매가,시즌별_평균_실판매가,실판매가,할인율,누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율,ROI,맑음,흐림,비,강한 비,눈,강한 눈,진눈깨비,악천후일수,평균기온(도)
2021,2021-06-27,사계절_자켓_싱글재킷_ZB,ZB,01_시즌,사계절,자켓,싱글재킷,1:남성,5145,19,2026040,199000,23618,121514610,1023855000,448742,3781000,106634.0,6,112222.0,110719,106634.0,46.0,2041,235513281,48204338,406159000,39.67,1.37,2,1,3,1,0,0,0,1,24.6
2021,2021-07-04,여름_수트_수트팬츠_ZC,ZC,01_시즌,여름,수트,수트팬츠,1:남성,6336,96,8107005,115000,22675,143668800,728640000,2176800,11040000,85142.0,7,89226.0,87413,84448.0,27.0,4326,354431042,97857655,494628667,68.28,1.56,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_스웨터_T-에리_ZB,ZB,01_시즌,여름,스웨터,T-에리,1:남성,42085,2078,73779396,89900,8250,347222292,3783441500,17144539,186812200,35984.0,7,33652.0,41028,35505.0,61.0,27001,1089993667,229905353,2427389900,64.16,2.19,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_스웨터_라운드_ZB,ZB,01_시즌,여름,스웨터,라운드,1:남성,8080,169,5874859,89900,8507,68736560,726392000,1437683,15193100,34762.0,7,35472.0,41432,34762.0,61.0,6522,302854083,60051806,586327800,80.72,3.13,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,드레스셔츠,1:남성,106473,3594,71447828,69900,5848,622689595,7442462700,21018910,251220600,19855.0,7,17009.0,24611,19880.0,72.0,39556,1042584270,236420878,2764964400,37.15,1.14,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,220857,5543,104988734,69900,6920,1528367250,15437904300,38358484,387455700,18988.0,7,17228.0,23292,18941.0,73.0,62747,1688803276,447210599,4386015300,28.41,0.71,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_자켓_싱글재킷_ZB,ZB,01_시즌,여름,자켓,싱글재킷,1:남성,27460,286,19114451,199000,21027,577401420,5464540000,6013722,56914000,58836.0,7,71953.0,93720,66834.0,66.0,7984,843507153,168558796,1588816000,29.08,1.04,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_점퍼_점퍼_ZB,ZB,01_시즌,여름,점퍼,점퍼,1:남성,8338,4,396000,224000,20458,170574635,1867712000,81830,896000,109000.0,7,108750.0,109435,99000.0,56.0,6557,697721065,134139831,1468768000,78.64,2.93,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_팬츠_반바지_ZB,ZB,01_시즌,여름,팬츠,반바지,1:남성,40131,1680,40031736,54900,6712,269359272,2203191900,11276160,92232000,23952.0,7,21687.0,26361,23828.0,57.0,9677,215158498,68768580,531107300,24.11,0.47,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_팬츠_팬츠(일반)_ZA,ZA,01_시즌,여름,팬츠,팬츠(일반),1:남성,19477,558,36132416,139000,15250,297024250,2707303000,8509500,77562000,65454.0,7,66866.0,75327,64753.0,53.0,14042,1079470796,214164400,1951838000,72.1,2.58,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_팬츠_팬츠(일반)_ZB,ZB,01_시즌,여름,팬츠,팬츠(일반),1:남성,134570,6194,191904261,85900,9932,1336522326,11559563000,61517569,532064600,32201.0,7,33301.0,35643,30982.0,64.0,67199,2443455083,674515586,5771111433,49.94,1.16,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_자켓_싱글재킷_ZA,ZA,01_시즌,여름,자켓,싱글재킷,1:남성,27479,590,76333294,259000,36344,998705936,7117061000,21443157,152810000,131196.0,7,134051.0,142803,129378.0,50.0,17303,2598918714,626587426,4481477000,62.97,1.74,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_수트_수트팬츠_ZA,ZA,01_시즌,여름,수트,수트팬츠,1:남성,11820,224,22113469,139000,23016,272043210,1642980000,5155472,31136000,97063.0,7,87240.0,93207,98721.0,29.0,6663,645963589,152685204,926157000,56.37,1.6,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_수트_수트팬츠_ZB,ZB,01_시즌,여름,수트,수트팬츠,1:남성,12522,112,8363880,99000,21371,267610166,1239678000,2393574,11088000,75401.0,7,76413.0,78757,74678.0,25.0,10866,810868198,232429980,1075734000,86.78,1.89,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_수트_블레이져(수트)_ZB,ZB,01_시즌,여름,수트,블레이져(수트),1:남성,10440,87,12791480,199000,41995,438427800,2077560000,3653565,17313000,150738.0,7,175938.0,158801,147029.0,26.0,9134,1360735145,384308423,1817666000,87.49,1.94,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_수트_블레이져(수트)_ZC,ZC,01_시즌,여름,수트,블레이져(수트),1:남성,5282,78,13259030,223000,45965,242787130,1177886000,3585270,17394000,177845.0,7,182410.0,168132,169988.0,24.0,4150,662765756,190492668,921127000,78.57,1.7,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_니트 셔츠_라운드_ZB,ZB,01_시즌,사계절,니트 셔츠,라운드,1:남성,19983,85,1373375,19900,5405,108008115,397661700,459425,1691500,16157.0,7,14772.0,14508,16157.0,19.0,15864,205208500,85744920,315693600,79.39,0.93,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_데님_데님팬츠_ZB,ZB,01_시즌,사계절,데님,데님팬츠,1:남성,17490,104,6423336,79900,11955,209092950,1397451000,1243320,8309600,57966.0,7,57384.0,51123,61763.0,23.0,7383,376496058,86143424,589901700,42.21,1.22,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_수트_수트팬츠_ZB,ZB,01_시즌,사계절,수트,수트팬츠,1:남성,35609,1256,91753325,104000,17231,613590549,3703336000,21642555,130624000,55106.0,7,61820.0,67813,73052.0,30.0,23839,1566058990,411100120,2385116000,66.95,1.65,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,101915,1750,53756659,56567,7777,792558983,5764991833,13609167,98991667,29952.0,7,31265.0,32928,30718.0,46.0,44525,1412149845,346256085,2518630835,43.69,1.18,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_수트_블레이져(수트)_ZB,ZB,01_시즌,사계절,수트,블레이져(수트),1:남성,29675,1087,146672127,205667,36284,1076742538,6103158333,39441252,223559667,110244.0,7,124216.0,134016,134933.0,34.0,20788,2511103886,758679932,4165145334,70.05,1.42,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_자켓_싱글재킷_ZB,ZB,01_시즌,사계절,자켓,싱글재킷,1:남성,5145,15,1728120,199000,23618,121514610,1023855000,354270,2985000,115208.0,7,113357.0,110719,115208.0,42.0,2056,237241401,48558608,409144000,39.96,1.38,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_팬츠_팬츠(일반)_ZB,ZB,01_시즌,사계절,팬츠,팬츠(일반),1:남성,35899,316,10558144,64900,10058,361090092,2329845100,3178486,20508400,30280.0,7,53006.0,41957,33412.0,49.0,25057,919887352,252303259,1628014300,69.8,1.62,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_니트 셔츠_라운드_ZB,ZB,01_시즌,여름,니트 셔츠,라운드,1:남성,729995,38139,432865583,61094,6123,4469622511,44598132031,233517946,2330054531,18428.0,7,16978.0,21210,11350.0,81.0,250842,3914227672,1542230996,15289028903,34.36,0.45,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_니트 셔츠_티에리_ZB,ZB,01_시즌,여름,니트 셔츠,티에리,1:남성,79688,2820,75221448,89900,9150,729118637,7163951200,25802060,253518000,27539.0,7,24703.0,32594,26674.0,70.0,25959,761015456,239371790,2333714100,32.58,0.62,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,여름_수트_블레이져(수트)_ZA,ZA,01_시즌,여름,수트,블레이져(수트),1:남성,9868,222,38804201,259000,46376,457634668,2555812000,10295389,57498000,170100.0,7,157636.0,177289,174794.0,33.0,5830,1053976439,270022947,1509970000,59.08,1.5,2,2,3,0,0,0,0,0,24.8
2021,2021-07-04,사계절_우븐 셔츠_드레스셔츠_ZC,ZC,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,1000,5,118000,39900,7535,7535000,39900000,37675,199500,23600.0,7,29278.0,28709,23600.0,41.0,297,8415293,2237895,11850300,29.7,0.72,2,2,3,0,0,0,0,0,24.8
2021,2021-07-11,여름_스웨터_T-에리_ZB,ZB,01_시즌,여름,스웨터,T-에리,1:남성,42085,1278,40048054,89900,8250,347222292,3783441500,10544139,114892200,33070.0,7,33652.0,41028,31337.0,65.0,28279,1130041721,240449492,2542282100,67.19,2.27,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_수트_블레이져(수트)_ZB,ZB,01_시즌,여름,수트,블레이져(수트),1:남성,10440,23,4098265,199000,41995,438427800,2077560000,965885,4577000,252677.0,7,175938.0,158801,178185.0,10.0,9157,1364833410,385274308,1822243000,87.71,1.95,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_수트_블레이져(수트)_ZC,ZC,01_시즌,여름,수트,블레이져(수트),1:남성,5282,34,6688600,223000,45965,242787130,1177886000,1562810,7582000,177832.0,7,182410.0,168132,196724.0,12.0,4184,669454356,192055478,928709000,79.21,1.72,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_팬츠_팬츠(일반)_ZB,ZB,01_시즌,여름,팬츠,팬츠(일반),1:남성,161381,5763,203452101,94750,10212,1647968978,15290849750,58849835,546044250,36451.0,7,33301.0,35643,35303.0,63.0,72962,2646907184,733365421,6317155683,45.21,1.02,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_수트_수트팬츠_ZB,ZB,01_시즌,여름,수트,수트팬츠,1:남성,12522,53,4161155,99000,21371,267610166,1239678000,1132674,5247000,78700.0,7,76413.0,78757,78512.0,21.0,10919,815029353,233562654,1080981000,87.2,1.9,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_수트_수트팬츠_ZC,ZC,01_시즌,여름,수트,수트팬츠,1:남성,6336,46,4586300,115000,22675,143668800,728640000,1043050,5290000,91027.0,7,89226.0,87413,99702.0,13.0,4372,359017342,98900705,499918667,69.0,1.58,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_스웨터_라운드_ZB,ZB,01_시즌,여름,스웨터,라운드,1:남성,8080,63,2558977,89900,8507,68736560,726392000,535941,5663700,40619.0,7,35472.0,41432,40619.0,55.0,6585,305413060,60587747,591991500,81.5,3.16,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_팬츠_반바지_ZB,ZB,01_시즌,여름,팬츠,반바지,1:남성,50480,2448,53795994,56567,7621,384724907,2855485333,18657024,138475200,22583.0,7,21687.0,26361,21975.0,61.0,12125,268954492,87425604,669582500,24.02,0.41,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,220857,7080,110813523,69900,6920,1528367250,15437904300,48994780,494892000,15701.0,7,17228.0,23292,15652.0,78.0,69827,1799616799,496205379,4880907300,31.62,0.75,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_자켓_싱글재킷_ZA,ZA,01_시즌,여름,자켓,싱글재킷,1:남성,27479,395,50478613,259000,36344,998705936,7117061000,14356012,102305000,129991.0,7,134051.0,142803,127794.0,51.0,17698,2649397327,640943438,4583782000,64.41,1.77,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_자켓_싱글재킷_ZB,ZB,01_시즌,여름,자켓,싱글재킷,1:남성,27460,391,30189619,199000,21027,577401420,5464540000,8221557,77809000,77275.0,7,71953.0,93720,77211.0,61.0,8375,873696772,176780353,1666625000,30.5,1.07,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_점퍼_점퍼_ZB,ZB,01_시즌,여름,점퍼,점퍼,1:남성,8338,12,1287000,224000,20458,170574635,1867712000,245490,2688000,103500.0,7,108750.0,109435,107250.0,52.0,6569,699008065,134385321,1471456000,78.78,2.94,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_팬츠_팬츠(일반)_ZA,ZA,01_시즌,여름,팬츠,팬츠(일반),1:남성,19477,225,15076860,139000,15250,297024250,2707303000,3431250,31275000,70133.0,7,66866.0,75327,67008.0,52.0,14267,1094547656,217595650,1983113000,73.25,2.62,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_수트_블레이져(수트)_ZA,ZA,01_시즌,여름,수트,블레이져(수트),1:남성,9868,288,45742054,259000,46376,457634668,2555812000,13356180,74592000,165299.0,7,157636.0,177289,158827.0,39.0,6118,1099718493,283379127,1584562000,62.0,1.57,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,드레스셔츠,1:남성,106473,4451,69270432,69900,5848,622689595,7442462700,26030932,311124900,15086.0,7,17009.0,24611,15563.0,78.0,44007,1111854702,262451810,3076089300,41.33,1.2,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_니트 셔츠_티에리_ZB,ZB,01_시즌,여름,니트 셔츠,티에리,1:남성,79688,3734,87113944,89900,9150,729118637,7163951200,34164855,335686600,24508.0,7,24703.0,32594,23330.0,74.0,29693,848129400,273536645,2669400700,37.26,0.68,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_수트_수트팬츠_ZA,ZA,01_시즌,여름,수트,수트팬츠,1:남성,11820,201,18321880,139000,23016,272043210,1642980000,4626116,27939000,88439.0,7,87240.0,93207,91154.0,34.0,6864,664285469,157311320,954096000,58.07,1.64,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_팬츠_팬츠(일반)_ZB,ZB,01_시즌,사계절,팬츠,팬츠(일반),1:남성,55955,292,16737855,77400,11164,624667631,4330917000,3259815,22600800,62800.0,7,53006.0,41957,57321.0,26.0,25349,936625207,255563074,1650615100,45.3,0.95,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,여름_니트 셔츠_라운드_ZB,ZB,01_시즌,여름,니트 셔츠,라운드,1:남성,729995,26256,296969185,61094,6123,4469622511,44598132031,160760565,1604077500,16945.0,7,16978.0,21210,11311.0,81.0,277098,4211196857,1702991561,16893106403,37.96,0.48,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,10931,0,0,69900,8312,90858472,764076900,0,0,,7,64118.0,31895,64118.0,8.0,0,0,0,0,0.0,0.0,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,4983,190,44645200,239000,35979,179283357,1190937000,6836010,45410000,234826.0,7,187466.0,183882,234975.0,2.0,190,44645200,6836010,45410000,3.81,0.19,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,1000,9,2151000,239000,37750,37750000,239000000,339750,2151000,239000.0,7,151706.0,177987,239000.0,0.0,9,2151000,339750,2151000,0.9,0.04,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,가을_수트_수트팬츠_ZC,ZC,01_시즌,가을,수트,수트팬츠,1:남성,1200,12,1548000,129000,19972,23966400,154800000,239664,1548000,129000.0,7,110940.0,99419,129000.0,0.0,12,1548000,239664,1548000,1.0,0.05,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,가을_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,가을,우븐 셔츠,캐쥬얼셔츠,1:남성,20781,0,0,69900,7391,153592371,1452591900,0,0,,7,48676.0,35939,48676.0,30.0,0,0,0,0,0.0,0.0,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_니트 셔츠_라운드_ZB,ZB,01_시즌,사계절,니트 셔츠,라운드,1:남성,19983,90,1294694,19900,5405,108008115,397661700,486450,1791000,14385.0,7,14772.0,14508,14385.0,28.0,15954,206503194,86231370,317484600,79.84,0.94,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,5980,285,36292200,129000,18718,111933640,771420000,5334630,36765000,127392.0,7,105646.0,97928,127341.0,1.0,285,36292200,5334630,36765000,4.77,0.25,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_수트_블레이져(수트)_ZB,ZB,01_시즌,사계절,수트,블레이져(수트),1:남성,29675,738,104219156,205667,36284,1076742538,6103158333,26777961,151782000,136540.0,7,124216.0,134016,141218.0,31.0,21526,2615323042,785457893,4316927334,72.54,1.48,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_수트_수트팬츠_ZB,ZB,01_시즌,사계절,수트,수트팬츠,1:남성,35609,759,55976539,104000,17231,613590549,3703336000,13078582,78936000,66374.0,7,61820.0,67813,73750.0,29.0,24598,1622035529,424178702,2464052000,69.08,1.71,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,101915,1361,40542138,56567,7777,792558983,5764991833,10584043,76987233,31267.0,7,31265.0,32928,29788.0,47.0,45886,1452691983,356840128,2595618068,45.02,1.22,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_우븐 셔츠_드레스셔츠_ZC,ZC,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,1000,6,225067,39900,7535,7535000,39900000,45210,239400,37511.0,7,29278.0,28709,37511.0,6.0,303,8640360,2283105,12089700,30.3,0.74,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_자켓_싱글재킷_ZB,ZB,01_시즌,사계절,자켓,싱글재킷,1:남성,5145,13,1427000,199000,23618,121514610,1023855000,307034,2587000,109769.0,7,113357.0,110719,109769.0,45.0,2069,238668401,48865642,411731000,40.21,1.38,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_팬츠_니트팬츠_ZB,ZB,01_시즌,사계절,팬츠,니트팬츠,1:남성,4852,0,0,69900,6569,31872788,339154800,0,0,,7,41774.0,36685,41774.0,40.0,0,0,0,0,0.0,0.0,4,3,0,0,0,0,0,0,28.5
2021,2021-07-11,사계절_데님_데님팬츠_ZB,ZB,01_시즌,사계절,데님,데님팬츠,1:남성,17490,188,9440141,79900,11955,209092950,1397451000,2247540,15021200,52678.0,7,57384.0,51123,50214.0,37.0,7571,385936199,88390964,604922900,43.29,1.26,4,3,0,0,0,0,0,0,28.5
2021,2021-07-18,여름_스웨터_T-에리_ZB,ZB,01_시즌,여름,스웨터,T-에리,1:남성,42085,1445,47823296,89900,8250,347222292,3783441500,11921972,129905500,33228.0,7,33652.0,41028,33096.0,63.0,29724,1177865017,252371464,2672187600,70.63,2.36,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_수트_블레이져(수트)_ZB,ZB,01_시즌,여름,수트,블레이져(수트),1:남성,10440,54,8091134,199000,41995,438427800,2077560000,2267730,10746000,144561.0,7,175938.0,158801,149836.0,25.0,9211,1372924544,387542038,1832989000,88.23,1.96,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_수트_블레이져(수트)_ZC,ZC,01_시즌,여름,수트,블레이져(수트),1:남성,5282,21,3907500,223000,45965,242787130,1177886000,965265,4683000,178225.0,7,182410.0,168132,186071.0,17.0,4205,673361856,193020743,933392000,79.61,1.73,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_수트_수트팬츠_ZA,ZA,01_시즌,여름,수트,수트팬츠,1:남성,11820,139,12641790,139000,23016,272043210,1642980000,3199154,19321000,88116.0,7,87240.0,93207,90948.0,35.0,7003,676927259,160510474,973417000,59.25,1.67,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_수트_수트팬츠_ZB,ZB,01_시즌,여름,수트,수트팬츠,1:남성,12522,51,3993416,99000,21371,267610166,1239678000,1089931,5049000,74616.0,7,76413.0,78757,78302.0,21.0,10970,819022769,234652585,1086030000,87.61,1.91,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_수트_수트팬츠_ZC,ZC,01_시즌,여름,수트,수트팬츠,1:남성,6336,31,2792700,115000,22675,143668800,728640000,702925,3565000,89560.0,7,89226.0,87413,90087.0,22.0,4403,361810042,99603630,503483667,69.49,1.6,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_스웨터_라운드_ZB,ZB,01_시즌,여름,스웨터,라운드,1:남성,8080,72,2502228,89900,8507,68736560,726392000,612504,6472800,34753.0,7,35472.0,41432,34753.0,61.0,6657,307915288,61200251,598464300,82.39,3.18,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_팬츠_팬츠(일반)_ZB,ZB,01_시즌,여름,팬츠,팬츠(일반),1:남성,167556,6268,207433408,94750,10288,1723871980,15875931000,64487273,593893000,34401.0,7,33301.0,35643,33094.0,65.0,79230,2854340592,797852694,6911048683,47.29,1.04,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,220857,7295,116787575,69900,6920,1528367250,15437904300,50482616,509920500,16023.0,7,17228.0,23292,16009.0,77.0,77122,1916404374,546687995,5390827800,34.92,0.78,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_자켓_싱글재킷_ZA,ZA,01_시즌,여름,자켓,싱글재킷,1:남성,27479,314,42103344,259000,36344,998705936,7117061000,11412121,81326000,135026.0,7,134051.0,142803,134087.0,48.0,18012,2691500671,652355559,4665108000,65.55,1.8,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_자켓_싱글재킷_ZB,ZB,01_시즌,여름,자켓,싱글재킷,1:남성,27460,223,17482727,199000,21027,577401420,5464540000,4689021,44377000,78342.0,7,71953.0,93720,78398.0,61.0,8598,891179499,181469374,1711002000,31.31,1.09,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_점퍼_점퍼_ZB,ZB,01_시즌,여름,점퍼,점퍼,1:남성,8338,8,822000,224000,20458,170574635,1867712000,163660,1792000,114000.0,7,108750.0,109435,102750.0,54.0,6577,699830065,134548981,1473248000,78.88,2.94,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_팬츠_반바지_ZB,ZB,01_시즌,여름,팬츠,반바지,1:남성,50480,3251,70941753,56567,7621,384724907,2855485333,24776955,183898233,22030.0,7,21687.0,26361,21822.0,61.0,15376,339896245,112202559,853480733,30.46,0.51,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_팬츠_팬츠(일반)_ZA,ZA,01_시즌,여름,팬츠,팬츠(일반),1:남성,19477,308,21314361,139000,15250,297024250,2707303000,4697000,42812000,69219.0,7,66866.0,75327,69202.0,50.0,14575,1115862017,222292650,2025925000,74.83,2.67,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_수트_블레이져(수트)_ZA,ZA,01_시즌,여름,수트,블레이져(수트),1:남성,9868,-73,-10710800,259000,46376,457634668,2555812000,-3385421,-18907000,153493.0,7,157636.0,177289,146723.0,43.0,6045,1089007693,279993706,1565655000,61.26,1.55,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,드레스셔츠,1:남성,106473,4095,65727688,69900,5848,622689595,7442462700,23948925,286240500,16043.0,7,17009.0,24611,16051.0,77.0,48102,1177582390,286400735,3362329800,45.18,1.26,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_니트 셔츠_티에리_ZB,ZB,01_시즌,여름,니트 셔츠,티에리,1:남성,79688,2765,65737409,89900,9150,729118637,7163951200,25298828,248573500,25096.0,7,24703.0,32594,23775.0,74.0,32458,913866809,298835473,2917974200,40.73,0.73,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,여름_니트 셔츠_라운드_ZB,ZB,01_시즌,여름,니트 셔츠,라운드,1:남성,729995,31388,345055119,61094,6123,4469622511,44598132031,192182839,1917610625,16688.0,7,16978.0,21210,10993.0,82.0,308486,4556251976,1895174400,18810717028,42.26,0.5,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,사계절_팬츠_팬츠(일반)_ZB,ZB,01_시즌,사계절,팬츠,팬츠(일반),1:남성,55955,204,13813478,77400,11164,624667631,4330917000,2277405,15789600,66027.0,7,53006.0,41957,67713.0,13.0,25553,950438685,257840479,1666404700,45.67,0.97,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,4983,224,38257745,239000,35979,179283357,1190937000,8059296,53536000,151694.0,7,187466.0,183882,170794.0,29.0,414,82902945,14895306,98946000,8.31,0.34,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,1000,2,82611,239000,37750,37750000,239000000,75500,478000,41306.0,7,151706.0,177987,41306.0,83.0,11,2233611,415250,2629000,1.1,0.04,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,5980,223,18695141,129000,18718,111933640,771420000,4174114,28767000,91743.0,7,105646.0,97928,83835.0,35.0,508,54987341,9508744,65532000,8.49,0.36,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,가을_수트_수트팬츠_ZC,ZC,01_시즌,가을,수트,수트팬츠,1:남성,1200,0,-213411,129000,19972,23966400,154800000,0,0,,7,110940.0,99419,110940.0,14.0,12,1334589,239664,1548000,1.0,0.04,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,가을_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,가을,우븐 셔츠,캐쥬얼셔츠,1:남성,20844,17,922680,69900,7391,154058004,1456995600,125647,1188300,54275.0,7,48676.0,35939,54275.0,22.0,17,922680,125647,1188300,0.08,0.0,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,가을_팬츠_팬츠(일반)_ZB,ZB,01_시즌,가을,팬츠,팬츠(일반),1:남성,8249,64,4602880,89900,10790,89006710,741585100,690560,5753600,71920.0,7,71920.0,49427,71920.0,20.0,64,4602880,690560,5753600,0.78,0.04,5,1,0,1,0,0,0,1,29.8
2021,2021-07-18,사계절_니트 셔츠_라운드_ZB,ZB,01_시즌,사계절,니트 셔츠,라운드,1:남성,19983,120,1534520,19900,5405,108008115,397661700,648600,2388000,12788.0,7,14772.0,14508,12788.0,36.0,16074,208037714,86879970,319872600,80.44,0.95,5,1,0,1,0,0,0,1,29.8
