기획년도,주차,카테고리,라인,시즌이월,시즌,복종,소품종,성별,총입고수량,판매수량,판매액,평균택가,평균원가,총입고원가,총입고택가,매출원가계,판매택가계,주차별_평균_실판매가,월,월별_평균_실판매가,시즌별_평균_실판매가,실판매가,할인율,누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율,ROI,맑음,흐림,비,강한 비,눈,강한 눈,진눈깨비,악천후일수,평균기온(도)
2021,2021-01-03,봄_코트_싱글코트_ZB,ZB,01_시즌,봄,코트,싱글코트,1:남성,3503,79,19646100,249000,25314,88674942,872247000,1999806,19671000,248685.0,1,178906.0,119035,248685.0,0.0,79,19646100,1999806,19671000,2.26,0.18,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_스웨터_T-에리_ZB,ZB,01_시즌,봄,스웨터,T-에리,1:남성,9971,63,5324670,99900,9848,98194408,996102900,620424,6293700,84519.0,1,48735.0,38264,84519.0,15.0,63,5324670,620424,6293700,0.63,0.04,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_수트_수트팬츠_ZC,ZC,01_시즌,봄,수트,수트팬츠,1:남성,3438,28,2491610,125667,23973,82418028,432042000,671235,3518667,89467.0,1,79459.0,66706,88986.0,29.0,28,2491610,671235,3518667,0.81,0.02,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_수트_수트팬츠_ZB,ZB,01_시즌,봄,수트,수트팬츠,1:남성,10050,243,18916910,99000,20850,209542500,994950000,5066550,24057000,78422.0,1,74954.0,62818,77847.0,21.0,243,18916910,5066550,24057000,2.42,0.06,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_수트_수트팬츠_ZA,ZA,01_시즌,봄,수트,수트팬츠,1:남성,5257,128,12921890,192333,32121,168858345,1011096333,4111445,24618667,117519.0,1,104290.0,82035,100952.0,48.0,128,12921890,4111445,24618667,2.43,0.05,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_수트_블레이져(수트)_ZC,ZC,01_시즌,봄,수트,블레이져(수트),1:남성,2868,33,5652700,239000,46064,132112508,685452000,1520123,7887000,175804.0,1,160403.0,133058,171294.0,28.0,33,5652700,1520123,7887000,1.15,0.03,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_수트_블레이져(수트)_ZB,ZB,01_시즌,봄,수트,블레이져(수트),1:남성,8372,194,29890941,199000,40583,339762550,1666028000,7873141,38606000,199528.0,1,160160.0,128110,154077.0,23.0,194,29890941,7873141,38606000,2.32,0.06,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_수트_블레이져(수트)_ZA,ZA,01_시즌,봄,수트,블레이져(수트),1:남성,4378,109,19685400,339000,56150,245826159,1484142000,6120386,36951000,207972.0,1,188353.0,150188,180600.0,47.0,109,19685400,6120386,36951000,2.49,0.05,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_니트 셔츠_라운드_ZB,ZB,01_시즌,봄,니트 셔츠,라운드,1:남성,20076,401,18981424,69900,8878,178234728,1403312400,3560078,28029900,47335.0,1,41774.0,27610,47335.0,32.0,401,18981424,3560078,28029900,2.0,0.08,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-03,봄_스웨터_라운드_ZB,ZB,01_시즌,봄,스웨터,라운드,1:남성,39623,801,30091342,94900,8929,353793767,3760222700,7152129,76014900,38643.0,1,40590.0,37620,37567.0,60.0,801,30091342,7152129,76014900,2.02,0.06,4,0,0,0,3,0,0,0,-9.1
2021,2021-01-10,봄_조끼_패딩베스트_ZB,ZB,01_시즌,봄,조끼,패딩베스트,1:남성,10202,872,11606546,79000,10099,103029998,805958000,8806328,68888000,13310.0,1,30723.0,17099,13310.0,83.0,909,12438147,9179991,71811000,8.91,0.02,6,0,0,0,1,0,0,0,-2.1
2021,2021-01-10,봄_코트_더블코트_ZB,ZB,01_시즌,봄,코트,더블코트,1:남성,3340,45,7071000,329000,34814,116278760,1098860000,1566630,14805000,157133.0,1,243505.0,144883,157133.0,52.0,90,21876000,3133260,29610000,2.69,0.14,6,0,0,0,1,0,0,0,-2.1
2021,2021-01-10,봄_코트_싱글코트_ZB,ZB,01_시즌,봄,코트,싱글코트,1:남성,10358,-21,-7550500,249000,25439,263497162,2579142000,-534219,-5229000,359548.0,1,178906.0,119035,178906.0,28.150200803212854,58,12095600,1465587,14442000,0.56,0.04,6,0,0,0,1,0,0,0,-2.1
