,주차,시즌,카테고리,할인율,판매액,판매수량,매출원가,판매택가
0,2021-01-03,봄,가죽&FUR_가죽점퍼_ZA,1.1305732977559602,52297400,53,10846000,52947000
1,2021-01-03,봄,니트 셔츠_라운드_ZB,32.28151366933168,18981424,401,3559559,28029900
2,2021-01-03,봄,수트_블레이져(수트)_ZA,39.44449551255358,19685400,109,5717811,35131000
3,2021-01-03,봄,수트_블레이져(수트)_ZB,-0.26513841763422974,29890941,194,7913293,38606000
4,2021-01-03,봄,수트_블레이져(수트)_ZC,22.73656101242308,5652700,33,1610764,8727000
5,2021-01-03,봄,수트_수트팬츠_ZA,39.89644274032178,12921890,128,3853581,23232000
6,2021-01-03,봄,수트_수트팬츠_ZB,20.78600154038973,18916910,243,5128800,24057000
7,2021-01-03,봄,수트_수트팬츠_ZC,24.695622895622893,2491610,28,735071,3972000
8,2021-01-03,봄,스웨터_T-에리_ZB,15.396825396825397,5324670,63,618225,6293700
9,2021-01-03,봄,스웨터_라운드_ZB,58.94172612324955,30091342,801,7393795,77079900
10,2021-01-03,봄,스웨터_오픈형(CARDIGAN)_ZB,32.23806264050167,14957130,127,1861131,20307300
11,2021-01-03,봄,우븐 셔츠_드레스셔츠_ZB,13.977571646130416,3728040,62,367604,4333800
12,2021-01-03,봄,우븐 셔츠_캐쥬얼셔츠_ZB,inf,7432389,128,998251,8947200
13,2021-01-03,봄,조끼_패딩베스트_ZB,71.54974341430038,831601,37,332319,2923000
14,2021-01-03,봄,코트_더블코트_ZB,0.0,14805000,45,1543099,14805000
15,2021-01-03,봄,코트_싱글코트_ZB,0.12658227848101267,19646100,79,1999797,19671000
16,2021-01-03,사계절,수트_블레이져(수트)_ZB,42.306337452900486,58066516,480,13008514,95520000
17,2021-01-03,사계절,수트_수트팬츠_ZB,30.499663371620397,40054200,589,7360329,58311000
18,2021-01-03,사계절,우븐 셔츠_드레스셔츠_ZB,18.926820195047636,44692624,1076,7767337,54322400
19,2021-01-03,사계절,우븐 셔츠_드레스셔츠_ZC,1.3333333333333333,590520,15,113032,598500
20,2021-01-03,여름,수트_수트팬츠_ZB,0.0,-198000,-2,-35402,-198000
21,2021-01-10,봄,가죽&FUR_가죽점퍼_ZA,60.72441931237218,44542500,108,22111000,107892000
22,2021-01-10,봄,니트 셔츠_라운드_ZB,34.58096600585871,14404290,315,2796642,22018500
23,2021-01-10,봄,수트_블레이져(수트)_ZA,42.56641289744738,10073004,55,2892782,17785000
24,2021-01-10,봄,수트_블레이져(수트)_ZB,25.09300060171407,33021760,220,9000109,43780000
25,2021-01-10,봄,수트_블레이져(수트)_ZC,31.321927470861798,6291200,41,1836106,9119000
26,2021-01-10,봄,수트_수트팬츠_ZA,39.86060404610774,6892956,65,1980482,11995000
27,2021-01-10,봄,수트_수트팬츠_ZB,26.22471776589424,16809800,227,4785540,22473000
28,2021-01-10,봄,수트_수트팬츠_ZC,33.5868498626511,2820500,37,843524,4223000
29,2021-01-10,봄,스웨터_T-에리_ZB,24.963089811574662,27211160,363,3574950,36263700
30,2021-01-10,봄,스웨터_라운드_ZB,61.922997130635245,25320840,576,5376434,56072400
31,2021-01-10,봄,스웨터_오픈형(CARDIGAN)_ZB,45.29459880679393,7023940,80,1149882,12792000
32,2021-01-10,봄,우븐 셔츠_드레스셔츠_ZB,55.37657483040288,1933890,62,367604,4333800
33,2021-01-10,봄,우븐 셔츠_캐쥬얼셔츠_ZB,76.13814696346684,5284280,180,1444855,12582000
34,2021-01-10,봄,점퍼_패딩점퍼_ZB,24.878344849246233,19134988,128,2474953,25472000
35,2021-01-10,봄,조끼_패딩베스트_ZB,83.15157066542794,11606546,872,8581655,68888000
36,2021-01-10,봄,코트_더블코트_ZB,52.239108409321176,7071000,45,1572259,14805000
37,2021-01-10,봄,코트_싱글코트_ZB,-44.3966341556703,-7550500,-21,-531592,-5229000
38,2021-01-10,사계절,수트_블레이져(수트)_ZB,28.292454365337402,61448100,478,16764904,95122000
39,2021-01-10,사계절,수트_수트팬츠_ZB,23.457319478422768,39623100,556,9389501,55044000
40,2021-01-10,사계절,우븐 셔츠_드레스셔츠_ZB,29.026480207819343,39019704,1102,7861677,56409800
41,2021-01-10,사계절,우븐 셔츠_드레스셔츠_ZC,19.75355054302423,576330,18,135638,718200
42,2021-01-10,사계절,팬츠_팬츠(일반)_ZB,0.0,0,0,0,0
43,2021-01-10,여름,수트_수트팬츠_ZB,0.0,0,0,0,0
44,2021-01-10,여름,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
45,2021-01-17,봄,가죽&FUR_가죽점퍼_ZA,70.52131594584425,23101100,79,16169000,78921000
46,2021-01-17,봄,니트 셔츠_라운드_ZB,69.3524372797376,3513314,164,1456031,11463600
47,2021-01-17,봄,수트_블레이져(수트)_ZA,inf,16569960,103,5320673,32857000
48,2021-01-17,봄,수트_블레이져(수트)_ZB,24.704538565845098,54366700,358,14706902,71242000
49,2021-01-17,봄,수트_블레이져(수트)_ZC,31.562832545793327,7462400,48,2168257,10872000
50,2021-01-17,봄,수트_수트팬츠_ZA,72.713018950597,9297260,109,3221681,19551000
51,2021-01-17,봄,수트_수트팬츠_ZB,24.661957110035296,33719000,447,9411933,44253000
52,2021-01-17,봄,수트_수트팬츠_ZC,33.39846321689897,3474500,45,1057166,5415000
53,2021-01-17,봄,스웨터_T-에리_ZB,84.34910103902352,2016947,129,1270447,12887100
54,2021-01-17,봄,스웨터_라운드_ZB,53.60998302185384,48397976,1099,9704138,103810100
55,2021-01-17,봄,스웨터_오픈형(CARDIGAN)_ZB,78.73351242253682,403700,50,749096,7995000
56,2021-01-17,봄,우븐 셔츠_드레스셔츠_ZB,48.62121531930861,4381480,122,723350,8527800
57,2021-01-17,봄,우븐 셔츠_캐쥬얼셔츠_ZB,51.54632024917307,9720620,284,2282147,19851600
58,2021-01-17,봄,점퍼_패딩점퍼_ZB,33.15192986207634,12504600,94,1817544,18706000
59,2021-01-17,봄,조끼_패딩베스트_ZB,75.56868879866252,2045878,106,1066600,8374000
60,2021-01-17,봄,코트_더블코트_ZB,-37.05673758865248,-5411000,-12,-419210,-3948000
61,2021-01-17,봄,코트_싱글코트_ZB,39.84675055448436,39707400,211,5388271,52539000
62,2021-01-17,사계절,데님_데님팬츠_ZB,2.7286880778392346,3658470,47,551289,3755300
63,2021-01-17,사계절,수트_블레이져(수트)_ZB,31.180648745042372,77652310,596,20831125,118604000
64,2021-01-17,사계절,수트_수트팬츠_ZB,27.097002680096836,48170692,694,11570208,68706000
65,2021-01-17,사계절,우븐 셔츠_드레스셔츠_ZB,37.52542018948211,37518580,1251,8963535,65284900
66,2021-01-17,사계절,우븐 셔츠_드레스셔츠_ZC,32.53325621746674,349950,13,97961,518700
67,2021-01-17,사계절,자켓_싱글재킷_ZB,0.0,0,0,0,0
68,2021-01-17,사계절,팬츠_팬츠(일반)_ZB,1.3329035833234377,17448980,253,2556621,17684700
69,2021-01-17,여름,수트_수트팬츠_ZB,0.0,0,0,0,0
70,2021-01-17,여름,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
71,2021-01-24,봄,가죽&FUR_가죽점퍼_ZA,51.40852390852391,24770500,51,10429000,50949000
72,2021-01-24,봄,니트 셔츠_라운드_ZB,27.136894195574868,45201004,961,7368138,67173900
73,2021-01-24,봄,수트_블레이져(수트)_ZA,46.59099661513454,14824867,92,4876003,29888000
74,2021-01-24,봄,수트_블레이져(수트)_ZB,23.918819409456468,47355540,311,12743437,61889000
75,2021-01-24,봄,수트_블레이져(수트)_ZC,30.329110066179027,8389120,53,2443343,12467000
76,2021-01-24,봄,수트_수트팬츠_ZA,49.99579690328293,8482433,106,3193219,19294000
77,2021-01-24,봄,수트_수트팬츠_ZB,23.5987851001928,25318260,333,6990121,32967000
78,2021-01-24,봄,수트_수트팬츠_ZC,32.69841512611692,3893756,50,1197410,6070000
79,2021-01-24,봄,스웨터_T-에리_ZB,73.38173838173839,3802605,143,1408336,14285700
80,2021-01-24,봄,스웨터_라운드_ZB,57.279740718901024,61504926,1517,13534420,143948300
81,2021-01-24,봄,스웨터_오픈형(CARDIGAN)_ZB,58.252003639427414,7147019,109,1535456,17429100
82,2021-01-24,봄,우븐 셔츠_드레스셔츠_ZB,50.0999085344403,4255380,122,723350,8527800
83,2021-01-24,봄,우븐 셔츠_캐쥬얼셔츠_ZB,inf,14676457,439,3471651,30686100
84,2021-01-24,봄,점퍼_패딩점퍼_ZB,52.9480346175321,8427007,90,1740202,17910000
85,2021-01-24,봄,조끼_패딩베스트_ZB,0.33987341772151897,157463,2,22324,158000
86,2021-01-24,봄,코트_더블코트_ZB,54.20272174633877,3314807,22,763941,7238000
87,2021-01-24,봄,코트_싱글코트_ZB,46.82904538936964,38637800,289,7364756,71961000
88,2021-01-24,사계절,데님_데님팬츠_ZB,3.9538058937307996,5910700,78,915758,6232200
89,2021-01-24,사계절,수트_블레이져(수트)_ZB,46.62117773201343,65797500,569,19733184,113231000
90,2021-01-24,사계절,수트_수트팬츠_ZB,41.60451151179925,43125700,688,11556199,68112000
91,2021-01-24,사계절,우븐 셔츠_드레스셔츠_ZB,36.985351583995346,46197943,1525,10813095,76397500
92,2021-01-24,사계절,우븐 셔츠_드레스셔츠_ZC,31.614751163623342,382000,14,105497,558600
93,2021-01-24,사계절,자켓_싱글재킷_ZB,0.0,0,0,0,0
94,2021-01-24,사계절,팬츠_팬츠(일반)_ZB,12.973858759266484,6691440,110,1111574,7689000
95,2021-01-24,여름,수트_수트팬츠_ZB,0.0,0,0,0,0
96,2021-01-24,여름,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
97,2021-01-31,봄,가죽&FUR_가죽점퍼_ZA,50.608473333249016,83960000,170,34807000,169830000
98,2021-01-31,봄,니트 셔츠_라운드_ZB,114.39533521060135,29689296,1167,9987576,81573300
99,2021-01-31,봄,수트_블레이져(수트)_ZA,41.06676237671536,22282870,133,6636127,39367000
100,2021-01-31,봄,수트_블레이져(수트)_ZB,68.23285390631901,31567544,217,8916963,43183000
101,2021-01-31,봄,수트_블레이져(수트)_ZC,32.58213609106002,6268400,41,1850248,9359000
102,2021-01-31,봄,수트_수트팬츠_ZA,43.87993382189364,12779070,147,4020199,23873000
103,2021-01-31,봄,수트_수트팬츠_ZB,63.3132857409679,18594456,256,5399584,25344000
104,2021-01-31,봄,수트_수트팬츠_ZC,37.094848712549386,2955074,41,954705,4859000
105,2021-01-31,봄,스웨터_T-에리_ZB,57.99112125824455,18381489,438,4313584,43756200
106,2021-01-31,봄,스웨터_라운드_ZB,54.30786833489648,55998890,1297,11137522,121040300
107,2021-01-31,봄,스웨터_오픈형(CARDIGAN)_ZB,-144.34878048780487,4636065,46,697829,7355400
108,2021-01-31,봄,우븐 셔츠_드레스셔츠_ZB,45.41219599427754,6105100,160,948656,11184000
109,2021-01-31,봄,우븐 셔츠_캐쥬얼셔츠_ZB,52.115660698271434,10146759,311,2456950,21738900
110,2021-01-31,봄,점퍼_패딩점퍼_ZB,48.86034131051296,10278560,101,1952893,20099000
111,2021-01-31,봄,조끼_패딩베스트_ZB,74.94415995397009,870941,44,389112,3476000
112,2021-01-31,봄,코트_더블코트_ZB,60.5463905775076,1038419,8,277391,2632000
113,2021-01-31,봄,코트_싱글코트_ZB,48.06095986441941,24410382,206,5251943,51294000
114,2021-01-31,사계절,데님_데님팬츠_ZB,9.0527640424848,4837063,67,786802,5353300
115,2021-01-31,사계절,수트_블레이져(수트)_ZB,45.31492436634122,91228080,795,29044657,158205000
116,2021-01-31,사계절,수트_수트팬츠_ZB,42.293558686755915,59744380,1011,17847390,100089000
117,2021-01-31,사계절,우븐 셔츠_드레스셔츠_ZB,36.04532575275879,55609468,1790,12877928,94061000
118,2021-01-31,사계절,우븐 셔츠_드레스셔츠_ZC,28.65497076023392,427000,15,113032,598500
119,2021-01-31,사계절,자켓_싱글재킷_ZB,0.0,6169000,31,732161,6169000
120,2021-01-31,사계절,팬츠_팬츠(일반)_ZB,19.91103571750733,34198855,765,7753290,52803500
121,2021-01-31,여름,수트_수트팬츠_ZB,0.0,0,0,0,0
122,2021-01-31,여름,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
123,2021-02-07,봄,가죽&FUR_가죽점퍼_ZA,50.77561895228562,8424547,18,3687000,17982000
124,2021-02-07,봄,니트 셔츠_라운드_ZB,57.749668341425284,58459176,1918,15821427,134068200
125,2021-02-07,봄,수트_블레이져(수트)_ZA,48.02977920523258,15636810,99,5077366,30741000
126,2021-02-07,봄,수트_블레이져(수트)_ZB,37.53612072436938,60843498,479,19568397,95321000
127,2021-02-07,봄,수트_블레이져(수트)_ZC,32.90753843857292,10180840,66,3026519,15414000
128,2021-02-07,봄,수트_수트팬츠_ZA,50.713015079598435,8525840,107,3078934,18513000
129,2021-02-07,봄,수트_수트팬츠_ZB,37.95809374455987,33565294,534,11191852,52866000
130,2021-02-07,봄,수트_수트팬츠_ZC,34.62260876925681,3427380,45,1044289,5255000
131,2021-02-07,봄,스웨터_T-에리_ZB,58.225817598420335,15232329,365,3594659,36463500
132,2021-02-07,봄,스웨터_라운드_ZB,54.75008992674674,83949287,1938,16700030,180946200
133,2021-02-07,봄,스웨터_오픈형(CARDIGAN)_ZB,52.535888005400196,16007519,211,3046824,33738900
134,2021-02-07,봄,우븐 셔츠_드레스셔츠_ZB,44.81636879977793,5168830,134,794499,9366600
135,2021-02-07,봄,우븐 셔츠_캐쥬얼셔츠_ZB,55.77749663125602,17438057,543,4257658,37955700
136,2021-02-07,봄,점퍼_패딩점퍼_ZB,47.16027024008933,23658989,225,4350504,44775000
137,2021-02-07,봄,조끼_패딩베스트_ZB,78.04872011251759,780368,45,452087,3555000
138,2021-02-07,봄,코트_더블코트_ZB,48.28898936170213,6805169,40,1388740,13160000
139,2021-02-07,봄,코트_싱글코트_ZB,36.624972110664885,55221500,348,9146038,86652000
140,2021-02-07,사계절,니트 셔츠_라운드_ZB,0.0,0,0,0,0
141,2021-02-07,사계절,데님_데님팬츠_ZB,13.971578748583656,13174420,197,2312865,15740300
142,2021-02-07,사계절,수트_블레이져(수트)_ZB,44.328585297701444,93412380,794,28374786,158006000
143,2021-02-07,사계절,수트_수트팬츠_ZB,39.67207956093633,59697360,948,16250486,93852000
144,2021-02-07,사계절,우븐 셔츠_드레스셔츠_ZB,33.55180011185957,42800019,1420,10136922,73458000
145,2021-02-07,사계절,우븐 셔츠_드레스셔츠_ZC,27.318295739348372,174000,6,45213,239400
146,2021-02-07,사계절,자켓_싱글재킷_ZB,63.623673925181464,1954500,27,637688,5373000
147,2021-02-07,사계절,팬츠_팬츠(일반)_ZB,44.13746536576779,35904720,999,9888187,66980100
148,2021-02-07,여름,수트_블레이져(수트)_ZA,0.0,0,0,0,0
149,2021-02-07,여름,수트_블레이져(수트)_ZB,0.0,0,0,0,0
150,2021-02-07,여름,수트_블레이져(수트)_ZC,0.0,0,0,0,0
151,2021-02-07,여름,수트_수트팬츠_ZA,0.0,0,0,0,0
152,2021-02-07,여름,수트_수트팬츠_ZB,0.0,0,0,0,0
153,2021-02-07,여름,수트_수트팬츠_ZC,0.0,0,0,0,0
154,2021-02-07,여름,우븐 셔츠_드레스셔츠_ZB,16.077305879565024,9561900,163,1031658,11393700
155,2021-02-07,여름,자켓_싱글재킷_ZA,15.51251712542035,6783500,31,1134600,8029000
156,2021-02-07,여름,점퍼_점퍼_ZB,0.0,0,0,0,0
157,2021-02-07,여름,팬츠_팬츠(일반)_ZA,12.932511133949983,5083000,42,684600,5838000
158,2021-02-14,봄,가죽&FUR_가죽점퍼_ZA,50.52110934463876,3949000,11,2261000,10989000
159,2021-02-14,봄,니트 셔츠_라운드_ZB,56.37913550798214,86841690,2934,24254310,205086600
160,2021-02-14,봄,수트_블레이져(수트)_ZA,43.437642360228566,20242359,125,6346747,38015000
161,2021-02-14,봄,수트_블레이져(수트)_ZB,38.80836779284979,63371228,508,20775825,101092000
162,2021-02-14,봄,수트_블레이져(수트)_ZC,33.92947555123108,20717790,140,6159048,30020000
163,2021-02-14,봄,수트_수트팬츠_ZA,46.91015136481888,11818517,143,4077599,24397000
164,2021-02-14,봄,수트_수트팬츠_ZB,39.33878826476223,33234251,538,11266458,53262000
165,2021-02-14,봄,수트_수트팬츠_ZC,35.415790587438636,7436880,100,2223017,10940000
166,2021-02-14,봄,스웨터_T-에리_ZB,55.685302693998345,35637658,805,7927948,80419500
167,2021-02-14,봄,스웨터_라운드_ZB,57.18809012476813,102622868,2545,21559852,235765500
168,2021-02-14,봄,스웨터_오픈형(CARDIGAN)_ZB,55.10868255347077,29519539,411,5933985,65718900
169,2021-02-14,봄,우븐 셔츠_드레스셔츠_ZB,63.05508348455608,3847850,149,883436,10415100
170,2021-02-14,봄,우븐 셔츠_캐쥬얼셔츠_ZB,55.15490420616024,27274685,828,6538273,57877200
171,2021-02-14,봄,점퍼_패딩점퍼_ZB,43.17615842369744,42970189,380,7347518,75620000
172,2021-02-14,봄,조끼_패딩베스트_ZB,82.54794371706416,3212400,233,2356342,18407000
173,2021-02-14,봄,코트_더블코트_ZB,50.51426064613167,15792384,97,3380209,31913000
174,2021-02-14,봄,코트_싱글코트_ZB,43.8752628462738,86517400,625,16348249,155625000
175,2021-02-14,사계절,니트 셔츠_라운드_ZB,0.0,0,0,0,0
176,2021-02-14,사계절,데님_데님팬츠_ZB,9.466969630041117,13486710,186,2183361,14861400
177,2021-02-14,사계절,수트_블레이져(수트)_ZB,48.01853785358681,131898902,1264,45008934,251536000
178,2021-02-14,사계절,수트_수트팬츠_ZB,39.943341512339266,79344884,1309,22825608,129591000
179,2021-02-14,사계절,우븐 셔츠_드레스셔츠_ZB,36.58046285889167,51466855,1643,11839676,85535700
180,2021-02-14,사계절,우븐 셔츠_드레스셔츠_ZC,28.989139515455307,340000,12,90426,478800
181,2021-02-14,사계절,자켓_싱글재킷_ZB,41.10511909139192,14415700,123,2905025,24477000
182,2021-02-14,사계절,팬츠_팬츠(일반)_ZB,46.87709352105816,35187680,950,9326577,64915000
183,2021-02-14,여름,수트_블레이져(수트)_ZA,0.9523809523809523,16161600,63,3024125,16317000
184,2021-02-14,여름,수트_블레이져(수트)_ZB,3.7037037037037037,10348000,54,2311202,10746000
185,2021-02-14,여름,수트_블레이져(수트)_ZC,0.0,0,0,0,0
186,2021-02-14,여름,수트_수트팬츠_ZA,0.6862745098039216,14080700,102,2446495,14178000
187,2021-02-14,여름,수트_수트팬츠_ZB,2.57029757029757,7137700,74,1640674,7326000
188,2021-02-14,여름,수트_수트팬츠_ZC,0.0,0,0,0,0
189,2021-02-14,여름,우븐 셔츠_드레스셔츠_ZB,12.058243010596252,18134030,295,1867112,20620500
190,2021-02-14,여름,자켓_싱글재킷_ZA,4.545454545454546,2719500,11,402600,2849000
191,2021-02-14,여름,점퍼_점퍼_ZB,0.0,9552000,48,1048208,9552000
192,2021-02-14,여름,팬츠_팬츠(일반)_ZA,5.365707434052758,1578500,12,195600,1668000
193,2021-02-21,봄,가죽&FUR_가죽점퍼_ZA,57.811607153712416,56657000,123,25196000,122877000
194,2021-02-21,봄,니트 셔츠_라운드_ZB,59.462820989084626,84344532,2763,23241957,193133700
195,2021-02-21,봄,수트_블레이져(수트)_ZA,57.310363031831606,20233636,163,8453339,51397000
196,2021-02-21,봄,수트_블레이져(수트)_ZB,38.6898361577414,45642400,356,14658959,70844000
197,2021-02-21,봄,수트_블레이져(수트)_ZC,36.402528078017596,10458060,73,3189432,15247000
198,2021-02-21,봄,수트_수트팬츠_ZA,58.850592579111144,11003057,165,4846223,29135000
199,2021-02-21,봄,수트_수트팬츠_ZB,38.638769873771224,23495800,369,7784216,36531000
200,2021-02-21,봄,수트_수트팬츠_ZC,32.90348013253041,2650940,40,960627,4680000
201,2021-02-21,봄,스웨터_T-에리_ZB,62.62764761433647,22438323,601,5918854,60039900
202,2021-02-21,봄,스웨터_라운드_ZB,60.74852371170274,98541477,2566,21802177,237543400
203,2021-02-21,봄,스웨터_오픈형(CARDIGAN)_ZB,55.138479502095166,23241728,324,4616301,51807600
204,2021-02-21,봄,우븐 셔츠_드레스셔츠_ZB,52.38313191777728,5059197,152,901223,10624800
205,2021-02-21,봄,우븐 셔츠_캐쥬얼셔츠_ZB,60.20231520684275,15113558,531,4175473,37116900
206,2021-02-21,봄,점퍼_패딩점퍼_ZB,52.89653157089797,25871109,276,5336618,54924000
207,2021-02-21,봄,조끼_패딩베스트_ZB,82.33838421444527,2846346,204,2132587,16116000
208,2021-02-21,봄,코트_더블코트_ZB,49.72030787332091,25640129,155,5395532,50995000
209,2021-02-21,봄,코트_싱글코트_ZB,47.50597524432314,107685591,819,21484145,203931000
210,2021-02-21,사계절,니트 셔츠_라운드_ZB,0.0,0,0,0,0
211,2021-02-21,사계절,데님_데님팬츠_ZB,21.666376685024993,13932843,218,2559304,17418200
212,2021-02-21,사계절,수트_블레이져(수트)_ZB,43.50308517944835,91380484,746,26937915,148454000
213,2021-02-21,사계절,수트_수트팬츠_ZB,36.380956195277776,55874364,841,14843945,83259000
214,2021-02-21,사계절,우븐 셔츠_드레스셔츠_ZB,37.16314420972462,59265215,1877,13547626,98802300
215,2021-02-21,사계절,우븐 셔츠_드레스셔츠_ZC,27.467279309384573,520930,18,135638,718200
216,2021-02-21,사계절,자켓_싱글재킷_ZB,40.887127947429455,15292500,130,3070352,25870000
217,2021-02-21,사계절,팬츠_팬츠(일반)_ZB,47.04379436993653,47721613,1336,13120127,90716400
218,2021-02-21,여름,니트 셔츠_라운드_ZB,0.0,0,0,0,0
219,2021-02-21,여름,수트_블레이져(수트)_ZA,21.14767454954955,32128540,146,6486060,37814000
220,2021-02-21,여름,수트_블레이져(수트)_ZB,6.610205909950149,35004352,188,7964905,37412000
221,2021-02-21,여름,수트_블레이져(수트)_ZC,1.8726833976833976,14553970,64,3033534,15136000
222,2021-02-21,여름,수트_수트팬츠_ZA,38.528007458286766,17116160,151,3097200,20989000
223,2021-02-21,여름,수트_수트팬츠_ZB,7.432710190050308,22490800,244,5191583,24156000
224,2021-02-21,여름,수트_수트팬츠_ZC,3.6802014821210727,9949030,83,1918906,10337000
225,2021-02-21,여름,우븐 셔츠_드레스셔츠_ZB,101.65966418191401,-110210,95,601273,6640500
226,2021-02-21,여름,자켓_싱글재킷_ZA,2.3045366795366795,16098500,64,2270400,16576000
227,2021-02-21,여름,점퍼_점퍼_ZB,2.7353550115698453,49571200,212,4185049,50238000
228,2021-02-21,여름,팬츠_팬츠(일반)_ZA,3.5197841726618706,12314300,90,1334000,12510000
229,2021-02-28,봄,가죽&FUR_가죽점퍼_ZA,58.58537108537108,8877000,23,4708000,22977000
230,2021-02-28,봄,니트 셔츠_라운드_ZB,57.35172070030606,98800844,3304,26227843,230949600
231,2021-02-28,봄,수트_블레이져(수트)_ZA,49.803024017847164,16784530,123,6108714,36297000
232,2021-02-28,봄,수트_블레이져(수트)_ZB,38.60341739076374,47750924,387,15745648,77013000
233,2021-02-28,봄,수트_블레이져(수트)_ZC,44.53044851667274,14152830,114,5014318,24366000
234,2021-02-28,봄,수트_수트팬츠_ZA,52.18300423945162,8384350,118,3233869,19322000
235,2021-02-28,봄,수트_수트팬츠_ZB,39.101662780104306,25665252,418,8740599,41382000
236,2021-02-28,봄,수트_수트팬츠_ZC,45.24074043594786,4815930,78,1667054,7962000
237,2021-02-28,봄,스웨터_T-에리_ZB,64.81274121976332,27031943,769,7573391,76823100
238,2021-02-28,봄,스웨터_라운드_ZB,59.73330574940891,112882732,2960,24800036,272484000
239,2021-02-28,봄,스웨터_오픈형(CARDIGAN)_ZB,58.45261440760256,25578877,385,5530812,61561500
240,2021-02-28,봄,우븐 셔츠_드레스셔츠_ZB,53.53487839771102,8119780,250,1482275,17475000
241,2021-02-28,봄,우븐 셔츠_캐쥬얼셔츠_ZB,54.73931645293211,16207481,514,4040748,35928600
242,2021-02-28,봄,점퍼_패딩점퍼_ZB,56.26387060301508,34813959,400,7734229,79600000
243,2021-02-28,봄,조끼_패딩베스트_ZB,79.05817820799206,843746,51,485370,4029000
244,2021-02-28,봄,코트_더블코트_ZB,62.11163563829787,15955548,128,4462349,42112000
245,2021-02-28,봄,코트_싱글코트_ZB,60.451206466212504,140295550,1412,37301137,351588000
246,2021-02-28,사계절,니트 셔츠_라운드_ZB,23.16943282147791,3837610,251,1356704,4994900
247,2021-02-28,사계절,데님_데님팬츠_ZB,23.866131316151076,17635430,291,3416322,23250900
248,2021-02-28,사계절,수트_블레이져(수트)_ZB,45.06959591724645,99644183,851,30518765,169349000
249,2021-02-28,사계절,수트_수트팬츠_ZB,39.59770930915292,62886301,991,17351342,98109000
250,2021-02-28,사계절,우븐 셔츠_드레스셔츠_ZB,37.41595486834495,65932257,2099,15268686,111750100
251,2021-02-28,사계절,우븐 셔츠_드레스셔츠_ZC,34.12937104666428,551930,21,158245,837900
252,2021-02-28,사계절,자켓_싱글재킷_ZB,41.2079444843264,12284600,105,2479899,20895000
253,2021-02-28,사계절,팬츠_팬츠(일반)_ZB,46.10345904490384,58527490,1647,16270205,110695300
254,2021-02-28,여름,니트 셔츠_라운드_ZB,21.816688605075782,9033320,214,1123006,11558600
255,2021-02-28,여름,수트_블레이져(수트)_ZA,82.152686183307,21598195,173,8173786,44807000
256,2021-02-28,여름,수트_블레이져(수트)_ZB,34.39235170198782,47178920,357,15093926,71043000
257,2021-02-28,여름,수트_블레이져(수트)_ZC,38.34729074666261,14910890,113,5247180,25787000
258,2021-02-28,여름,수트_수트팬츠_ZA,70.92219379576552,15815175,220,5128798,30580000
259,2021-02-28,여름,수트_수트팬츠_ZB,33.57449209610226,27378250,409,8706895,40491000
260,2021-02-28,여름,수트_수트팬츠_ZC,47.42309796397436,4647340,83,1872022,9897000
261,2021-02-28,여름,우븐 셔츠_드레스셔츠_ZB,56.181453873118656,26187935,855,5411460,59764500
262,2021-02-28,여름,자켓_싱글재킷_ZA,45.63362541073384,14900270,105,3777000,27195000
263,2021-02-28,여름,자켓_싱글재킷_ZB,0.0,0,0,0,0
264,2021-02-28,여름,점퍼_점퍼_ZB,102.67333956422279,43944961,471,10158533,96029000
265,2021-02-28,여름,팬츠_팬츠(일반)_ZA,-28.11809695101062,4834161,86,1424600,11954000
266,2021-03-07,봄,가죽&FUR_가죽점퍼_ZA,54.363771436942166,47580000,103,21094000,102897000
267,2021-03-07,봄,니트 셔츠_라운드_ZB,58.59317094694901,116343668,4009,31546577,280229100
268,2021-03-07,봄,수트_블레이져(수트)_ZA,62.360989460333,22355936,196,9837962,59044000
269,2021-03-07,봄,수트_블레이져(수트)_ZB,38.86145590728154,52483835,422,17217254,83978000
270,2021-03-07,봄,수트_블레이져(수트)_ZC,47.803945229763976,11710924,100,4409680,21460000
271,2021-03-07,봄,수트_수트팬츠_ZA,58.15455268990611,12970304,209,5802079,34691000
272,2021-03-07,봄,수트_수트팬츠_ZB,38.39684168557669,27781231,447,9288922,44253000
273,2021-03-07,봄,수트_수트팬츠_ZC,48.18732236795552,4614300,78,1711044,8282000
274,2021-03-07,봄,스웨터_T-에리_ZB,66.44914229903192,45550020,1359,13383935,135764100
275,2021-03-07,봄,스웨터_라운드_ZB,65.21242640963979,124198948,3736,31730792,345926400
276,2021-03-07,봄,스웨터_오픈형(CARDIGAN)_ZB,60.90145394142028,39304265,629,8903340,100577100
277,2021-03-07,봄,우븐 셔츠_드레스셔츠_ZB,56.39405278531607,10942520,359,2128547,25094100
278,2021-03-07,봄,우븐 셔츠_캐쥬얼셔츠_ZB,58.21167569263455,25901406,859,6783111,60044100
279,2021-03-07,봄,점퍼_패딩점퍼_ZB,55.103163214918524,61826536,692,13380217,137708000
280,2021-03-07,봄,조끼_패딩베스트_ZB,82.79457590426651,11444704,842,8655634,66518000
