,주차,카테고리,판매액,판매수량,매출원가,판매택가,실판매가,택가,할인율,할인율2
4536,2021-12-26,코트_싱글코트_ZA,207716903,804,69510723,485946000,258354.35696517414,604410.4477611941,57.255147073954724,57.25514707395472
4537,2021-12-26,팬츠_팬츠(일반)_ZA,20286315,418,6246025,46661700,48531.854066985645,111630.86124401914,56.52469798571419,56.52469798571419
4539,2021-12-26,스웨터_T-에리_ZA,16663105,608,6664326,60739200,27406.42269736842,99900.0,72.56614344607765,72.56614344607766
4540,2021-12-26,가죽&FUR_가죽점퍼_ZA,6513000,18,3687000,17982000,361833.3333333333,999000.0,63.780447113780454,63.78044711378045
4541,2021-12-26,수트_블레이져(수트)_ZA,-3240860,-4,-145950,-1096000,810215.0,274000.0,-195.69890510948906,-195.69890510948906
4542,2021-12-26,수트_수트팬츠_ZA,1973740,24,693660,4176000,82239.16666666667,174000.0,52.73611111111111,52.736111111111114
4543,2021-12-26,수트_블레이져(수트)_ZA,-777000,-4,-191304,-1036000,194250.0,259000.0,25.0,25.0
4544,2021-12-26,수트_수트팬츠_ZA,-111200,-1,-23761,-139000,111200.0,139000.0,20.0,20.0
4545,2021-12-26,자켓_싱글재킷_ZA,-714000,-15,-581129,-3885000,47600.0,259000.0,81.62162162162163,81.62162162162163
4546,2021-12-26,팬츠_팬츠(일반)_ZA,280000,-1,-15100,-139000,-280000.0,139000.0,301.43884892086334,301.43884892086334
4547,2021-12-26,니트 셔츠_라운드_ZB,64272864,2559,20474129,178874100,25116.39859320047,69900.0,64.06809929441992,64.06809929441992
4548,2021-12-26,니트 셔츠_오픈형티(맨투맨 등)_ZB,25488920,672,8958313,94332800,37929.94047619047,140376.19047619047,72.97979069846332,72.97979069846332
4549,2021-12-26,니트 셔츠_후드티_ZB,40076961,1462,13777795,131433800,27412.422024623804,89900.0,69.50787316504582,69.50787316504582
4550,2021-12-26,사파리_패딩사파리_ZB,353942110,2654,137850266,1315346000,133361.75960813867,495608.89223813114,73.09133034197845,73.09133034197846
4551,2021-12-26,수트_블레이져(수트)_ZB,20531320,115,4648238,27485000,178533.21739130435,239000.0,25.299909041295248,25.29990904129525
4552,2021-12-26,수트_수트팬츠_ZB,12975820,137,2849026,17673000,94714.01459854015,129000.0,26.57828325694562,26.578283256945625
4553,2021-12-26,스웨터_T-에리_ZB,18421250,475,5247938,47452500,38781.57894736842,99900.0,61.179600653284865,61.179600653284865
4554,2021-12-26,스웨터_Turtle_ZB,55587410,1423,16247907,142157700,39063.53478566409,99900.0,60.89736257691282,60.897362576912826
4555,2021-12-26,스웨터_VEST_ZB,5425320,134,1060963,12046600,40487.46268656717,89900.0,54.963890226287916,54.963890226287916
4556,2021-12-26,스웨터_라운드_ZB,52099957,1498,15270782,134670200,34779.67757009346,89900.0,61.312928175646874,61.312928175646874
4559,2021-12-26,우븐 셔츠_캐쥬얼셔츠_ZB,5767443,193,1414098,13490700,29883.124352331608,69900.0,57.24874913829527,57.24874913829527
4560,2021-12-26,점퍼_패딩점퍼_ZB,49581872,547,17412697,206253000,90643.2760511883,377062.1572212066,75.96065414806088,75.96065414806088
4561,2021-12-26,조끼_패딩베스트_ZB,24817704,803,9992932,103587000,30906.231631382318,129000.0,76.04168090590518,76.04168090590518
4562,2021-12-26,코트_더블코트_ZB,54111576,319,19133104,127281000,169628.76489028212,399000.0,57.486525090154856,57.486525090154856
4563,2021-12-26,코트_싱글코트_ZB,61792054,431,25373117,141799000,143369.0348027842,329000.0,56.42278577422972,56.422785774229716
4564,2021-12-26,팬츠_니트팬츠_ZB,31251552,1061,8705942,74163900,29454.80867106503,69900.0,57.861504047117265,57.861504047117265
4565,2021-12-26,팬츠_팬츠(일반)_ZB,63501904,1613,18259879,145008700,39368.818350898946,89900.0,56.20821095561852,56.208210955618526
4566,2021-12-26,니트 셔츠_라운드_ZB,437600,28,151346,557200,15628.57142857143,19900.0,21.46446518305814,21.46446518305815
4567,2021-12-26,데님_데님팬츠_ZB,3843500,92,1121074,7350800,41777.17391304348,79900.0,47.71317407629101,47.71317407629102
4571,2021-12-26,수트_블레이져(수트)_ZB,4066019,36,1191766,7244000,112944.97222222222,201222.22222222222,43.87052733296521,43.87052733296521
4572,2021-12-26,수트_수트팬츠_ZB,2110841,27,469860,2643000,78179.29629629629,97888.88888888889,20.134657586076433,20.13465758607643
4573,2021-12-26,우븐 셔츠_드레스셔츠_ZB,5324692,220,1464797,8328000,24203.145454545454,37854.545454545456,36.062776176753125,36.062776176753125
4574,2021-12-26,자켓_싱글재킷_ZB,134010,1,23618,199000,134010.0,199000.0,32.65829145728643,32.65829145728643
4575,2021-12-26,팬츠_니트팬츠_ZB,38000,2,10080,99800,19000.0,49900.0,61.92384769539078,61.92384769539078
4576,2021-12-26,팬츠_팬츠(일반)_ZB,6275282,174,1632452,15632600,36064.83908045977,89842.52873563218,59.8577204047951,59.85772040479511
4577,2021-12-26,니트 셔츠_라운드_ZB,8479173,493,3848401,34460700,17199.13387423935,69900.0,75.39465826289077,75.39465826289077
4578,2021-12-26,수트_블레이져(수트)_ZB,6015005,30,1203057,7170000,200500.16666666666,239000.0,16.108716875871693,16.10871687587169
4579,2021-12-26,수트_수트팬츠_ZB,2971535,28,556160,3612000,106126.25,129000.0,17.731589147286822,17.731589147286822
4580,2021-12-26,스웨터_오픈형(CARDIGAN)_ZB,4870050,73,1227092,11672700,66713.01369863014,159900.0,58.27829036983732,58.278290369837315
4581,2021-12-26,우븐 셔츠_캐쥬얼셔츠_ZB,2870800,99,731745,6920100,28997.9797979798,69900.0,58.51505036054392,58.515050360543924
4582,2021-12-26,코트_싱글코트_ZB,297000,3,58501,747000,99000.0,249000.0,60.24096385542169,60.24096385542169
4583,2021-12-26,팬츠_팬츠(일반)_ZB,1623450,44,474741,3955600,36896.59090909091,89900.0,58.95818586308019,58.95818586308019
4584,2021-12-26,니트 셔츠_라운드_ZB,3481921,147,1079369,10275300,23686.537414965987,69900.0,66.11368037916166,66.11368037916168
4585,2021-12-26,수트_블레이져(수트)_ZB,427700,3,124137,597000,142566.66666666666,199000.0,28.35845896147404,28.358458961474035
4586,2021-12-26,수트_수트팬츠_ZB,669200,8,171062,792000,83650.0,99000.0,15.505050505050505,15.505050505050505
4587,2021-12-26,스웨터_T-에리_ZB,117000,2,19696,199800,58500.0,99900.0,41.44144144144144,41.44144144144144
4588,2021-12-26,스웨터_라운드_ZB,4267500,111,1019938,10768900,38445.94594594595,97017.11711711712,60.37199713991215,60.37199713991215
4589,2021-12-26,스웨터_오픈형(CARDIGAN)_ZB,885000,15,220513,2398500,59000.0,159900.0,63.10193871169481,63.10193871169481
4590,2021-12-26,우븐 셔츠_드레스셔츠_ZB,1561850,114,675917,7968600,13700.438596491229,69900.0,80.39994478327435,80.39994478327435
4591,2021-12-26,우븐 셔츠_캐쥬얼셔츠_ZB,1236000,44,349848,3075600,28090.909090909092,69900.0,59.812719469371835,59.81271946937183
4592,2021-12-26,점퍼_패딩점퍼_ZB,1564000,16,309369,3184000,97750.0,199000.0,50.879396984924625,50.879396984924625
4593,2021-12-26,코트_더블코트_ZB,792000,8,277837,2632000,99000.0,329000.0,69.90881458966565,69.90881458966565
4594,2021-12-26,코트_싱글코트_ZB,-1762000,-18,-478150,-4482000,97888.88888888889,249000.0,60.687193217313705,60.6871932173137
4595,2021-12-26,니트 셔츠_라운드_ZB,2450000,144,510454,7960000,17013.88888888889,55277.77777777778,69.22110552763819,69.22110552763819
4596,2021-12-26,니트 셔츠_티에리_ZB,250000,-3,-25895,-269700,-83333.33333333333,89900.0,192.69558769002595,192.69558769002595
4597,2021-12-26,수트_블레이져(수트)_ZB,159200,1,45749,199000,159200.0,199000.0,20.0,20.0
4598,2021-12-26,수트_수트팬츠_ZB,0,0,0,0,0.0,0.0,0.0,0.0
4599,2021-12-26,스웨터_T-에리_ZB,273000,10,75224,899000,27300.0,89900.0,69.6329254727475,69.6329254727475
4600,2021-12-26,스웨터_라운드_ZB,0,-1,-9284,-89900,-0.0,89900.0,100.0,100.0
4603,2021-12-26,우븐 셔츠_드레스셔츠_ZB,285000,7,57897,489300,40714.28571428572,69900.0,41.75352544451256,41.75352544451257
4604,2021-12-26,우븐 셔츠_캐쥬얼셔츠_ZB,551000,9,109522,629100,61222.22222222222,69900.0,12.414560483230016,12.41456048323001
4605,2021-12-26,자켓_싱글재킷_ZB,237000,-3,-62320,-597000,-79000.0,199000.0,139.69849246231155,139.69849246231155
4606,2021-12-26,점퍼_점퍼_ZB,0,0,0,0,0.0,0.0,0.0,0.0
4607,2021-12-26,팬츠_반바지_ZB,29000,-2,-18535,-119800,-14500.0,59900.0,124.20701168614357,124.20701168614357
4608,2021-12-26,팬츠_팬츠(일반)_ZB,926000,-54,-570147,-4441800,-17148.14814814815,82255.55555555556,120.84740420550227,120.84740420550227
4609,2021-12-26,조끼_패딩베스트_ZB,172973,12,137291,948000,14414.416666666666,79000.0,81.7539029535865,81.7539029535865
4611,2021-12-26,수트_블레이져(수트)_ZC,-191200,-1,-41784,-239000,191200.0,239000.0,20.0,20.0
4612,2021-12-26,수트_수트팬츠_ZC,0,0,0,0,0.0,0.0,0.0,0.0
4613,2021-12-26,우븐 셔츠_드레스셔츠_ZC,58000,2,15071,79800,29000.0,39900.0,27.318295739348372,27.318295739348372
4614,2021-12-26,수트_블레이져(수트)_ZC,480000,3,113251,717000,160000.0,239000.0,33.05439330543933,33.05439330543933
4615,2021-12-26,수트_수트팬츠_ZC,395000,5,99861,645000,79000.0,129000.0,38.75968992248062,38.75968992248062
4616,2021-12-26,수트_블레이져(수트)_ZC,2666300,22,1030190,5458000,121195.45454545454,248090.9090909091,51.14877244411873,51.14877244411873
4617,2021-12-26,수트_수트팬츠_ZC,1180000,20,481597,2540000,59000.0,127000.0,53.54330708661417,53.54330708661417
4618,2021-12-26,수트_블레이져(수트)_ZC,0,0,0,0,0.0,0.0,0.0,0.0
4619,2021-12-26,수트_수트팬츠_ZC,0,0,0,0,0.0,0.0,0.0,0.0
4666,2022-01-02,가죽&FUR_가죽점퍼_ZA,10289200,15,3115500,14985000,685946.6666666666,999000.0,31.33667000333667,31.33667000333667
4667,2022-01-02,니트 셔츠_오픈형티(맨투맨 등)_ZA,-3869960,-31,-363544,-4026900,124837.41935483871,129900.0,3.8972907199086126,3.8972907199086144
4668,2022-01-02,우븐 셔츠_캐쥬얼셔츠_ZA,7650660,78,1079267,10132200,98085.38461538461,129900.0,24.491620773375974,24.49162077337597
4670,2022-01-02,스웨터_VEST_ZA,4964030,66,556787,6593400,75212.57575757576,99900.0,24.71213637880304,24.712136378803045
4671,2022-01-02,스웨터_오픈형(CARDIGAN)_ZA,5030760,35,500697,6996500,143736.0,199900.0,28.096048024012006,28.096048024012006
4672,2022-01-02,수트_블레이져(수트)_ZB,26998200,151,6403133,36089000,178796.02649006623,239000.0,25.189947075286096,25.1899470752861
4673,2022-01-02,수트_수트팬츠_ZB,14704950,157,3269050,20253000,93662.10191082803,129000.0,27.39371944897052,27.393719448970522
4674,2022-01-02,스웨터_라운드_ZB,11047730,205,2442961,19979500,53891.365853658535,97460.9756097561,44.70467228909633,44.70467228909632
4675,2022-01-02,스웨터_오픈형(CARDIGAN)_ZB,4666230,43,637899,6875700,108516.97674418605,159900.0,32.13447358087176,32.13447358087176
4676,2022-01-02,우븐 셔츠_캐쥬얼셔츠_ZB,6712070,158,1213598,11044200,42481.45569620253,69900.0,39.225385270096524,39.225385270096524
4677,2022-01-02,점퍼_패딩점퍼_ZB,3678000,27,635090,6723000,136222.22222222222,249000.0,45.29228023203927,45.29228023203927
4678,2022-01-02,니트 셔츠_라운드_ZB,2228000,62,330673,4333800,35935.48387096774,69900.0,48.59015182980294,48.59015182980294
4680,2022-01-02,수트_블레이져(수트)_ZB,179081088,1071,38666091,255969000,167209.2324929972,239000.0,30.037978036402844,30.037978036402844
4681,2022-01-02,수트_수트팬츠_ZB,108575539,1207,21134213,155703000,89954.87903893951,129000.0,30.26753562872906,30.267535628729053
4682,2022-01-02,우븐 셔츠_드레스셔츠_ZB,60345650,1595,11296026,111490500,37834.26332288401,69900.0,45.87372915181114,45.87372915181114
4683,2022-01-02,팬츠_니트팬츠_ZB,778110,13,91493,908700,59854.61538461538,69900.0,14.371079564212614,14.37107956421261
4684,2022-01-02,팬츠_팬츠(일반)_ZB,25470004,512,5458809,51148800,49746.1015625,99900.0,50.20410254004004,50.20410254004004
4685,2022-01-02,니트 셔츠_라운드_ZB,1801350,47,438283,3285300,38326.59574468085,69900.0,45.16939092320335,45.16939092320336
4686,2022-01-02,니트 셔츠_후드티_ZB,1418100,36,424118,3236400,39391.666666666664,89900.0,56.182795698924735,56.18279569892473
4687,2022-01-02,팬츠_니트팬츠_ZB,826150,19,159691,1328100,43481.57894736842,69900.0,37.79459378058881,37.79459378058881
4688,2022-01-02,수트_블레이져(수트)_ZC,8866900,50,2305269,11950000,177338.0,239000.0,25.8,25.8
4689,2022-01-02,수트_수트팬츠_ZC,4411800,46,990534,5934000,95908.69565217392,129000.0,25.652173913043473,25.652173913043477
4700,2022-01-09,가죽&FUR_가죽점퍼_ZA,-5995000,-8,-1661600,-7992000,749375.0,999000.0,24.98748748748749,24.98748748748749
4701,2022-01-09,니트 셔츠_오픈형티(맨투맨 등)_ZA,1078550,15,180446,1948500,71903.33333333333,129900.0,44.64716448550167,44.64716448550167
4702,2022-01-09,우븐 셔츠_캐쥬얼셔츠_ZA,6936660,72,997497,9352800,96342.5,129900.0,25.833333333333332,25.833333333333332
4703,2022-01-09,팬츠_니트팬츠_ZA,0,0,0,0,0.0,0.0,0.0,0.0
4705,2022-01-09,스웨터_VEST_ZA,2005200,28,236213,2797200,71614.28571428571,99900.0,28.31402831402832,28.314028314028313
4706,2022-01-09,스웨터_오픈형(CARDIGAN)_ZA,2156040,15,214584,2998500,143736.0,199900.0,28.096048024012006,28.096048024012006
4707,2022-01-09,수트_블레이져(수트)_ZB,111142300,593,24692294,141727000,187423.7774030354,239000.0,21.5800094547969,21.580009454796897
4708,2022-01-09,수트_수트팬츠_ZB,80229960,789,16506652,101781000,101685.62737642585,129000.0,21.173932266336546,21.173932266336546
4709,2022-01-09,스웨터_T-에리_ZB,10139850,127,1338880,12687300,79841.33858267717,99900.0,20.07874015748031,20.078740157480315
4710,2022-01-09,스웨터_라운드_ZB,36946820,520,6486428,52028000,71051.57692307692,100053.84615384616,28.98666102867687,28.986661028676867
4711,2022-01-09,스웨터_오픈형(CARDIGAN)_ZB,4345480,45,687824,7195500,96566.22222222222,159900.0,39.60836634007366,39.60836634007366
4712,2022-01-09,우븐 셔츠_캐쥬얼셔츠_ZB,6146415,142,1105322,9925800,43284.612676056335,69900.0,38.07637671522699,38.076376715226985
4713,2022-01-09,점퍼_패딩점퍼_ZB,1342800,9,211697,2241000,149200.0,249000.0,40.08032128514056,40.08032128514056
4714,2022-01-09,코트_싱글코트_ZB,5179200,26,679110,8554000,199200.0,329000.0,39.452887537993924,39.452887537993924
4715,2022-01-09,니트 셔츠_라운드_ZB,813950,22,120118,1537800,36997.72727272727,69900.0,47.07049031083366,47.070490310833655
4717,2022-01-09,수트_블레이져(수트)_ZB,155632370,953,34308895,227767000,163307.83840503672,239000.0,31.670360499984636,31.670360499984632
4718,2022-01-09,수트_수트팬츠_ZB,91127300,1025,18020014,132225000,88904.68292682926,129000.0,31.08164114199282,31.081641141992815
4719,2022-01-09,우븐 셔츠_드레스셔츠_ZB,64453740,1724,13263194,120507600,37386.160092807426,69900.0,46.51479242802943,46.51479242802944
4720,2022-01-09,자켓_싱글재킷_ZB,24179300,137,4013500,32743000,176491.24087591242,239000.0,26.154292520538736,26.154292520538743
4721,2022-01-09,팬츠_니트팬츠_ZB,263790,5,34789,349500,52758.0,69900.0,24.523605150214593,24.523605150214593
4722,2022-01-09,팬츠_팬츠(일반)_ZB,32306920,574,5951673,57342600,56283.83275261324,99900.0,43.65982707446122,43.65982707446122
4723,2022-01-09,니트 셔츠_라운드_ZB,4932220,109,1021169,7619100,45249.7247706422,69900.0,35.26505755272933,35.265057552729324
4724,2022-01-09,니트 셔츠_후드티_ZB,4600400,79,938458,7102100,58232.91139240506,89900.0,35.22479266695766,35.22479266695766
4725,2022-01-09,팬츠_니트팬츠_ZB,1382880,34,286316,2376600,40672.94117647059,69900.0,41.81267356728099,41.81267356728099
4726,2022-01-09,수트_블레이져(수트)_ZC,4708300,27,1236342,6453000,174381.4814814815,239000.0,27.03703703703703,27.037037037037038
4727,2022-01-09,수트_수트팬츠_ZC,1935000,20,430667,2580000,96750.0,129000.0,25.0,25.0
4742,2022-01-16,가죽&FUR_가죽점퍼_ZA,38559900,56,9579800,55944000,688569.6428571428,999000.0,31.074109824109826,31.074109824109826
4743,2022-01-16,니트 셔츠_오픈형티(맨투맨 등)_ZA,1782840,23,276696,2987700,77514.78260869565,129900.0,40.32734210262075,40.32734210262075
4744,2022-01-16,우븐 셔츠_캐쥬얼셔츠_ZA,-5089460,-37,-512602,-4806300,137552.97297297296,129900.0,-5.8914341593325315,-5.891434159332543
4745,2022-01-16,팬츠_니트팬츠_ZA,2463260,37,331618,3326300,66574.5945945946,89900.0,25.94594594594594,25.945945945945947
4747,2022-01-16,스웨터_VEST_ZA,-2952420,-27,-227776,-2697300,109348.88888888889,99900.0,-9.458347236125014,-9.458347236125014
4748,2022-01-16,스웨터_오픈형(CARDIGAN)_ZA,8190120,56,757793,11194400,146252.14285714287,199900.0,26.837347245051088,26.837347245051095
4749,2022-01-16,수트_블레이져(수트)_ZB,95834017,525,21723681,125475000,182540.98476190475,239000.0,23.62301892807333,23.62301892807332
4750,2022-01-16,수트_수트팬츠_ZB,56127031,567,11766282,73143000,98989.47266313933,129000.0,23.263974679736954,23.263974679736954
4751,2022-01-16,스웨터_T-에리_ZB,-3227310,-34,-358440,-3396600,94920.88235294117,99900.0,4.984101748807633,4.984101748807631
4752,2022-01-16,스웨터_라운드_ZB,13937052,342,3683201,31655800,40751.61403508772,92560.8187134503,55.973148680494575,55.97314868049457
4753,2022-01-16,스웨터_오픈형(CARDIGAN)_ZB,5312320,58,873082,9274200,91591.72413793103,159900.0,42.71937202130643,42.71937202130642
4754,2022-01-16,우븐 셔츠_캐쥬얼셔츠_ZB,5491970,141,1097478,9855900,38950.14184397163,69900.0,44.27733641778022,44.27733641778021
4755,2022-01-16,점퍼_패딩점퍼_ZB,6352400,43,1011439,10707000,147730.23255813954,249000.0,40.6705893340805,40.67058933408051
4756,2022-01-16,코트_싱글코트_ZB,0,0,-45907,-1280000,0.0,-inf,0.0,100.0
4757,2022-01-16,니트 셔츠_라운드_ZB,2520000,66,360387,4613400,38181.818181818184,69900.0,45.376511900117045,45.37651190011705
4759,2022-01-16,수트_블레이져(수트)_ZB,99259052,609,21936362,145551000,162986.94909688013,239000.0,31.804623808836766,31.804623808836766
4760,2022-01-16,수트_수트팬츠_ZB,59368156,676,11834231,87204000,87822.71597633135,129000.0,31.920375212146237,31.920375212146233
4761,2022-01-16,우븐 셔츠_드레스셔츠_ZB,58197539,1568,12053229,109603200,37115.777423469386,69900.0,46.90160597500803,46.90160597500803
4762,2022-01-16,자켓_싱글재킷_ZB,11250600,64,1874920,15296000,175790.625,239000.0,26.447437238493723,26.447437238493723
4763,2022-01-16,팬츠_니트팬츠_ZB,-145700,-1,-7305,-69900,145700.0,69900.0,-108.44062947067239,-108.44062947067239
4764,2022-01-16,팬츠_팬츠(일반)_ZB,27129610,490,5122312,48951000,55366.551020408166,99900.0,44.57802700659844,44.57802700659843
4765,2022-01-16,니트 셔츠_라운드_ZB,2241680,82,771680,5731800,27337.560975609755,69900.0,60.89047070728218,60.890470707282184
4766,2022-01-16,니트 셔츠_후드티_ZB,2182780,54,642339,4854600,40421.851851851854,89900.0,55.03687224488114,55.036872244881145
4767,2022-01-16,팬츠_니트팬츠_ZB,2225920,52,437839,3634800,42806.153846153844,69900.0,38.76086717288434,38.76086717288434
4768,2022-01-16,수트_블레이져(수트)_ZC,86422964,460,19390373,109940000,187876.00869565218,239000.0,21.3907913407313,21.390791340731308
4769,2022-01-16,수트_수트팬츠_ZC,46393693,460,9440674,59340000,100855.85434782608,129000.0,21.81716717222784,21.81716717222784
4770,2022-01-16,수트_블레이져(수트)_ZC,0,0,0,0,0.0,0.0,0.0,0.0
4771,2022-01-16,수트_수트팬츠_ZC,0,0,0,0,0.0,0.0,0.0,0.0
4788,2022-01-23,가죽&FUR_가죽점퍼_ZA,-2705800,-1,-169600,-999000,2705800.0,999000.0,-170.85085085085086,-170.85085085085086
4789,2022-01-23,니트 셔츠_오픈형티(맨투맨 등)_ZA,3880905,47,565403,6105300,82572.44680851063,129900.0,36.43383617512653,36.43383617512653
4790,2022-01-23,우븐 셔츠_캐쥬얼셔츠_ZA,3161690,44,609581,5715600,71856.59090909091,129900.0,44.683147875988524,44.683147875988524
4791,2022-01-23,팬츠_니트팬츠_ZA,1821760,42,376431,3775800,43375.23809523809,89900.0,51.75168176280524,51.751681762805234
4793,2022-01-23,스웨터_VEST_ZA,851140,20,168723,1998000,42557.0,99900.0,57.4004004004004,57.4004004004004
4794,2022-01-23,스웨터_오픈형(CARDIGAN)_ZA,-4568585,-17,-217837,-3398300,268740.29411764705,199900.0,-34.43736574169437,-34.43736574169438
4795,2022-01-23,수트_블레이져(수트)_ZB,70473211,381,15783662,91059000,184969.05774278214,239000.0,22.607088810551407,22.6070888105514
4796,2022-01-23,수트_수트팬츠_ZB,38685849,390,8142887,50310000,99194.48461538462,129000.0,23.10505068574836,23.10505068574836
4797,2022-01-23,스웨터_T-에리_ZB,9369790,187,1971421,18681300,50105.82887700535,99900.0,49.84401513813279,49.84401513813278
4798,2022-01-23,스웨터_라운드_ZB,24235765,537,5722812,49656300,45131.77839851024,92469.83240223464,51.192970479073146,51.192970479073146
4799,2022-01-23,스웨터_오픈형(CARDIGAN)_ZB,9016020,98,1467109,15670200,92000.20408163265,159900.0,42.463912394225986,42.463912394225986
4800,2022-01-23,우븐 셔츠_캐쥬얼셔츠_ZB,6448108,178,1386636,12442200,36225.32584269663,69900.0,48.17549950973301,48.17549950973301
4801,2022-01-23,점퍼_패딩점퍼_ZB,7461800,48,1129049,11952000,155454.16666666666,249000.0,37.5686077643909,37.5686077643909
4802,2022-01-23,코트_싱글코트_ZB,22551000,119,2806969,30751000,189504.20168067227,258411.76470588235,26.66579948619557,26.66579948619557
4803,2022-01-23,니트 셔츠_라운드_ZB,1692000,53,289486,3704700,31924.528301886792,69900.0,54.328285691149084,54.328285691149084
4804,2022-01-23,데님_데님팬츠_ZB,0,0,0,0,0.0,0.0,0.0,0.0
4806,2022-01-23,수트_블레이져(수트)_ZB,111456003,765,27532076,182835000,145694.12156862745,239000.0,39.04011649848224,39.04011649848224
4807,2022-01-23,수트_수트팬츠_ZB,63968765,815,14349721,105135000,78489.28220858896,129000.0,39.15559518714034,39.15559518714034
4808,2022-01-23,우븐 셔츠_드레스셔츠_ZB,62154561,1851,14241974,129384900,33578.909238249595,69900.0,51.96150323569443,51.96150323569443
4809,2022-01-23,자켓_싱글재킷_ZB,13997100,104,3046745,24856000,134587.5,239000.0,43.68723849372385,43.68723849372385
4810,2022-01-23,팬츠_니트팬츠_ZB,1232000,28,198900,1957200,44000.0,69900.0,37.05293276108727,37.05293276108727
4811,2022-01-23,팬츠_팬츠(일반)_ZB,53503271,1010,10416979,100899000,52973.535643564355,99900.0,46.97343779422988,46.97343779422987
4812,2022-01-23,우븐 셔츠_드레스셔츠_ZB,2379366,43,267284,3005700,55334.09302325582,69900.0,20.83820740592873,20.838207405928735
4813,2022-01-23,니트 셔츠_라운드_ZB,5622000,183,1716779,12791700,30721.311475409835,69900.0,56.049625929313535,56.04962592931354
4814,2022-01-23,니트 셔츠_후드티_ZB,1850890,53,631283,4764700,34922.45283018868,89900.0,61.154112535941394,61.1541125359414
4815,2022-01-23,팬츠_니트팬츠_ZB,4561485,116,972877,8108400,39323.14655172414,69900.0,43.74371022643185,43.74371022643185
4816,2022-01-23,수트_블레이져(수트)_ZC,24923391,135,5880801,32265000,184617.7111111111,239000.0,22.75409576940958,22.754095769409577
4817,2022-01-23,수트_수트팬츠_ZC,13308369,130,2766929,16770000,102372.06923076924,129000.0,20.641806797853302,20.64180679785331
4818,2022-01-23,수트_블레이져(수트)_ZC,39827584,199,8054326,47561000,200138.61306532664,239000.0,16.259994533336133,16.259994533336137
4819,2022-01-23,수트_수트팬츠_ZC,24633916,227,4619934,29283000,108519.4537444934,129000.0,15.876392446129149,15.876392446129154
4838,2022-01-30,가죽&FUR_가죽점퍼_ZA,15270400,25,4643200,24975000,610816.0,999000.0,38.85725725725726,38.85725725725726
4839,2022-01-30,니트 셔츠_오픈형티(맨투맨 등)_ZA,2019830,29,348870,3767100,69649.31034482758,129900.0,46.38236309097184,46.382363090971836
4840,2022-01-30,우븐 셔츠_캐쥬얼셔츠_ZA,3555547,45,623435,5845500,79012.15555555555,129900.0,39.174630057309045,39.17463005730904
4841,2022-01-30,팬츠_니트팬츠_ZA,-303480,-3,-26888,-269700,101160.0,89900.0,-12.525027808676308,-12.525027808676308
4843,2022-01-30,스웨터_VEST_ZA,910020,15,126542,1498500,60668.0,99900.0,39.271271271271274,39.271271271271274
4844,2022-01-30,스웨터_오픈형(CARDIGAN)_ZA,732840,12,167441,2398800,61070.0,199900.0,69.44972486243121,69.44972486243121
4845,2022-01-30,수트_블레이져(수트)_ZB,66541509,370,15480996,88430000,179841.91621621622,239000.0,24.752336311206598,24.752336311206605
4846,2022-01-30,수트_수트팬츠_ZB,39839851,410,8587407,52890000,97170.36829268292,129000.0,24.67413310644735,24.674133106447343
4847,2022-01-30,스웨터_T-에리_ZB,9469480,170,1792201,16983000,55702.82352941176,99900.0,44.24141788847672,44.24141788847671
4848,2022-01-30,스웨터_라운드_ZB,59830310,1069,11616483,99743100,55968.484565014034,93305.05144995323,40.01559005084061,40.01559005084061
4849,2022-01-30,스웨터_오픈형(CARDIGAN)_ZB,13892720,142,2134402,22705800,97836.05633802817,159900.0,38.814223678531484,38.81422367853148
4850,2022-01-30,우븐 셔츠_캐쥬얼셔츠_ZB,7895580,191,1489099,13350900,41338.115183246075,69900.0,40.86106554614295,40.86106554614296
4851,2022-01-30,점퍼_패딩점퍼_ZB,-9600,13,305784,3237000,-738.4615384615385,249000.0,100.29657089898053,100.29657089898053
4852,2022-01-30,코트_싱글코트_ZB,-5693934,-15,-262681,-1335000,379595.6,89000.0,-326.5119101123595,-326.51191011235954
4853,2022-01-30,니트 셔츠_라운드_ZB,3435000,95,518797,6640500,36157.89473684211,69900.0,48.27196747232889,48.27196747232889
4854,2022-01-30,데님_데님팬츠_ZB,6425587,109,1343637,10889100,58950.33944954129,99900.0,40.99065120166038,40.99065120166038
4856,2022-01-30,수트_블레이져(수트)_ZB,67545993,482,17286998,115198000,140136.91493775934,239000.0,41.365307557422874,41.365307557422874
4857,2022-01-30,수트_수트팬츠_ZB,38693478,510,8998783,65790000,75869.56470588235,129000.0,41.18638394892841,41.18638394892841
4858,2022-01-30,우븐 셔츠_드레스셔츠_ZB,43368862,1304,9998527,91149600,33258.329754601225,69900.0,52.420129106436015,52.420129106436015
4859,2022-01-30,자켓_싱글재킷_ZB,7896000,58,1699146,13862000,136137.93103448275,239000.0,43.03852257971433,43.038522579714325
4860,2022-01-30,팬츠_니트팬츠_ZB,712000,18,128019,1258200,39555.555555555555,69900.0,43.41122238117946,43.41122238117946
4861,2022-01-30,팬츠_팬츠(일반)_ZB,19306640,450,4872751,44955000,42903.64444444444,99900.0,57.05340896452008,57.053408964520074
4862,2022-01-30,수트_블레이져(수트)_ZB,22155300,116,4630544,27724000,190993.9655172414,239000.0,20.08620689655172,20.086206896551722
