,주차,카테고리,판매액,판매수량,매출원가,판매택가,실판매가,택가,할인율,할인율2
8290,2022-10-02,팬츠_니트팬츠_ZB,2553886,137,925009,9576300,18641.503649635037,69900.0,73.33118218936333,73.33118218936332
8291,2022-10-02,수트_블레이져(수트)_ZC,48998180,254,12520636,65786000,192906.22047244094,259000.0,25.518833794424346,25.518833794424346
8292,2022-10-02,수트_수트팬츠_ZC,26411763,256,6403829,35584000,103170.94921875,139000.0,25.776295526079135,25.776295526079135
8293,2022-10-02,수트_블레이져(수트)_ZC,20192540,122,4889466,29158000,165512.62295081967,239000.0,30.74785650593319,30.747856505933193
8294,2022-10-02,수트_수트팬츠_ZC,10001360,113,2308832,14577000,88507.61061946902,129000.0,31.389449132194557,31.389449132194553
8295,2022-10-02,수트_블레이져(수트)_ZC,871545,5,225218,1195000,174309.0,239000.0,27.067364016736402,27.067364016736402
8296,2022-10-02,수트_수트팬츠_ZC,388600,4,86576,516000,97150.0,129000.0,24.689922480620154,24.689922480620154
8297,2022-10-02,수트_블레이져(수트)_ZC,3029200,15,762380,4225000,201946.66666666666,281666.6666666667,28.302958579881665,28.302958579881658
8298,2022-10-02,수트_수트팬츠_ZC,2646200,24,588629,3596000,110258.33333333333,149833.33333333334,26.412680756396004,26.412680756395996
8368,2022-10-09,점퍼_점퍼_ZA,31329500,269,8598368,69671000,116466.54275092937,259000.0,55.032222876089044,55.032222876089044
8369,2022-10-09,팬츠_팬츠(일반)_ZA,20330821,426,6425254,59214000,47724.93192488263,139000.0,65.66551660080385,65.66551660080387
8370,2022-10-09,수트_블레이져(수트)_ZA,74255080,277,17352968,106443000,268068.880866426,384270.7581227437,30.239583626917696,30.239583626917693
8371,2022-10-09,수트_수트팬츠_ZA,43269226,294,9641354,61856000,147174.2380952381,210394.55782312926,30.048457708225552,30.048457708225556
8372,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZA,6111000,145,1191900,14485500,42144.8275862069,99900.0,57.81298539919229,57.81298539919229
8373,2022-10-09,자켓_싱글재킷_ZA,100890280,470,18092597,147930000,214660.17021276595,314744.6808510638,31.79863448928547,31.798634489285472
8374,2022-10-09,코트_더블코트_ZA,17939840,51,4148281,30549000,351761.56862745096,599000.0,41.27519722413173,41.27519722413172
8375,2022-10-09,코트_싱글코트_ZA,755370,1,220438,1199000,755370.0,1199000.0,37.0,37.0
8376,2022-10-09,팬츠_팬츠(일반)_ZA,40320871,453,6845826,62967000,89008.54525386314,139000.0,35.96507535693299,35.965075356933
8379,2022-10-09,가죽&FUR_가죽점퍼_ZA,14329200,39,7586700,38961000,367415.3846153846,999000.0,63.22168322168322,63.22168322168322
8380,2022-10-09,니트 셔츠_오픈형티(맨투맨 등)_ZA,21459497,445,5353398,57805500,48223.588764044944,129900.0,62.876375085415745,62.876375085415745
8381,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZA,2937100,57,789685,7404300,51528.070175438595,129900.0,60.3325094877301,60.3325094877301
8382,2022-10-09,팬츠_니트팬츠_ZA,1250800,31,277842,2786900,40348.3870967742,89900.0,55.11859054863827,55.118590548638274
8383,2022-10-09,수트_블레이져(수트)_ZA,3723200,23,1169779,7337000,161878.26086956522,319000.0,49.25446367725228,49.25446367725228
8384,2022-10-09,수트_수트팬츠_ZA,2998200,30,752174,5370000,99940.0,179000.0,44.167597765363126,44.167597765363126
8385,2022-10-09,스웨터_T-에리_ZA,-343800,-13,-88921,-1298700,26446.153846153848,99900.0,73.52737352737353,73.52737352737353
8386,2022-10-09,스웨터_라운드_ZA,-39000,-1,-9904,-99900,39000.0,99900.0,60.96096096096096,60.96096096096096
8387,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZA,420200,-22,-182525,-2197800,-19100.0,99900.0,119.11911911911912,119.11911911911912
8388,2022-10-09,자켓_싱글재킷_ZA,3196500,26,765161,6734000,122942.30769230769,259000.0,52.531927531927536,52.53192753192753
8389,2022-10-09,팬츠_반바지_ZA,0,0,0,0,0.0,0.0,0.0,0.0
8390,2022-10-09,팬츠_팬츠(일반)_ZA,259470,36,561483,4769400,7207.5,132483.33333333334,94.55969304315008,94.55969304315008
8391,2022-10-09,스웨터_T-에리_ZA,18028440,206,3113726,32939400,87516.69902912622,159900.0,45.26785551649392,45.267855516493924
8392,2022-10-09,스웨터_라운드_ZA,1188000,12,233989,1918800,99000.0,159900.0,38.08630393996248,38.08630393996248
8393,2022-10-09,스웨터_오픈형(CARDIGAN)_ZA,12001100,100,2017363,19990000,120011.0,199900.0,39.964482241120564,39.964482241120564
8394,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZA,22023550,373,4984007,44252700,59044.36997319035,118639.94638069705,50.232302209808665,50.232302209808665
8395,2022-10-09,스웨터_VEST_ZA,857900,23,194032,2297700,37300.0,99900.0,62.66266266266266,62.66266266266266
8396,2022-10-09,스웨터_오픈형(CARDIGAN)_ZA,2887000,39,569819,7796100,74025.64102564103,199900.0,62.96866381908902,62.96866381908903
8397,2022-10-09,수트_블레이져(수트)_ZB,98073063,525,25315664,135975000,186805.83428571429,259000.0,27.874195256480974,27.87419525648097
8398,2022-10-09,수트_수트팬츠_ZB,56920986,568,13863733,78952000,100213.00352112677,139000.0,27.904314013577864,27.90431401357787
8399,2022-10-09,스웨터_오픈형(CARDIGAN)_ZB,21065850,181,4341981,36181900,116385.91160220995,199900.0,41.77793316547777,41.77793316547777
8400,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZB,19275500,524,4425180,47107600,36785.30534351145,89900.0,59.08197403391385,59.081974033913845
8401,2022-10-09,니트 셔츠_라운드_ZB,4605525,123,871980,11057700,37443.29268292683,89900.0,58.35006375647738,58.35006375647739
8402,2022-10-09,사파리_패딩사파리_ZB,38636100,178,6365166,82382000,217056.7415730337,462820.2247191011,53.101284261124995,53.101284261125
8403,2022-10-09,수트_블레이져(수트)_ZB,281530505,1517,75200140,392903000,185583.72116018456,259000.0,28.346053606106345,28.34605360610634
8404,2022-10-09,수트_수트팬츠_ZB,152952190,1529,38320203,212531000,100034.1334205363,139000.0,28.03299753918252,28.03299753918252
8405,2022-10-09,스웨터_T-에리_ZB,10681600,235,3034365,28176500,45453.617021276594,119900.0,62.090394477667566,62.09039447766756
8406,2022-10-09,스웨터_Turtle_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8407,2022-10-09,스웨터_라운드_ZB,43380267,890,10660242,88911000,48741.87303370787,99900.0,51.20933630259473,51.20933630259473
8408,2022-10-09,점퍼_점퍼_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8409,2022-10-09,점퍼_패딩점퍼_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8410,2022-10-09,코트_싱글코트_ZB,55882750,246,15358224,99254000,227165.65040650408,403471.5447154472,43.69723134583997,43.69723134583997
8411,2022-10-09,팬츠_팬츠(일반)_ZB,80798404,1210,13569987,120879000,66775.54049586777,99900.0,33.15761712125349,33.15761712125349
8412,2022-10-09,니트 셔츠_라운드_ZB,40264482,2308,15761461,120119200,17445.616117850954,52044.71403812825,66.47956196844468,66.47956196844468
8413,2022-10-09,데님_데님팬츠_ZB,28345320,548,7426717,54745200,51725.03649635037,99900.0,48.22318669033997,48.22318669033997
8416,2022-10-09,수트_블레이져(수트)_ZB,49962697,304,12189780,72656000,164350.9769736842,239000.0,31.23390084783087,31.233900847830874
8417,2022-10-09,수트_수트팬츠_ZB,31458012,356,7081946,45924000,88365.20224719102,129000.0,31.49984321923177,31.499843219231774
8418,2022-10-09,우븐 셔츠_드레스셔츠_ZB,34748724,1054,6929504,73674600,32968.42884250474,69900.0,52.83486574748964,52.83486574748964
8419,2022-10-09,자켓_싱글재킷_ZB,7026500,61,1787033,14579000,115188.52459016393,239000.0,51.803964606625975,51.80396460662597
8420,2022-10-09,팬츠_니트팬츠_ZB,2089656,120,837480,8268000,17413.8,68900.0,74.72597968069667,74.72597968069667
8421,2022-10-09,팬츠_팬츠(일반)_ZB,118755086,2447,31285574,244455300,48530.88925214548,99900.0,51.42053127913365,51.42053127913365
8422,2022-10-09,수트_블레이져(수트)_ZB,1720800,9,381102,2151000,191200.0,239000.0,20.0,20.0
8423,2022-10-09,수트_수트팬츠_ZB,1341600,13,277202,1677000,103200.0,129000.0,20.0,20.0
8424,2022-10-09,스웨터_T-에리_ZB,15840445,430,4729581,42957000,36838.24418604651,99900.0,63.124880694648134,63.124880694648134
8425,2022-10-09,스웨터_라운드_ZB,36932225,1123,12590466,105547700,32887.110418521814,93987.26625111309,65.00897224667142,65.0089722466714
8426,2022-10-09,스웨터_오픈형(CARDIGAN)_ZB,12514600,229,3537608,36617100,54648.908296943235,159900.0,65.82307173424438,65.82307173424438
8427,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZB,5638050,159,1240646,11114100,35459.43396226415,69900.0,49.27119604826302,49.271196048263015
8428,2022-10-09,점퍼_패딩점퍼_ZB,15106800,220,5174806,54780000,68667.27272727272,249000.0,72.42278203723988,72.42278203723987
8429,2022-10-09,코트_싱글코트_ZB,22268153,255,7189705,75815000,87326.09019607842,297313.7254901961,70.62830178724528,70.62830178724526
8430,2022-10-09,니트 셔츠_라운드_ZB,635445,33,173685,1646700,19255.909090909092,49900.0,61.41100382583348,61.41100382583348
8431,2022-10-09,니트 셔츠_티에리_ZB,87000,3,29412,269700,29000.0,89900.0,67.74193548387096,67.74193548387096
8432,2022-10-09,수트_블레이져(수트)_ZB,6338500,37,1547971,8843000,171310.8108108108,239000.0,28.3218364808323,28.321836480832296
8433,2022-10-09,수트_수트팬츠_ZB,3469500,39,760526,5031000,88961.53846153847,129000.0,31.037567084078706,31.037567084078713
8434,2022-10-09,스웨터_T-에리_ZB,-4889300,-165,-1498740,-14833500,29632.121212121212,89900.0,67.03879731688409,67.03879731688409
8435,2022-10-09,스웨터_라운드_ZB,947835,21,225679,1887900,45135.0,89900.0,49.79421579532814,49.79421579532814
8438,2022-10-09,우븐 셔츠_드레스셔츠_ZB,45021776,2199,14308533,153710100,20473.74988631196,69900.0,70.70994293803724,70.70994293803726
8439,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZB,8200742,290,2209149,26071000,28278.420689655173,89900.0,68.54458210271949,68.5445821027195
8440,2022-10-09,자켓_싱글재킷_ZB,1501000,19,449420,4541000,79000.0,239000.0,66.94560669456067,66.94560669456067
8441,2022-10-09,점퍼_점퍼_ZB,9012200,148,3435704,36852000,60893.24324324324,249000.0,75.54488223162922,75.54488223162922
8442,2022-10-09,팬츠_반바지_ZB,373600,15,98907,1198500,24906.666666666668,79900.0,68.82770129328327,68.82770129328327
8443,2022-10-09,팬츠_팬츠(일반)_ZB,10375100,361,3486839,36063900,28739.8891966759,99900.0,71.23134214546957,71.23134214546957
8445,2022-10-09,니트 셔츠_라운드_ZB,11806229,293,3779066,26340700,40294.29692832765,89900.0,55.178757588067135,55.178757588067135
8446,2022-10-09,우븐 셔츠_캐쥬얼셔츠_ZB,9652225,262,1916597,23553800,36840.5534351145,89900.0,59.02051898207508,59.02051898207508
8447,2022-10-09,팬츠_니트팬츠_ZB,4395600,106,1132543,9529400,41467.92452830189,89900.0,53.87327638676097,53.87327638676097
8448,2022-10-09,니트 셔츠_라운드_ZB,12402300,331,3717779,29756900,37469.184290030214,89900.0,58.32126330363713,58.32126330363714
8449,2022-10-09,니트 셔츠_오픈형티(맨투맨 등)_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8450,2022-10-09,니트 셔츠_후드티_ZB,15092800,279,4455163,27872100,54096.05734767025,99900.0,45.84979244477453,45.84979244477452
8451,2022-10-09,점퍼_패딩점퍼_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8452,2022-10-09,코트_싱글코트_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8453,2022-10-09,팬츠_니트팬츠_ZB,2579900,60,659272,5394000,42998.333333333336,89900.0,52.1709306637004,52.17093066370041
8454,2022-10-09,니트 셔츠_라운드_ZB,26161341,1221,11478220,85347900,21426.159705159705,69900.0,69.34741100835522,69.34741100835521
8455,2022-10-09,니트 셔츠_후드티_ZB,13643389,615,7323861,55288500,22184.372357723576,89900.0,75.32327880119735,75.32327880119736
8456,2022-10-09,팬츠_니트팬츠_ZB,5939125,263,2207082,18383700,22582.22433460076,69900.0,67.69352741831078,67.69352741831078
8457,2022-10-09,니트 셔츠_라운드_ZB,695000,48,255631,2535200,14479.166666666666,52816.666666666664,72.58598927106343,72.58598927106343
8458,2022-10-09,팬츠_니트팬츠_ZB,228000,12,81023,838800,19000.0,69900.0,72.81831187410586,72.81831187410586
8459,2022-10-09,수트_블레이져(수트)_ZC,58931865,317,15626148,82103000,185904.93690851735,259000.0,28.222032081653534,28.222032081653534
8460,2022-10-09,수트_수트팬츠_ZC,31217257,311,7779651,43229000,100377.03215434084,139000.0,27.786307802632493,27.786307802632493
8461,2022-10-09,수트_블레이져(수트)_ZC,14987911,91,3646690,21749000,164702.3186813187,239000.0,31.08689594923904,31.086895949239047
8462,2022-10-09,수트_수트팬츠_ZC,7843289,88,1793416,11352000,89128.28409090909,129000.0,30.908306906272024,30.908306906272024
8463,2022-10-09,수트_블레이져(수트)_ZC,932100,5,223068,1195000,186420.0,239000.0,22.0,22.0
8464,2022-10-09,수트_수트팬츠_ZC,399900,4,85406,516000,99975.0,129000.0,22.5,22.5
8465,2022-10-09,수트_블레이져(수트)_ZC,605700,3,146658,797000,201900.0,265666.6666666667,24.00250941028859,24.00250941028858
8466,2022-10-09,수트_수트팬츠_ZC,1066700,10,243617,1490000,106670.0,149000.0,28.409395973154364,28.409395973154364
8537,2022-10-16,점퍼_점퍼_ZA,35042659,282,9013902,73038000,124264.74822695035,259000.0,52.0213327309072,52.0213327309072
8538,2022-10-16,팬츠_팬츠(일반)_ZA,23415900,457,6899307,63523000,51238.2932166302,139000.0,63.13791854918691,63.13791854918691
8539,2022-10-16,사파리_패딩사파리_ZA,3594000,10,527200,5990000,359400.0,599000.0,40.0,40.0
8540,2022-10-16,수트_블레이져(수트)_ZA,86201140,316,19830954,121974000,272788.417721519,385993.67088607594,29.328266679784207,29.328266679784218
8541,2022-10-16,수트_수트팬츠_ZA,50511173,341,11218552,71429000,148126.60703812315,209469.2082111437,29.28478209130746,29.284782091307452
8542,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZA,7280450,157,1290540,15684300,46372.29299363057,99900.0,53.58128829466409,53.58128829466409
8543,2022-10-16,자켓_싱글재킷_ZA,221645423,1071,42145368,334429000,206951.8422035481,312258.63678804855,33.724221583654526,33.724221583654526
8544,2022-10-16,코트_더블코트_ZA,39378870,126,10248693,75474000,312530.71428571426,599000.0,47.824588600047704,47.8245886000477
8545,2022-10-16,코트_싱글코트_ZA,4220480,6,1322630,7194000,703413.3333333334,1199000.0,41.33333333333333,41.333333333333336
8546,2022-10-16,팬츠_팬츠(일반)_ZA,91017415,990,17295488,137610000,91936.78282828283,139000.0,33.858429619940416,33.85842961994041
8549,2022-10-16,가죽&FUR_가죽점퍼_ZA,6070800,11,2284100,10989000,551890.9090909091,999000.0,44.75566475566476,44.75566475566475
8550,2022-10-16,니트 셔츠_오픈형티(맨투맨 등)_ZA,5821900,119,1431578,15458100,48923.529411764706,129900.0,62.337544717656115,62.337544717656115
8551,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZA,1534300,30,415624,3897000,51143.333333333336,129900.0,60.628688734924296,60.6286887349243
8552,2022-10-16,팬츠_니트팬츠_ZA,1541400,43,385394,3865700,35846.51162790698,89900.0,60.126238456165765,60.126238456165765
8553,2022-10-16,수트_블레이져(수트)_ZA,-5135900,-24,-1215158,-7656000,213995.83333333334,319000.0,32.916666666666664,32.916666666666664
8554,2022-10-16,수트_수트팬츠_ZA,2255400,18,452718,3222000,125300.0,179000.0,30.0,30.0
8555,2022-10-16,스웨터_T-에리_ZA,116000,3,19333,299700,38666.666666666664,99900.0,61.29462796129464,61.29462796129463
8556,2022-10-16,스웨터_라운드_ZA,0,0,0,0,0.0,0.0,0.0,0.0
8557,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZA,1753890,43,381305,4295700,40788.13953488372,99900.0,59.1710314966129,59.17103149661289
8558,2022-10-16,자켓_싱글재킷_ZA,-9163500,-72,-2031172,-18648000,127270.83333333333,259000.0,50.86068211068211,50.86068211068211
8559,2022-10-16,팬츠_반바지_ZA,399400,29,319968,2317100,13772.413793103447,79900.0,82.76293642915714,82.76293642915714
8560,2022-10-16,팬츠_팬츠(일반)_ZA,-9633000,-130,-1950738,-18148200,74100.0,139601.53846153847,46.92035573775912,46.92035573775912
8561,2022-10-16,스웨터_T-에리_ZA,27295000,355,5360719,56764500,76887.32394366198,159900.0,51.91536964123704,51.91536964123704
8562,2022-10-16,스웨터_라운드_ZA,-240150,3,58497,479700,-80050.0,159900.0,150.06253908692932,150.06253908692932
8563,2022-10-16,스웨터_오픈형(CARDIGAN)_ZA,12838901,117,2361070,23388300,109734.19658119658,199900.0,45.10545443662002,45.10545443662002
8564,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZA,33625250,556,8494939,78204400,60477.06834532374,140655.39568345324,57.00337832653917,57.00337832653917
8565,2022-10-16,코트_싱글코트_ZA,0,0,0,0,0.0,0.0,0.0,0.0
8566,2022-10-16,스웨터_VEST_ZA,702000,18,151851,1798200,39000.0,99900.0,60.96096096096096,60.96096096096096
8567,2022-10-16,스웨터_오픈형(CARDIGAN)_ZA,1440000,20,291468,3998000,72000.0,199900.0,63.981990995497746,63.981990995497746
8568,2022-10-16,수트_블레이져(수트)_ZB,74284140,379,18145386,98161000,196000.36939313984,259000.0,24.324181701490406,24.32418170149041
8569,2022-10-16,수트_수트팬츠_ZB,42625123,404,9773788,56156000,105507.7301980198,139000.0,24.09515813092101,24.095158130921007
8570,2022-10-16,스웨터_오픈형(CARDIGAN)_ZB,21681180,200,4797776,39980000,108405.9,199900.0,45.76993496748374,45.76993496748374
8571,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZB,22381188,546,4610970,49085400,40991.18681318681,89900.0,54.40357417888008,54.40357417888008
8572,2022-10-16,니트 셔츠_라운드_ZB,10290400,271,1926903,24362900,37971.9557195572,89900.0,57.762006986032034,57.76200698603204
8573,2022-10-16,사파리_패딩사파리_ZB,33059892,178,7254135,86462000,185729.73033707865,485741.57303370786,61.763674215262206,61.7636742152622
8574,2022-10-16,수트_블레이져(수트)_ZB,243454490,1246,61743017,322714000,195388.83627608346,259000.0,24.56029487409905,24.560294874099046
8575,2022-10-16,수트_수트팬츠_ZB,133836059,1273,31944798,176947000,105134.37470542027,139000.0,24.363759204733622,24.363759204733622
8576,2022-10-16,스웨터_T-에리_ZB,22335062,412,5336163,49398800,54211.31553398058,119900.0,54.78622557632979,54.78622557632979
8577,2022-10-16,스웨터_Turtle_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8578,2022-10-16,스웨터_라운드_ZB,77248337,1565,18727796,156343500,49359.959744408945,99900.0,50.590630886477534,50.590630886477534
8579,2022-10-16,점퍼_점퍼_ZB,23911200,90,4183390,41310000,265680.0,459000.0,42.11764705882353,42.11764705882353
8580,2022-10-16,점퍼_패딩점퍼_ZB,37769170,256,6324831,76544000,147535.8203125,299000.0,50.656916283444815,50.656916283444815
8581,2022-10-16,코트_싱글코트_ZB,174395235,729,44806691,301771000,239225.28806584363,413951.9890260631,42.2094121038801,42.2094121038801
8582,2022-10-16,팬츠_팬츠(일반)_ZB,12163627,296,3319221,29570400,41093.33445945946,99900.0,58.86553107161215,58.86553107161215
8583,2022-10-16,니트 셔츠_라운드_ZB,30669234,1571,10702268,91002900,19522.10948440484,57926.73456397199,66.29861905499715,66.29861905499715
8584,2022-10-16,데님_데님팬츠_ZB,26453538,503,6811648,50249700,52591.5268389662,99900.0,47.355828990023824,47.355828990023824
8587,2022-10-16,수트_블레이져(수트)_ZB,52441283,318,12746893,76002000,164909.69496855346,239000.0,31.00012762822031,31.00012762822031
8588,2022-10-16,수트_수트팬츠_ZB,31874948,358,7162250,46182000,89036.16759776536,129000.0,30.979715040491968,30.979715040491968
8589,2022-10-16,우븐 셔츠_드레스셔츠_ZB,38531912,1140,7407760,79686000,33799.922807017545,69900.0,51.645317872650146,51.64531787265015
8590,2022-10-16,자켓_싱글재킷_ZB,6496000,49,1435485,11711000,132571.42857142858,239000.0,44.53078302450687,44.530783024506874
8591,2022-10-16,팬츠_니트팬츠_ZB,2084850,104,705212,7069600,20046.634615384617,67976.92307692308,70.50964693900644,70.50964693900644
8592,2022-10-16,팬츠_팬츠(일반)_ZB,119699416,2428,31098052,242557200,49299.59472817134,99900.0,50.65105632815681,50.65105632815682
8593,2022-10-16,수트_블레이져(수트)_ZB,1989408,11,462200,2629000,180855.27272727274,239000.0,24.328337771015594,24.328337771015594
8594,2022-10-16,수트_수트팬츠_ZB,1216623,12,249325,1548000,101385.25,129000.0,21.406782945736435,21.406782945736435
8595,2022-10-16,스웨터_T-에리_ZB,11641445,281,3090696,28071900,41428.62989323843,99900.0,58.52990000676834,58.52990000676834
8596,2022-10-16,스웨터_라운드_ZB,47000473,1396,15999851,132870400,33667.9606017192,95179.36962750716,64.62682960237946,64.62682960237946
8597,2022-10-16,스웨터_오픈형(CARDIGAN)_ZB,6285600,104,1622567,16629600,60438.46153846154,159900.0,62.202337999711354,62.20233799971136
8598,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZB,5042695,136,1060452,9506400,37078.63970588235,69900.0,46.95473575696373,46.95473575696373
8599,2022-10-16,점퍼_패딩점퍼_ZB,25025000,349,8209124,86901000,71704.87106017192,249000.0,71.20286302804341,71.20286302804341
8600,2022-10-16,코트_싱글코트_ZB,34845500,404,11406198,113076000,86251.23762376238,279891.0891089109,69.18400014149775,69.18400014149775
8601,2022-10-16,니트 셔츠_라운드_ZB,1077490,90,439432,4491000,11972.111111111111,49900.0,76.0077933645068,76.0077933645068
8602,2022-10-16,니트 셔츠_티에리_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8603,2022-10-16,수트_블레이져(수트)_ZB,1529600,7,336458,1673000,218514.2857142857,239000.0,8.571428571428573,8.571428571428571
8604,2022-10-16,수트_수트팬츠_ZB,1739000,17,284927,2193000,102294.11764705883,129000.0,20.702234382124942,20.702234382124942
8605,2022-10-16,스웨터_T-에리_ZB,569670,11,97591,988900,51788.181818181816,89900.0,42.393568611588634,42.393568611588634
8606,2022-10-16,스웨터_라운드_ZB,58000,2,21564,179800,29000.0,89900.0,67.74193548387096,67.74193548387096
8609,2022-10-16,우븐 셔츠_드레스셔츠_ZB,36447835,1559,10080600,108974100,23378.983322642718,69900.0,66.55367192754976,66.55367192754976
8610,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZB,2625405,92,730300,8270800,28537.010869565216,89900.0,68.25694007834792,68.25694007834792
8611,2022-10-16,자켓_싱글재킷_ZB,-4185000,-55,-1300570,-13145000,76090.90909090909,239000.0,68.16279954355268,68.16279954355268
8612,2022-10-16,점퍼_점퍼_ZB,299952,4,97099,996000,74988.0,249000.0,69.8843373493976,69.8843373493976
8613,2022-10-16,팬츠_반바지_ZB,-1098200,-60,-400342,-4794000,18303.333333333332,79900.0,77.09219858156028,77.09219858156028
8614,2022-10-16,팬츠_팬츠(일반)_ZB,16162425,448,4321293,44755200,36076.841517857145,99900.0,63.88704552767052,63.88704552767053
8616,2022-10-16,니트 셔츠_라운드_ZB,16380150,454,5855617,40814600,36079.62555066079,89900.0,59.86693487134506,59.86693487134506
8617,2022-10-16,우븐 셔츠_캐쥬얼셔츠_ZB,13058679,322,2355513,28947800,40554.90372670807,89900.0,54.88887238408446,54.88887238408446
8618,2022-10-16,팬츠_니트팬츠_ZB,5110600,121,1292809,10877900,42236.36363636364,89900.0,53.01850541005157,53.018505410051574
8619,2022-10-16,니트 셔츠_라운드_ZB,44661350,1296,14550700,116510400,34460.918209876545,89900.0,61.66749921037091,61.66749921037092
8620,2022-10-16,니트 셔츠_오픈형티(맨투맨 등)_ZB,0,0,0,0,0.0,0.0,0.0,0.0
8621,2022-10-16,니트 셔츠_후드티_ZB,5046050,165,2652827,16483500,30582.121212121212,99900.0,69.38726605393272,69.38726605393272
8622,2022-10-16,점퍼_패딩점퍼_ZB,17181578,102,3553661,40698000,168446.8431372549,399000.0,57.782746080888494,57.782746080888494
8623,2022-10-16,코트_싱글코트_ZB,26794180,107,6464700,53393000,250412.89719626168,499000.0,49.81705467008784,49.81705467008784
8624,2022-10-16,팬츠_니트팬츠_ZB,3500900,81,890258,7281900,43220.98765432099,89900.0,51.92326178607232,51.92326178607232
8625,2022-10-16,니트 셔츠_라운드_ZB,8132385,400,3751459,27960000,20330.9625,69900.0,70.91421673819742,70.91421673819742
8626,2022-10-16,니트 셔츠_후드티_ZB,7803217,337,4002569,30296300,23154.94658753709,89900.0,74.24366341764505,74.24366341764505
8627,2022-10-16,팬츠_니트팬츠_ZB,3600525,136,1142807,9506400,26474.448529411766,69900.0,62.12525246149963,62.12525246149962
8628,2022-10-16,니트 셔츠_라운드_ZB,32855140,2343,14144551,133555700,14022.680324370465,57002.00597524541,75.39967219669396,75.39967219669397
8629,2022-10-16,팬츠_니트팬츠_ZB,4301185,212,1431401,14818800,20288.60849056604,69900.0,70.9748090263719,70.9748090263719
8630,2022-10-16,수트_블레이져(수트)_ZC,60944590,311,15330385,80549000,195963.31189710612,259000.0,24.338489615016943,24.338489615016947
8631,2022-10-16,수트_수트팬츠_ZC,34846031,327,8179891,45453000,106562.78593272172,139000.0,23.33612522825776,23.33612522825776
8632,2022-10-16,수트_블레이져(수트)_ZC,16109100,97,3886399,23183000,166073.19587628866,239000.0,30.513307164732776,30.51330716473278
8633,2022-10-16,수트_수트팬츠_ZC,7916700,87,1774730,11223000,90996.55172413793,129000.0,29.460037423148894,29.46003742314889
8634,2022-10-16,수트_블레이져(수트)_ZC,1051600,6,262973,1434000,175266.66666666666,239000.0,26.666666666666668,26.666666666666668
8635,2022-10-16,수트_수트팬츠_ZC,464400,5,105769,645000,92880.0,129000.0,28.0,28.0
8636,2022-10-16,수트_블레이져(수트)_ZC,485500,2,72480,238000,242750.0,119000.0,-103.99159663865547,-103.99159663865547
8637,2022-10-16,수트_수트팬츠_ZC,1072500,10,240638,1440000,107250.0,144000.0,25.520833333333332,25.520833333333332
8708,2022-10-23,점퍼_점퍼_ZA,14353200,133,4251238,34447000,107918.7969924812,259000.0,58.33251081371382,58.332510813713824
8709,2022-10-23,팬츠_팬츠(일반)_ZA,14975000,345,5204843,47955000,43405.79710144927,139000.0,68.77280784068397,68.77280784068398
8710,2022-10-23,사파리_패딩사파리_ZA,1335000,5,263600,2995000,267000.0,599000.0,55.425709515859765,55.425709515859765
8711,2022-10-23,수트_블레이져(수트)_ZA,63431994,235,14758897,90615000,269923.37872340425,385595.74468085106,29.99835126634663,29.99835126634663
8712,2022-10-23,수트_수트팬츠_ZA,39062511,267,8777138,55853000,146301.5393258427,209187.26591760298,30.061928634093064,30.061928634093064
8713,2022-10-23,우븐 셔츠_캐쥬얼셔츠_ZA,3776750,93,764460,9290700,40610.215053763444,99900.0,59.34913408031687,59.34913408031687
8714,2022-10-23,자켓_싱글재킷_ZA,168832943,865,34485361,277235000,195182.5930635838,320502.8901734104,39.10114415568021,39.1011441556802
8715,2022-10-23,코트_더블코트_ZA,18199540,70,5693719,41930000,259993.42857142858,599000.0,56.59542093966134,56.59542093966134
8716,2022-10-23,코트_싱글코트_ZA,59903080,171,14488651,106629000,350310.40935672517,623561.4035087719,43.821024299205654,43.821024299205654
8717,2022-10-23,팬츠_팬츠(일반)_ZA,63242195,737,12239258,102443000,85810.3052917232,139000.0,38.26596741602648,38.26596741602647
