Unnamed: 0,주차,라인,성별,기획년도,시즌이월,상품년차,시즌,복종,소품종,카테고리,할인율,판매액,판매수량,매출원가,판매택가
3290,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,59.349250554129085,18523327,183,4304498,45567000
3291,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,57.53467191374847,98517470,817,23161788,228233000
3292,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,53.03653195447421,19236894,586,3199791,40961400
3293,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,52.64413284490172,20472652,439,5476755,43856100
3294,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,39.03994568876089,76602931,541,19351284,129299000
3295,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,38.87517064595461,45078138,579,10164063,74691000
3296,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,54.21112046607959,58313460,1915,14657683,133858500
3297,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,41.98235953377167,15530162,112,3281110,26768000
3300,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,46.62408294850571,18377862,690,3393724,34431000
3301,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,27.36771935777805,138679102,828,33879636,197892000
3302,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,27.71982215508142,81534016,894,18938556,115326000
3303,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,35.81799048274016,13905610,241,1712305,21665900
3304,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,52.22226878734326,28387139,850,5283512,59415000
3306,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,여름,자켓,싱글재킷,자켓_싱글재킷_ZB,41.667662881052,9759000,70,1642879,16730000
3308,2022-03-27,ZB,1:남성,2022,01_시즌,당해년도,여름,팬츠,반바지,팬츠_반바지_ZB,0.0,0,0,0,0
3310,2022-03-27,ZB,3:남녀공용,2022,01_시즌,당해년도,봄,니트 셔츠,라운드,니트 셔츠_라운드_ZB,59.40413841720056,23495748,828,7774289,57877200
3320,2022-04-03,ZA,1:남성,2022,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,57.9543704947862,17422910,319,4419464,41438100
3326,2022-04-03,ZA,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,52.29995620620621,3049750,64,555011,6393600
3331,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,24.7625811549883,63115424,349,14687554,83411000
3332,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,23.714028630475827,37876898,382,8050833,49278000
3333,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,T-에리,스웨터_T-에리_ZB,66.5591111170606,44966425,1346,14804539,134465400
3334,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,64.01019649625111,84107194,2384,26003009,220591600
3335,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,58.41483566143292,57126882,853,12998080,136394700
3337,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,65.65963184356966,33262424,389,9149998,96861000
3338,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,63.19113860358453,116072309,1122,32096447,311058000
3339,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,52.97195185298726,22090391,672,3669293,46972800
3340,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,52.65761702960514,26791584,586,7421426,58541400
3341,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,38.54761344751217,105218289,720,25725670,172080000
3342,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,38.34175596716081,58031994,741,13018635,95589000
3343,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,51.66051770907925,73001581,2182,16565188,152521800
3344,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,41.78786305469871,19060400,137,4013500,32743000
3347,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,44.66523091092364,35064397,1337,6726527,66716300
3348,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,24.80102313283746,135398908,754,34629654,180206000
3349,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,24.395731915780694,84874076,872,20554493,112488000
3350,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,20.043032563414688,-14663788,-204,-1425105,-18339600
3351,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,51.92347018182135,38612713,1149,7142065,80315100
3353,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,여름,자켓,싱글재킷,자켓_싱글재킷_ZB,43.68487980966445,13728500,102,2410972,24378000
3355,2022-04-03,ZB,1:남성,2022,01_시즌,당해년도,여름,팬츠,반바지,팬츠_반바지_ZB,0.0,0,0,0,0
3357,2022-04-03,ZB,3:남녀공용,2022,01_시즌,당해년도,봄,니트 셔츠,라운드,니트 셔츠_라운드_ZB,65.06253163680526,37340153,1529,14351802,106877100
3360,2022-04-03,ZB,3:남녀공용,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,0.0,0,0,0,0
3368,2022-04-10,ZA,1:남성,2022,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,58.77467230156112,7872100,147,2036555,19095300
3374,2022-04-10,ZA,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,50.12702614895597,11359667,228,1977226,22777200
3379,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,23.543889634315168,47197720,256,10753247,61184000
3380,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,23.84468204220215,29486140,298,6269409,38442000
3381,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,T-에리,스웨터_T-에리_ZB,61.35312876979544,30114415,780,8579145,77922000
3382,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,63.13973012674512,71604103,2016,22332158,188208400
3383,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,55.655716511922776,40494860,583,8864131,93221700
3385,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,65.33282016956716,24860528,288,6774292,71712000
3386,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,69.32844200153794,69426653,823,23005867,227007000
3387,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,57.58590613318566,16543278,558,3046844,39004200
3388,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,52.69094674186207,19774650,415,5254657,41458500
3389,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,40.45879401589468,94877400,667,23835331,159413000
3390,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,40.67523603192335,57206039,743,13026534,95847000
3391,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,51.91522526106827,70390336,2110,15902838,147489000
3392,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,42.58899736556641,22228392,162,4745891,38718000
3395,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,49.19067270508868,75706609,2986,15225304,149001400
3396,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,22.9856504337197,124218721,672,31544529,160608000
3397,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,23.473124162562414,73501231,742,17698578,95718000
3398,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,42.62536993349007,42243850,819,6013787,73628100
3399,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,51.85938418250138,40548600,1205,7490155,84229500
3401,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,여름,자켓,싱글재킷,자켓_싱글재킷_ZB,43.00322349038152,23021568,169,4006714,40391000
3403,2022-04-10,ZB,1:남성,2022,01_시즌,당해년도,여름,팬츠,반바지,팬츠_반바지_ZB,0.0,0,0,0,0
3405,2022-04-10,ZB,3:남녀공용,2022,01_시즌,당해년도,봄,니트 셔츠,라운드,니트 셔츠_라운드_ZB,66.10362429058782,34497833,1456,13668472,101774400
3408,2022-04-10,ZB,3:남녀공용,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,0.0,0,0,0,0
3416,2022-04-17,ZA,1:남성,2022,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,60.0910957146523,5598900,108,1496245,14029200
3422,2022-04-17,ZA,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,52.850066413906895,19763350,414,3760752,41358600
3427,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,25.521547997491066,59204072,332,13949574,79348000
3428,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,25.32482354814676,34010169,354,7447462,45666000
3429,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,T-에리,스웨터_T-에리_ZB,64.81963468170365,22422628,638,7017233,63736200
3430,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,59.59037058311025,37911599,1043,11192242,95635700
3431,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,61.396725644148376,27460555,466,7003488,74513400
3433,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,66.5386822013328,7582000,91,2140488,22659000
3434,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,74.00281674306311,31238600,453,12628472,125437000
3435,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,60.11318107783577,10065000,361,1970968,25233900
3436,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,56.02257923053393,24688925,556,7035566,55544400
3437,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,40.09161494432208,76668486,534,19094168,127626000
3438,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,40.35927917249445,45066817,581,10201837,74949000
3439,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,52.56131663346045,61078892,1905,14307978,133159500
3440,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,44.511516431734165,13659600,103,3017449,24617000
3443,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,54.33872524572995,121550409,5508,29157217,274849200
3444,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,25.916992000186184,138681000,776,35502272,185464000
3445,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,26.6175210828986,82330651,859,20095524,110811000
3446,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,45.35972940948881,44799500,1129,8373191,101497100
3447,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,53.72724881611163,40463161,1251,7776086,87444900
3449,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,여름,자켓,싱글재킷,자켓_싱글재킷_ZB,49.55465711651656,35566489,295,6992070,70505000
3451,2022-04-17,ZB,1:남성,2022,01_시즌,당해년도,여름,팬츠,반바지,팬츠_반바지_ZB,0.0,0,0,0,0
3453,2022-04-17,ZB,3:남녀공용,2022,01_시즌,당해년도,봄,니트 셔츠,라운드,니트 셔츠_라운드_ZB,65.00152176667068,22653605,926,8691229,64727400
3456,2022-04-17,ZB,3:남녀공용,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,46.93557884586505,21737650,592,4807324,41380800
3464,2022-04-24,ZA,1:남성,2022,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,59.85373364126251,3859100,74,1025204,9612600
3470,2022-04-24,ZA,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,48.90423686206034,33761100,661,6121460,66033900
3476,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,23.58170667368285,43033765,236,9961018,56404000
3477,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,24.46208483249077,25432940,262,5532288,33798000
3478,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,T-에리,스웨터_T-에리_ZB,65.96869054484948,10267178,302,3321629,30169800
3479,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,63.21199791654855,18139614,541,5827112,49705900
3480,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,63.36813618160473,21237662,364,5535560,58203600
3482,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,68.14939759036145,25775100,325,7644600,80925000
3483,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,72.69212395231939,22967280,306,8382031,82834000
3484,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,60.15224129709108,7353346,264,1441375,18453600
3485,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,56.73892477339476,20187650,462,5843434,46153800
3486,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,40.17996992003634,71592410,499,17828334,119261000
3487,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,40.252765673338125,42398834,543,9526364,70047000
3488,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,50.21014585009426,59374644,1754,13072451,122604600
3489,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,44.4101281111159,12887400,97,2841675,23183000
3492,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,55.47837484458948,125445356,5693,30364523,284080700
3494,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,22.62307491663923,110861178,601,27102619,143639000
3495,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,22.70143339188474,62533975,627,14266001,80883000
3496,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,61.45666488714944,52013942,1402,10835313,126039800
3497,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,라운드,스웨터_라운드_ZB,34.37152391546162,1298000,22,214595,1977800
3498,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,52.98464754888256,48934096,1489,9255469,104081100
3500,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,자켓,싱글재킷,자켓_싱글재킷_ZB,46.57922552020443,38047344,298,7068552,71222000
3502,2022-04-24,ZB,1:남성,2022,01_시즌,당해년도,여름,팬츠,반바지,팬츠_반바지_ZB,0.0,0,0,0,0
3504,2022-04-24,ZB,3:남녀공용,2022,01_시즌,당해년도,봄,니트 셔츠,라운드,니트 셔츠_라운드_ZB,66.28262016454451,14188206,602,5649927,42079800
3507,2022-04-24,ZB,3:남녀공용,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,52.31438315347895,44985857,1338,11605000,93526200
3515,2022-05-01,ZA,1:남성,2022,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,63.27247680401928,2719416,57,789685,7404300
3521,2022-05-01,ZA,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,57.29270441786849,20639297,475,4406024,47452500
3527,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,23.636777283964147,26103780,144,6060128,34416000
3528,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,24.969345828289853,14221040,148,3119138,19092000
3529,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,T-에리,스웨터_T-에리_ZB,70.86167299374847,9256722,318,3497634,31768200
3530,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,75.3060871688458,32927765,1401,15538539,130899900
3531,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,69.31412223523296,37809947,823,12410220,131597700
3533,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,67.93653022686773,-12055544,-151,-3551799,-37599000
3534,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,71.64716152447399,17190918,209,5890034,58121000
3535,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,59.719974671075775,5152500,183,999067,12791700
3536,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,57.10532351602183,19693986,467,5994346,46653300
3537,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,38.36952311540856,71000871,497,17742645,118783000
3538,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,37.74099890965034,42974849,544,9548025,70176000
3539,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,51.43053388499211,58902854,1747,12977105,122115300
3540,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,42.75015956315155,8072800,59,1728442,14101000
3543,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,66.4740851252617,58461362,3325,17495501,165917500
3545,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,29.03349704021601,101654630,597,26936002,142683000
3546,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,29.521348980373563,58589517,638,14247408,82302000
3547,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,55.69430942869221,68509086,1611,12160655,144828900
3548,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,라운드,스웨터_라운드_ZB,48.00523722839904,59924900,1282,12840003,115251800
3549,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,54.83624006668924,37220403,1179,7438396,82412100
3551,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,자켓,싱글재킷,자켓_싱글재킷_ZB,52.59493421715207,51777235,457,10807451,109223000
3553,2022-05-01,ZB,1:남성,2022,01_시즌,당해년도,여름,팬츠,반바지,팬츠_반바지_ZB,55.55365306081098,4450000,126,811861,10067400
3555,2022-05-01,ZB,3:남녀공용,2022,01_시즌,당해년도,봄,니트 셔츠,라운드,니트 셔츠_라운드_ZB,68.26060300765009,23627918,1065,9994712,74443500
3558,2022-05-01,ZB,3:남녀공용,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,56.58713662211189,68618925,2414,18992420,159798600
3566,2022-05-08,ZA,1:남성,2022,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,61.062406979728,1517398,30,415623,3897000
3572,2022-05-08,ZA,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,51.48119385965428,35533450,750,6756505,74925000
3578,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,23.91498027097322,30891968,170,7166926,40630000
3579,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,23.94498892580288,18450860,188,3978777,24252000
3580,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,T-에리,스웨터_T-에리_ZB,68.27852852852853,3929529,124,1363856,12387600
3581,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,70.81120529444813,5201710,191,2071486,17620900
3582,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,65.59657541117838,12326311,222,3408782,35497800
3584,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,68.96496270797476,5409407,70,1646529,17430000
3585,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,73.54749049674635,8079131,107,3006033,29763000
3586,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,59.90069847681562,2859000,102,556882,7129800
3587,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,59.21061760137877,21317562,501,6416218,50049900
3588,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,32.19373659843626,65496579,439,15797050,104921000
3589,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,32.08544368049018,40651840,502,8888477,64758000
3590,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,54.783207262381936,49249672,1606,11811047,112259400
3591,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,44.73783995815899,8452900,64,1874920,15296000
3594,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,63.55456336483212,79188249,4357,23653630,217414300
3596,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,31.31344580433554,96154927,585,26228867,139815000
3597,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,31.425715770941817,59400750,671,14501429,86559000
3598,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,63.29887505681268,160333635,4866,46994985,437453400
3599,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,여름,스웨터,라운드,스웨터_라운드_ZB,65.20178702862614,44016016,1407,14812888,126489300
3600,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,55.2522272019036,68902059,2256,13859009,157694400
3602,2022-05-08,ZB,1:남성,2022,01_시즌,당해년도,여름,자켓,싱글재킷,자켓_싱글재킷_ZB,49.03469708996489,37882000,311,7388369,74329000
