,주차,카테고리,판매액,판매수량,매출원가,판매택가,실판매가,택가,할인율
7527,2022-08-28,점퍼_점퍼_ZA,-3225000,-25,-799105,-6475000,129000.0,259000.0,0.5019305019305019
7528,2022-08-28,팬츠_팬츠(일반)_ZA,3304000,56,844619,7784000,59000.0,139000.0,0.5755395683453237
7529,2022-08-28,수트_블레이져(수트)_ZA,5531400,16,1089768,7024000,345712.5,439000.0,0.2125
7530,2022-08-28,수트_수트팬츠_ZA,4299400,21,792576,5439000,204733.33333333334,259000.0,0.20952380952380947
7531,2022-08-28,우븐 셔츠_캐쥬얼셔츠_ZA,6530100,135,1109700,13486500,48371.11111111111,99900.0,0.5158046935824714
7532,2022-08-28,자켓_싱글재킷_ZA,17860000,77,2991801,23023000,231948.05194805196,299000.0,0.22425400686270247
7533,2022-08-28,팬츠_팬츠(일반)_ZA,13353586,123,2239652,17097000,108565.73983739837,139000.0,0.21895151196116278
7536,2022-08-28,수트_블레이져(수트)_ZA,12822800,59,2998706,18821000,217335.59322033898,319000.0,0.31869719993624146
7537,2022-08-28,수트_수트팬츠_ZA,7497000,60,1518693,10740000,124950.0,179000.0,0.3019553072625698
7538,2022-08-28,스웨터_T-에리_ZA,2493700,71,502120,7092900,35122.535211267605,99900.0,0.6484230709582822
7539,2022-08-28,스웨터_라운드_ZA,1643900,50,562703,4995000,32878.0,99900.0,0.6708908908908909
7540,2022-08-28,우븐 셔츠_캐쥬얼셔츠_ZA,13656945,405,3441753,40459500,33720.851851851854,99900.0,0.6624539354168983
7541,2022-08-28,자켓_싱글재킷_ZA,24895363,212,6355291,54908000,117430.9575471698,259000.0,0.5465986195089968
7542,2022-08-28,팬츠_반바지_ZA,3090000,126,1390206,10067400,24523.809523809523,79900.0,0.6930687168484415
7543,2022-08-28,팬츠_팬츠(일반)_ZA,15208791,282,4270154,38064100,53931.882978723406,134979.0780141844,0.6004426480594576
7544,2022-08-28,가죽&FUR_가죽점퍼_ZA,-12879400,-27,-5279400,-26973000,477014.81481481483,999000.0,0.5225076928780632
7545,2022-08-28,니트 셔츠_오픈형티(맨투맨 등)_ZA,6047945,111,1335318,14418900,54485.99099099099,129900.0,0.5805543418707391
7546,2022-08-28,우븐 셔츠_캐쥬얼셔츠_ZA,747000,11,152396,1428900,67909.09090909091,129900.0,0.4772202393449506
7547,2022-08-28,팬츠_니트팬츠_ZA,283000,7,62738,629300,40428.57142857143,89900.0,0.5502939774352456
7548,2022-08-28,스웨터_VEST_ZA,312000,8,67489,799200,39000.0,99900.0,0.6096096096096096
7549,2022-08-28,스웨터_오픈형(CARDIGAN)_ZA,345000,5,72718,999500,69000.0,199900.0,0.6548274137068534
7550,2022-08-28,수트_블레이져(수트)_ZB,132101930,662,29471851,171458000,199549.74320241692,259000.0,0.2295376710331393
7551,2022-08-28,수트_수트팬츠_ZB,76015364,710,16040681,98690000,107063.89295774647,139000.0,0.2297561657716081
7552,2022-08-28,스웨터_오픈형(CARDIGAN)_ZB,4060950,20,439797,3998000,203047.5,199900.0,-0.01574537268634317
7553,2022-08-28,우븐 셔츠_캐쥬얼셔츠_ZB,6066800,127,1072515,11417300,47770.07874015748,89900.0,0.46863093726187455
7554,2022-08-28,수트_블레이져(수트)_ZB,37576160,185,8882594,47915000,203114.37837837837,259000.0,0.21577460085568195
7555,2022-08-28,수트_수트팬츠_ZB,23342604,214,5260446,29746000,109077.58878504673,139000.0,0.2152691454313185
7556,2022-08-28,니트 셔츠_라운드_ZB,11352107,833,5531478,36336700,13627.979591836734,43621.488595438175,0.687585636560282
7557,2022-08-28,데님_데님팬츠_ZB,14038947,266,3546836,26573400,52777.996240601504,99900.0,0.4716917293233083
7560,2022-08-28,수트_블레이져(수트)_ZB,64631609,403,16370063,96317000,160376.20099255582,239000.0,0.3289698703240342
7561,2022-08-28,수트_수트팬츠_ZB,41729305,476,9507598,61404000,87666.60714285714,129000.0,0.32041389811738646
7562,2022-08-28,우븐 셔츠_드레스셔츠_ZB,18680027,547,3542213,38235300,34149.95795246801,69900.0,0.5114455228545349
7563,2022-08-28,자켓_싱글재킷_ZB,2939000,22,644504,5258000,133590.9090909091,239000.0,0.44104222137694943
7564,2022-08-28,팬츠_니트팬츠_ZB,2104843,172,992404,10612800,12237.459302325582,61702.32558139535,0.8016693992160411
7565,2022-08-28,팬츠_팬츠(일반)_ZB,55605968,1036,12821539,103496400,53673.71428571428,99900.0,0.46272558272558273
7566,2022-08-28,니트 셔츠_라운드_ZB,-24349886,-1936,-9242745,-96606400,12577.420454545454,49900.0,0.7479474858808526
7567,2022-08-28,니트 셔츠_티에리_ZB,12857893,638,6254952,57356200,20153.437304075236,89900.0,0.7758238342149584
7568,2022-08-28,수트_블레이져(수트)_ZB,13715080,79,3312358,18881000,173608.6075949367,239000.0,0.27360415232244056
7569,2022-08-28,수트_수트팬츠_ZB,9043240,94,1945906,12126000,96204.68085106384,129000.0,0.25422728022431135
7570,2022-08-28,스웨터_T-에리_ZB,11266761,375,3261164,33712500,30044.696,89900.0,0.6657987096774194
7571,2022-08-28,스웨터_라운드_ZB,4415200,135,1426969,12136500,32705.185185185186,89900.0,0.6362048366497755
7574,2022-08-28,우븐 셔츠_드레스셔츠_ZB,43092826,2215,13758151,154828500,19455.00045146727,69900.0,0.72167381328373
7575,2022-08-28,우븐 셔츠_캐쥬얼셔츠_ZB,39240114,1730,13154286,155527000,22682.14682080925,89900.0,0.7476958084448359
7576,2022-08-28,자켓_싱글재킷_ZB,8085000,119,2804166,28441000,67941.17647058824,239000.0,0.7157272951021412
7577,2022-08-28,점퍼_점퍼_ZB,21281550,365,8423810,90885000,58305.61643835616,249000.0,0.7658408978379271
7578,2022-08-28,팬츠_반바지_ZB,-7208710,-133,-501356,-10626700,54200.827067669175,79900.0,0.3216417137963808
7579,2022-08-28,팬츠_팬츠(일반)_ZB,50406364,1610,15380713,160839000,31308.30062111801,99900.0,0.686603597386206
7580,2022-08-28,수트_블레이져(수트)_ZB,4099282,22,936266,5258000,186331.0,239000.0,0.22037238493723849
7581,2022-08-28,수트_수트팬츠_ZB,2660077,24,508364,3096000,110836.54166666667,129000.0,0.1408020025839793
7582,2022-08-28,스웨터_T-에리_ZB,2158400,56,615936,5594400,38542.857142857145,99900.0,0.6141856141856141
7583,2022-08-28,스웨터_라운드_ZB,5185900,208,2329002,19539200,24932.21153846154,93938.46153846153,0.7345899525057321
7584,2022-08-28,스웨터_오픈형(CARDIGAN)_ZB,2893945,55,851623,8794500,52617.181818181816,159900.0,0.6709369492296321
7585,2022-08-28,우븐 셔츠_캐쥬얼셔츠_ZB,1392345,36,280535,2516400,38676.25,69900.0,0.44669170243204576
7586,2022-08-28,점퍼_패딩점퍼_ZB,1983620,29,682134,7221000,68400.68965517242,249000.0,0.7252984351197895
7587,2022-08-28,코트_싱글코트_ZB,13781110,156,4360985,44444000,88340.44871794872,284897.4358974359,0.6899219242192421
7588,2022-08-28,니트 셔츠_라운드_ZB,-384308,-5,-64489,-449500,76861.6,89900.0,0.14503225806451606
7589,2022-08-28,우븐 셔츠_캐쥬얼셔츠_ZB,9224827,194,1419160,17440600,47550.654639175256,89900.0,0.47107169478114286
7590,2022-08-28,팬츠_니트팬츠_ZB,5653693,117,1250071,10518300,48322.16239316239,89900.0,0.46248985102155293
7591,2022-08-28,니트 셔츠_라운드_ZB,72957413,6381,34386709,343251900,11433.539100454474,53792.80677009873,0.7874522675621024
7592,2022-08-28,팬츠_니트팬츠_ZB,1239445,64,432121,4473600,19366.328125,69900.0,0.7229423730329041
7593,2022-08-28,니트 셔츠_라운드_ZB,2277400,83,779220,5801700,27438.55421686747,69900.0,0.6074598824482479
7594,2022-08-28,니트 셔츠_후드티_ZB,1324700,41,488638,3685900,32309.756097560974,89900.0,0.6406033804498223
7595,2022-08-28,팬츠_니트팬츠_ZB,2641345,129,1083645,9017100,20475.542635658916,69900.0,0.7070737820363532
7596,2022-08-28,수트_블레이져(수트)_ZC,27718345,173,6933051,41347000,160221.64739884392,239000.0,0.32961653808015096
7597,2022-08-28,수트_수트팬츠_ZC,15359119,180,3677793,23220000,85328.4388888889,129000.0,0.33853923341946596
7598,2022-08-28,수트_블레이져(수트)_ZC,2200100,11,558843,3109000,200009.0909090909,282636.36363636365,0.2923448054036668
7599,2022-08-28,수트_수트팬츠_ZC,1653840,14,346548,2156000,118131.42857142857,154000.0,0.2329128014842301
7600,2022-08-28,수트_블레이져(수트)_ZC,1529600,8,347424,1912000,191200.0,239000.0,0.2
7601,2022-08-28,수트_수트팬츠_ZC,825600,8,172423,1032000,103200.0,129000.0,0.2
7647,2022-09-04,점퍼_점퍼_ZA,11052599,86,2748920,22274000,128518.59302325582,259000.0,0.5037892161264255
7648,2022-09-04,팬츠_팬츠(일반)_ZA,9517500,163,2458112,22657000,58389.57055214724,139000.0,0.5799311471068543
7649,2022-09-04,수트_블레이져(수트)_ZA,9051200,26,1780125,11314000,348123.07692307694,435153.8461538461,0.19999999999999993
7650,2022-09-04,수트_수트팬츠_ZA,5100000,25,951046,6375000,204000.0,255000.0,0.2
7651,2022-09-04,우븐 셔츠_캐쥬얼셔츠_ZA,8146200,170,1397400,16983000,47918.82352941176,99900.0,0.5203320968026851
7652,2022-09-04,자켓_싱글재킷_ZA,38192000,164,6049528,49036000,232878.0487804878,299000.0,0.22114364956358598
7653,2022-09-04,팬츠_팬츠(일반)_ZA,12476460,116,1923536,16124000,107555.68965517242,139000.0,0.2262180600347308
7656,2022-09-04,수트_블레이져(수트)_ZA,5613000,25,1243367,7975000,224520.0,319000.0,0.2961755485893417
7657,2022-09-04,수트_수트팬츠_ZA,787600,6,149151,1074000,131266.66666666666,179000.0,0.2666666666666667
7658,2022-09-04,스웨터_T-에리_ZA,-361000,21,187767,2097900,-17190.47619047619,99900.0,1.1720768387435054
7659,2022-09-04,스웨터_라운드_ZA,187600,15,170399,1498500,12506.666666666666,99900.0,0.8748081414748081
7660,2022-09-04,우븐 셔츠_캐쥬얼셔츠_ZA,12466390,386,3314258,38561400,32296.34715025907,99900.0,0.6767132417391485
7661,2022-09-04,자켓_싱글재킷_ZA,25921958,221,6453126,57239000,117293.92760180995,259000.0,0.5471276926571044
7662,2022-09-04,팬츠_반바지_ZA,1053000,36,397202,2876400,29250.0,79900.0,0.6339173967459324
7663,2022-09-04,팬츠_팬츠(일반)_ZA,-568069,26,750302,2832000,-21848.80769230769,108923.07692307692,1.200589336158192
7664,2022-09-04,가죽&FUR_가죽점퍼_ZA,5194200,9,1650900,8991000,577133.3333333334,999000.0,0.4222889556222889
7665,2022-09-04,니트 셔츠_오픈형티(맨투맨 등)_ZA,7936765,200,2405967,25980000,39683.825,129900.0,0.6945048113933795
7666,2022-09-04,우븐 셔츠_캐쥬얼셔츠_ZA,2070400,39,540311,5066100,53087.179487179485,129900.0,0.5913227137245614
7667,2022-09-04,팬츠_니트팬츠_ZA,863500,25,224066,2247500,34540.0,89900.0,0.6157953281423805
7668,2022-09-04,스웨터_VEST_ZA,477700,11,92798,1098900,43427.27272727273,99900.0,0.5652925652925653
7669,2022-09-04,스웨터_오픈형(CARDIGAN)_ZA,1998900,31,448234,6196900,64480.645161290326,199900.0,0.6774354919395181
7670,2022-09-04,수트_블레이져(수트)_ZB,191003151,967,43161679,250453000,197521.3557394002,259000.0,0.23736928285945869
7671,2022-09-04,수트_수트팬츠_ZB,109014411,1030,23296014,143170000,105839.23398058252,139000.0,0.23856666201019772
7672,2022-09-04,스웨터_오픈형(CARDIGAN)_ZB,7636700,59,1387684,11794100,129435.59322033898,199900.0,0.352498283039825
7673,2022-09-04,우븐 셔츠_캐쥬얼셔츠_ZB,12840150,279,2356155,25082100,46022.04301075269,89900.0,0.4880751611707153
7674,2022-09-04,사파리_패딩사파리_ZB,748500,3,138810,1497000,249500.0,499000.0,0.5
7675,2022-09-04,수트_블레이져(수트)_ZB,88069585,449,21558297,116291000,196146.06904231626,259000.0,0.24267927010688703
7676,2022-09-04,수트_수트팬츠_ZB,53081584,503,12300961,69917000,105529.98807157058,139000.0,0.24079145272251382
7677,2022-09-04,니트 셔츠_라운드_ZB,39501940,1914,12942699,105738600,20638.422152560084,55244.8275862069,0.626418923647561
7678,2022-09-04,데님_데님팬츠_ZB,14794586,310,4032265,30969000,47724.47096774194,99900.0,0.5222775678904711
7681,2022-09-04,수트_블레이져(수트)_ZB,80236013,500,20173753,119500000,160472.026,239000.0,0.3285689288702928
7682,2022-09-04,수트_수트팬츠_ZB,49093598,566,11210449,73014000,86737.80565371025,129000.0,0.32761390966116083
7683,2022-09-04,우븐 셔츠_드레스셔츠_ZB,25823385,776,5217134,54242400,33277.55798969072,69900.0,0.5239262090173001
7684,2022-09-04,자켓_싱글재킷_ZB,5259000,41,1201120,9799000,128268.29268292683,239000.0,0.46331258291662414
7685,2022-09-04,팬츠_니트팬츠_ZB,1848300,100,641207,6560000,18483.0,65600.0,0.7182469512195122
7686,2022-09-04,팬츠_팬츠(일반)_ZB,104103031,2026,25011261,202397400,51383.52961500493,99900.0,0.4856503542041548
7687,2022-09-04,니트 셔츠_라운드_ZB,3818455,223,1448048,11127700,17123.11659192825,49900.0,0.6568513709032415
7688,2022-09-04,니트 셔츠_티에리_ZB,9849135,343,3362772,30835700,28714.679300291544,89900.0,0.6805931112314623
7689,2022-09-04,수트_블레이져(수트)_ZB,16108600,86,3627157,20554000,187309.3023255814,239000.0,0.21627906976744182
7690,2022-09-04,수트_수트팬츠_ZB,7133700,71,1503193,9159000,100474.64788732394,129000.0,0.22112676056338032
7691,2022-09-04,스웨터_T-에리_ZB,614635,284,2124857,25531600,2164.207746478873,89900.0,0.97592649892682
7692,2022-09-04,스웨터_라운드_ZB,6120352,217,2297911,19508300,28204.387096774193,89900.0,0.6862693315153037
7695,2022-09-04,우븐 셔츠_드레스셔츠_ZB,44668140,2231,14242490,155946900,20021.57776781712,69900.0,0.7135682722772944
7696,2022-09-04,우븐 셔츠_캐쥬얼셔츠_ZB,33649160,1581,12218059,142131900,21283.466160657812,89900.0,0.7632539915388452
7697,2022-09-04,자켓_싱글재킷_ZB,8869450,121,2864765,28919000,73301.23966942148,239000.0,0.6933002524291988
7698,2022-09-04,점퍼_점퍼_ZB,27931550,489,11416740,121761000,57119.73415132924,249000.0,0.7706034773038987
7699,2022-09-04,팬츠_반바지_ZB,8944903,567,3322888,45303300,15775.8430335097,79900.0,0.8025551560261615
7700,2022-09-04,팬츠_팬츠(일반)_ZB,35755271,1654,14595933,165234600,21617.455259975817,99900.0,0.7836090564566985
7701,2022-09-04,수트_블레이져(수트)_ZB,5162400,27,1144254,6453000,191200.0,239000.0,0.2
7702,2022-09-04,수트_수트팬츠_ZB,3302400,33,699049,4257000,100072.72727272728,129000.0,0.2242424242424242
7703,2022-09-04,스웨터_T-에리_ZB,18079190,531,5840345,53046900,34047.43879472693,99900.0,0.6591847968495803
7704,2022-09-04,스웨터_라운드_ZB,24545851,802,8802549,74459800,30605.799251870325,92842.6433915212,0.6703476103884244
7705,2022-09-04,스웨터_오픈형(CARDIGAN)_ZB,11447300,250,3803925,39975000,45789.2,159900.0,0.7136385240775485
7706,2022-09-04,우븐 셔츠_캐쥬얼셔츠_ZB,2440045,74,576334,5172600,32973.58108108108,69900.0,0.528274948768511
7707,2022-09-04,점퍼_패딩점퍼_ZB,6801500,104,2446272,25896000,65399.03846153846,249000.0,0.7373532591906086
7708,2022-09-04,코트_싱글코트_ZB,31189600,358,11806252,107942000,87121.7877094972,301513.9664804469,0.7110522317540902
7709,2022-09-04,니트 셔츠_라운드_ZB,9124059,201,2592465,18069900,45393.32835820896,89900.0,0.49506865007553996
7710,2022-09-04,우븐 셔츠_캐쥬얼셔츠_ZB,9411595,213,1558150,19148700,44185.89201877934,89900.0,0.5084995326053466
7711,2022-09-04,팬츠_니트팬츠_ZB,1379766,32,341900,2876800,43117.6875,89900.0,0.5203816740823137
7712,2022-09-04,니트 셔츠_후드티_ZB,0,0,0,0,0.0,0.0,0.0
7713,2022-09-04,팬츠_니트팬츠_ZB,0,0,0,0,0.0,0.0,0.0
7714,2022-09-04,니트 셔츠_라운드_ZB,3703081,1605,15457400,117009500,2307.2155763239875,72903.11526479751,0.968352304727394
7715,2022-09-04,팬츠_니트팬츠_ZB,22052063,1535,10364150,107296500,14366.164820846905,69900.0,0.7944754675129199
7716,2022-09-04,니트 셔츠_라운드_ZB,15436680,668,6277729,46693200,23108.80239520958,69900.0,0.6694019685949988
7717,2022-09-04,니트 셔츠_후드티_ZB,8017900,381,4549542,34251900,21044.35695538058,89900.0,0.7659137157354774
7718,2022-09-04,팬츠_니트팬츠_ZB,3882100,197,1650916,13770300,19706.091370558377,69900.0,0.7180816685184781
7719,2022-09-04,수트_블레이져(수트)_ZC,0,0,0,0,0.0,0.0,0.0
7720,2022-09-04,수트_수트팬츠_ZC,0,0,0,0,0.0,0.0,0.0
7721,2022-09-04,수트_블레이져(수트)_ZC,28423860,178,7134147,42542000,159684.60674157302,239000.0,0.33186357011894135
7722,2022-09-04,수트_수트팬츠_ZC,15741260,183,3744662,23607000,86017.81420765027,129000.0,0.3331952387003855
7723,2022-09-04,수트_블레이져(수트)_ZC,3339200,16,778954,4224000,208700.0,264000.0,0.20946969696969697
7724,2022-09-04,수트_수트팬츠_ZC,2344100,22,507007,2888000,106550.0,131272.72727272726,0.18833102493074788
7725,2022-09-04,수트_블레이져(수트)_ZC,1338400,7,318043,1673000,191200.0,239000.0,0.2
7726,2022-09-04,수트_수트팬츠_ZC,825600,7,154559,903000,117942.85714285714,129000.0,0.0857142857142857
7772,2022-09-11,점퍼_점퍼_ZA,16323159,137,4379094,35483000,119147.14598540145,259000.0,0.5399724093227742
7773,2022-09-11,팬츠_팬츠(일반)_ZA,4436900,98,1481461,13622000,45274.489795918365,139000.0,0.6742842460725297
7774,2022-09-11,수트_블레이져(수트)_ZA,14493220,51,3256642,20689000,284180.7843137255,405666.6666666667,0.2994721832858041
7775,2022-09-11,수트_수트팬츠_ZA,8974660,56,1941063,12704000,160261.7857142857,226857.14285714287,0.2935563602015114
7776,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZA,11683350,265,2178300,26473500,44088.11320754717,99900.0,0.5586775454699983
7777,2022-09-11,자켓_싱글재킷_ZA,33254310,158,6009009,47242000,210470.31645569621,299000.0,0.2960858981414842
7778,2022-09-11,팬츠_팬츠(일반)_ZA,22663933,221,3450868,30719000,102551.7330316742,139000.0,0.2622177479735669
7781,2022-09-11,수트_블레이져(수트)_ZA,7208900,32,1634329,10208000,225278.125,319000.0,0.29379898119122255
7782,2022-09-11,수트_수트팬츠_ZA,4679300,38,960868,6802000,123139.47368421052,179000.0,0.31206997941781833
7783,2022-09-11,스웨터_T-에리_ZA,2009500,59,419222,5894100,34059.32203389831,99900.0,0.6590658455065235
7784,2022-09-11,스웨터_라운드_ZA,527700,14,156128,1398600,37692.857142857145,99900.0,0.6226941226941227
7785,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZA,8710390,242,2091283,24175800,35993.347107438014,99900.0,0.6397062351607806
7786,2022-09-11,자켓_싱글재킷_ZA,494935,19,558526,4921000,26049.21052631579,259000.0,0.8994238975817923
7787,2022-09-11,팬츠_반바지_ZA,1190500,39,430302,3116100,30525.641025641027,79900.0,0.6179519270883476
7788,2022-09-11,팬츠_팬츠(일반)_ZA,9193690,187,2812378,25132800,49164.117647058825,134400.0,0.6341955532212885
7789,2022-09-11,가죽&FUR_가죽점퍼_ZA,7477400,23,4299200,22977000,325104.347826087,999000.0,0.6745702223963094
7790,2022-09-11,니트 셔츠_오픈형티(맨투맨 등)_ZA,19270659,392,4715746,50920800,49159.8443877551,129900.0,0.6215562402790216
7791,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZA,3582000,67,928227,8703300,53462.68656716418,129900.0,0.5884319740787978
7792,2022-09-11,팬츠_니트팬츠_ZA,1048000,32,286805,2876800,32750.0,89900.0,0.635706340378198
7793,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZA,0,0,0,0,0.0,0.0,0.0
7794,2022-09-11,스웨터_VEST_ZA,802300,24,202468,2397600,33429.166666666664,99900.0,0.6653737070403738
7795,2022-09-11,스웨터_오픈형(CARDIGAN)_ZA,1924000,36,525117,7196400,53444.444444444445,199900.0,0.7326440998276916
7796,2022-09-11,수트_블레이져(수트)_ZB,142378650,766,33955425,198394000,185872.91122715405,259000.0,0.2823439720959303
7797,2022-09-11,수트_수트팬츠_ZB,79372882,796,17911644,110644000,99714.67587939698,139000.0,0.28262823108347496
7798,2022-09-11,스웨터_오픈형(CARDIGAN)_ZB,13506645,118,2830522,23588200,114463.09322033898,199900.0,0.4273982330148125
7799,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZB,18721672,436,3682020,39196400,42939.61467889908,89900.0,0.5223624618587421
7800,2022-09-11,사파리_패딩사파리_ZB,973050,4,185080,1996000,243262.5,499000.0,0.5125
7801,2022-09-11,수트_블레이져(수트)_ZB,93955860,508,24391124,131572000,184952.48031496062,259000.0,0.2858977594016965
7802,2022-09-11,수트_수트팬츠_ZB,53512638,538,13128030,74782000,99465.86988847583,139000.0,0.28441820224118103
7803,2022-09-11,스웨터_라운드_ZB,97800699,1676,20044952,167432400,58353.639021479714,99900.0,0.4158794892744773
7804,2022-09-11,니트 셔츠_라운드_ZB,18605282,1574,10393403,92352600,11820.382465057179,58673.82465057179,0.7985407882398546
7805,2022-09-11,데님_데님팬츠_ZB,19021138,390,5152849,38961000,48772.148717948716,99900.0,0.5117903031236365
7808,2022-09-11,수트_블레이져(수트)_ZB,67296839,428,17249261,102292000,157235.6051401869,239000.0,0.34211043874398783
7809,2022-09-11,수트_수트팬츠_ZB,39385554,463,9234983,59727000,85065.99136069114,129000.0,0.3405737103822392
7810,2022-09-11,우븐 셔츠_드레스셔츠_ZB,22000052,648,4271410,45295200,33950.6975308642,69900.0,0.514296172662887
7811,2022-09-11,자켓_싱글재킷_ZB,3358000,24,703095,5736000,139916.66666666666,239000.0,0.4145746164574617
7812,2022-09-11,팬츠_니트팬츠_ZB,3511090,175,1104406,11352500,20063.371428571427,64871.42857142857,0.6907209865668354
7813,2022-09-11,팬츠_팬츠(일반)_ZB,89984948,1893,23415842,189110700,47535.63021658743,99900.0,0.5241678656998255
7814,2022-09-11,니트 셔츠_라운드_ZB,16850450,1577,8100044,78692300,10685.129993658846,49900.0,0.7858691384036303
7815,2022-09-11,니트 셔츠_티에리_ZB,6343246,328,3215712,29487200,19339.164634146342,89900.0,0.7848813722564366
7816,2022-09-11,수트_블레이져(수트)_ZB,10468200,57,2302178,13623000,183652.63157894736,239000.0,0.23157894736842108
7817,2022-09-11,수트_수트팬츠_ZB,4868800,51,996442,6579000,95466.66666666667,129000.0,0.25994832041343663
7818,2022-09-11,스웨터_T-에리_ZB,8683673,305,2606027,27419500,28471.059016393443,89900.0,0.6833030142781598
7819,2022-09-11,스웨터_라운드_ZB,3398600,101,1068677,9079900,33649.50495049505,89900.0,0.6257007235762508
7822,2022-09-11,우븐 셔츠_드레스셔츠_ZB,32113966,1477,9392526,103242300,21742.698713608665,69900.0,0.6889456550270577
7823,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZB,35324903,1602,12422484,144019800,22050.50124843945,89900.0,0.7547218993499505
7824,2022-09-11,자켓_싱글재킷_ZB,4426450,55,1296508,13145000,80480.90909090909,239000.0,0.6632597945987068
7825,2022-09-11,점퍼_점퍼_ZB,39998113,685,16031338,170565000,58391.40583941606,249000.0,0.7654963620906986
7826,2022-09-11,팬츠_반바지_ZB,1566845,90,565277,7191000,17409.38888888889,79900.0,0.7821102767348074
7827,2022-09-11,팬츠_팬츠(일반)_ZB,29465590,1020,9971367,101898000,28887.833333333332,99900.0,0.7108324991658326
7828,2022-09-11,수트_블레이져(수트)_ZB,2366100,13,549179,3107000,182007.6923076923,239000.0,0.23846153846153845
7829,2022-09-11,수트_수트팬츠_ZB,1656700,17,361711,2193000,97452.94117647059,129000.0,0.24455084359325127
7830,2022-09-11,스웨터_T-에리_ZB,19709200,532,5851386,53146800,37047.36842105263,99900.0,0.6291554712607343
7831,2022-09-11,스웨터_라운드_ZB,17292725,505,5792918,48109500,34243.0198019802,95266.33663366336,0.640554880013303
7832,2022-09-11,스웨터_오픈형(CARDIGAN)_ZB,18635200,376,5742150,60122400,49561.70212765958,159900.0,0.6900456402272697
7833,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZB,2761500,84,654417,5871600,32875.0,69900.0,0.5296852646638054
7834,2022-09-11,점퍼_패딩점퍼_ZB,6983800,94,2211054,23406000,74295.74468085106,249000.0,0.7016235153379475
7835,2022-09-11,코트_싱글코트_ZB,5076000,73,542467,13537000,69534.24657534246,185438.35616438356,0.6250277018541774
7837,2022-09-11,니트 셔츠_라운드_ZB,8263185,199,2566669,17890100,41523.54271356784,89900.0,0.538114096623272
7838,2022-09-11,우븐 셔츠_캐쥬얼셔츠_ZB,24408053,575,4206273,51692500,42448.787826086955,89900.0,0.527822159887798
7839,2022-09-11,팬츠_니트팬츠_ZB,3187600,78,833381,7012200,40866.666666666664,89900.0,0.5454208379681127
7840,2022-09-11,니트 셔츠_라운드_ZB,0,0,0,0,0.0,0.0,0.0
7841,2022-09-11,니트 셔츠_후드티_ZB,0,0,0,0,0.0,0.0,0.0
7842,2022-09-11,팬츠_니트팬츠_ZB,0,0,0,0,0.0,0.0,0.0
7843,2022-09-11,니트 셔츠_라운드_ZB,41522883,3174,19161261,180002600,13082.193761814744,56711.59420289855,0.769320648701741
7844,2022-09-11,팬츠_니트팬츠_ZB,1560328,98,661685,6850200,15921.714285714286,69900.0,0.7722215409769058
7845,2022-09-11,니트 셔츠_라운드_ZB,11545800,491,4612767,34320900,23514.867617107942,69900.0,0.663592737952676
7846,2022-09-11,니트 셔츠_후드티_ZB,8620800,314,3746822,28228600,27454.777070063694,89900.0,0.6946075965510157
7847,2022-09-11,팬츠_니트팬츠_ZB,2778200,110,930085,7689000,25256.363636363636,69900.0,0.638678631811679
7848,2022-09-11,수트_블레이져(수트)_ZC,50062900,264,13013574,68376000,189632.19696969696,259000.0,0.26782935532935537
7849,2022-09-11,수트_수트팬츠_ZC,26797620,264,6603948,36696000,101506.13636363637,139000.0,0.26974002616088943
7850,2022-09-11,수트_블레이져(수트)_ZC,17933200,112,4488156,26768000,160117.85714285713,239000.0,0.3300508069336522
7851,2022-09-11,수트_수트팬츠_ZC,9780300,113,2308832,14577000,86551.32743362832,129000.0,0.32905947725869517
7852,2022-09-11,수트_블레이져(수트)_ZC,1434700,7,350577,1913000,204957.14285714287,273285.71428571426,0.250026136957658
7853,2022-09-11,수트_수트팬츠_ZC,991400,9,220217,1361000,110155.55555555556,151222.22222222222,0.27156502571638497
7854,2022-09-11,수트_블레이져(수트)_ZC,1099400,6,265123,1434000,183233.33333333334,239000.0,0.23333333333333328
7855,2022-09-11,수트_수트팬츠_ZC,283800,3,65485,387000,94600.0,129000.0,0.26666666666666666
7904,2022-09-18,점퍼_점퍼_ZA,20572300,171,5465877,44289000,120305.84795321638,259000.0,0.5354986565512881
7905,2022-09-18,팬츠_팬츠(일반)_ZA,19345252,368,5554212,51152000,52568.61956521739,139000.0,0.6218084923365655
7906,2022-09-18,수트_블레이져(수트)_ZA,25337135,80,5181588,33020000,316714.1875,412750.0,0.23267307692307693
7907,2022-09-18,수트_수트팬츠_ZA,14558020,83,2918312,19347000,175397.8313253012,233096.38554216866,0.24753088334108644
7908,2022-09-18,우븐 셔츠_캐쥬얼셔츠_ZA,9200500,203,1668660,20279700,45322.66009852217,99900.0,0.5463197187335118
7909,2022-09-18,자켓_싱글재킷_ZA,83348820,346,13731283,109254000,240892.54335260115,315763.0057803468,0.2371096710417925
