,주차,카테고리,판매액,판매수량,매출원가,판매택가,실판매가,택가,할인율
4856,2022-01-30,수트_블레이져(수트)_ZB,67545993,482,17286998,115198000,140136.91493775934,239000.0,0.4136530755742287
4857,2022-01-30,수트_수트팬츠_ZB,38693478,510,8998783,65790000,75869.56470588235,129000.0,0.41186383948928407
4858,2022-01-30,우븐 셔츠_드레스셔츠_ZB,43368862,1304,9998527,91149600,33258.329754601225,69900.0,0.5242012910643602
4859,2022-01-30,자켓_싱글재킷_ZB,7896000,58,1699146,13862000,136137.93103448275,239000.0,0.4303852257971433
4860,2022-01-30,팬츠_니트팬츠_ZB,712000,18,128019,1258200,39555.555555555555,69900.0,0.43411222381179465
4861,2022-01-30,팬츠_팬츠(일반)_ZB,19306640,450,4872751,44955000,42903.64444444444,99900.0,0.5705340896452008
4862,2022-01-30,수트_블레이져(수트)_ZB,22155300,116,4630544,27724000,190993.9655172414,239000.0,0.2008620689655172
4863,2022-01-30,수트_수트팬츠_ZB,19788600,192,3915833,24768000,103065.625,129000.0,0.20104166666666667
4864,2022-01-30,우븐 셔츠_드레스셔츠_ZB,2198740,42,261068,2935800,52350.95238095238,69900.0,0.2510593364670618
4865,2022-01-30,우븐 셔츠_캐쥬얼셔츠_ZB,0,0,0,0,0.0,0.0,0.0
4866,2022-01-30,니트 셔츠_라운드_ZB,10366780,254,2383449,17754600,40814.09448818897,69900.0,0.41610737499014344
4867,2022-01-30,니트 셔츠_후드티_ZB,1594860,37,442644,3326300,43104.32432432433,89900.0,0.520530318973033
4868,2022-01-30,팬츠_니트팬츠_ZB,2756040,76,637581,5312400,36263.68421052631,69900.0,0.4812062344702959
4869,2022-01-30,수트_블레이져(수트)_ZC,11317689,63,2711638,15057000,179645.85714285713,239000.0,0.24834369396294087
4870,2022-01-30,수트_수트팬츠_ZC,6153211,64,1372458,8256000,96143.921875,129000.0,0.2546982800387597
4871,2022-01-30,수트_블레이져(수트)_ZC,43785089,240,9713760,57360000,182437.87083333332,239000.0,0.23666162831241289
4872,2022-01-30,수트_수트팬츠_ZC,20519574,215,4375708,27735000,95439.87906976744,129000.0,0.2601559762033532
4894,2022-02-06,가죽&FUR_가죽점퍼_ZA,606800,10,1747300,9990000,60680.0,999000.0,0.9392592592592592
4895,2022-02-06,니트 셔츠_오픈형티(맨투맨 등)_ZA,5939210,76,914274,9872400,78147.5,129900.0,0.3984026173979985
4896,2022-02-06,우븐 셔츠_캐쥬얼셔츠_ZA,7648691,98,1357702,12730200,78047.86734693877,129900.0,0.39916961241771537
4897,2022-02-06,팬츠_니트팬츠_ZA,3608260,70,627385,6293000,51546.57142857143,89900.0,0.42662323216272047
4899,2022-02-06,스웨터_VEST_ZA,2366280,38,320574,3796200,62270.52631578947,99900.0,0.3766714082503556
4900,2022-02-06,스웨터_오픈형(CARDIGAN)_ZA,6000830,51,738451,10194900,117663.33333333333,199900.0,0.411389027847257
4901,2022-02-06,수트_블레이져(수트)_ZB,133085442,722,30249243,172558000,184328.86703601107,239000.0,0.2287495103095771
4902,2022-02-06,수트_수트팬츠_ZB,78429645,786,16536122,101394000,99783.26335877863,129000.0,0.22648633055210368
4903,2022-02-06,스웨터_T-에리_ZB,11049690,202,2211769,20179800,54701.43564356436,99900.0,0.4524380816460024
4904,2022-02-06,스웨터_라운드_ZB,51230975,1035,11605207,97396500,49498.52657004831,94102.89855072464,0.47399572879928953
4905,2022-02-06,스웨터_오픈형(CARDIGAN)_ZB,22076779,241,3677756,38535900,91604.89211618257,159900.0,0.42711136887940854
4906,2022-02-06,우븐 셔츠_캐쥬얼셔츠_ZB,6959730,169,1315759,11813100,41181.83431952663,69900.0,0.41084643319704395
4907,2022-02-06,점퍼_패딩점퍼_ZB,9390600,66,1552442,16434000,142281.81818181818,249000.0,0.4285870755750274
4908,2022-02-06,코트_싱글코트_ZB,44431046,236,6220074,65964000,188267.14406779662,279508.4745762712,0.3264349342065369
4909,2022-02-06,니트 셔츠_라운드_ZB,5252000,148,808170,10345200,35486.48648648649,69900.0,0.4923249429687198
4910,2022-02-06,데님_데님팬츠_ZB,19745850,337,4145187,33666300,58593.02670623145,99900.0,0.4134832161538393
4912,2022-02-06,수트_블레이져(수트)_ZB,145564520,967,34884024,231113000,150532.0785935884,239000.0,0.37015866697243344
4913,2022-02-06,수트_수트팬츠_ZB,73516938,940,16552478,121260000,78209.5085106383,129000.0,0.39372474022761006
4914,2022-02-06,우븐 셔츠_드레스셔츠_ZB,73397653,2214,17161645,154758600,33151.60478771455,69900.0,0.5257281146249707
4915,2022-02-06,자켓_싱글재킷_ZB,17025300,122,3574066,29158000,139551.6393442623,239000.0,0.4161019274298648
4916,2022-02-06,팬츠_니트팬츠_ZB,1086000,24,170982,1677600,45250.0,69900.0,0.35264663805436336
4917,2022-02-06,팬츠_팬츠(일반)_ZB,56617652,1074,11315194,107292600,52716.621973929236,99900.0,0.4723060863470547
4918,2022-02-06,수트_블레이져(수트)_ZB,61256022,331,13213019,79109000,185063.51057401812,239000.0,0.2256756879748196
4919,2022-02-06,수트_수트팬츠_ZB,44279158,442,9014574,57018000,100179.09049773756,129000.0,0.22341790311831347
4920,2022-02-06,우븐 셔츠_드레스셔츠_ZB,14607480,293,1821258,20480700,49854.88054607509,69900.0,0.28676851865414754
4921,2022-02-06,우븐 셔츠_캐쥬얼셔츠_ZB,0,0,0,0,0.0,0.0,0.0
4922,2022-02-06,점퍼_점퍼_ZB,0,0,0,0,0.0,0.0,0.0
4923,2022-02-06,니트 셔츠_라운드_ZB,11656919,336,3153691,23486400,34693.21130952381,69900.0,0.5036736579467266
4924,2022-02-06,니트 셔츠_후드티_ZB,5421586,106,1264452,9529400,51147.03773584906,89900.0,0.43106743341658443
4925,2022-02-06,팬츠_니트팬츠_ZB,3599530,91,764649,6360900,39555.27472527473,69900.0,0.4341162414123787
4926,2022-02-06,수트_블레이져(수트)_ZC,37021100,203,8766428,48517000,182369.95073891626,239000.0,0.23694581280788177
4927,2022-02-06,수트_수트팬츠_ZC,22870400,233,4892562,30057000,98156.22317596567,129000.0,0.23909904514755292
4928,2022-02-06,수트_블레이져(수트)_ZC,54482886,301,12180803,71939000,181006.2657807309,239000.0,0.2426516076120046
4929,2022-02-06,수트_수트팬츠_ZC,27548596,282,5739301,36378000,97690.05673758865,129000.0,0.24271273846830507
4952,2022-02-13,가죽&FUR_가죽점퍼_ZA,26972800,44,8296100,43956000,613018.1818181818,999000.0,0.38636818636818643
4953,2022-02-13,니트 셔츠_오픈형티(맨투맨 등)_ZA,4962010,69,830069,8963100,71913.1884057971,129900.0,0.4463957782463656
4954,2022-02-13,우븐 셔츠_캐쥬얼셔츠_ZA,10194500,124,1717910,16107600,82213.70967741935,129900.0,0.3671000024832999
4955,2022-02-13,팬츠_니트팬츠_ZA,1874240,37,331618,3326300,50655.13513513513,89900.0,0.43653909749571596
4957,2022-02-13,수트_블레이져(수트)_ZA,25659500,115,5741715,36685000,223126.08695652173,319000.0,0.3005451819544773
4958,2022-02-13,수트_수트팬츠_ZA,17135670,137,3402071,24523000,125077.88321167883,179000.0,0.3012408759124088
4959,2022-02-13,스웨터_T-에리_ZA,0,0,0,0,0.0,0.0,0.0
4960,2022-02-13,스웨터_라운드_ZA,0,0,0,0,0.0,0.0,0.0
4961,2022-02-13,우븐 셔츠_캐쥬얼셔츠_ZA,0,0,0,0,0.0,0.0,0.0
4962,2022-02-13,스웨터_VEST_ZA,607720,16,134979,1598400,37982.5,99900.0,0.6197947947947948
4963,2022-02-13,스웨터_오픈형(CARDIGAN)_ZA,4848030,41,594265,8195900,118244.63414634146,199900.0,0.4084810698031943
4964,2022-02-13,수트_블레이져(수트)_ZB,74998211,401,16949801,95839000,187027.95760598505,239000.0,0.21745624432642238
4965,2022-02-13,수트_수트팬츠_ZB,41436941,413,8718491,53277000,100331.57627118644,129000.0,0.22223584285901987
4966,2022-02-13,스웨터_T-에리_ZB,4213280,85,934962,8491500,49568.0,99900.0,0.5038238238238238
4967,2022-02-13,스웨터_라운드_ZB,56111329,1137,12430540,105336300,49350.333333333336,92644.06332453826,0.46731251240075833
4968,2022-02-13,스웨터_오픈형(CARDIGAN)_ZB,19486220,226,3453835,36137400,86222.21238938053,159900.0,0.46077415641413055
4969,2022-02-13,우븐 셔츠_캐쥬얼셔츠_ZB,6389777,157,1223332,10974300,40699.21656050955,69900.0,0.4177508360442124
4970,2022-02-13,점퍼_패딩점퍼_ZB,17219811,127,2987274,31623000,135589.06299212598,249000.0,0.4554656104733896
4971,2022-02-13,코트_싱글코트_ZB,62640851,327,8649953,92463000,191562.23547400613,282761.46788990824,0.3225306230600347
4972,2022-02-13,니트 셔츠_라운드_ZB,7234045,215,1174089,15028500,33646.72093023256,69900.0,0.5186449080081179
4973,2022-02-13,데님_데님팬츠_ZB,6089000,108,1342232,10789200,56379.62962962963,99900.0,0.43563934304675045
4976,2022-02-13,수트_블레이져(수트)_ZB,112029018,765,27581988,182835000,146443.16078431372,239000.0,0.38726710968906397
4977,2022-02-13,수트_수트팬츠_ZB,52017195,694,12275508,89526000,74952.73054755043,129000.0,0.4189710810267409
4978,2022-02-13,우븐 셔츠_드레스셔츠_ZB,79652612,2326,17973286,162587400,34244.459157351674,69900.0,0.5100935742868143
4979,2022-02-13,자켓_싱글재킷_ZB,15919000,110,3222518,26290000,144718.18181818182,239000.0,0.3944845949030049
4980,2022-02-13,팬츠_니트팬츠_ZB,528000,12,85491,838800,44000.0,69900.0,0.37052932761087265
4981,2022-02-13,팬츠_팬츠(일반)_ZB,70244797,1314,13785462,131268600,53458.74961948249,99900.0,0.46487738118636146
4982,2022-02-13,수트_블레이져(수트)_ZB,37118381,205,8183290,48995000,181065.2731707317,239000.0,0.24240471476681297
4983,2022-02-13,수트_수트팬츠_ZB,18736902,195,3977138,25155000,96086.67692307693,129000.0,0.25514203935599283
4984,2022-02-13,우븐 셔츠_드레스셔츠_ZB,8544800,266,1653428,18593400,32123.30827067669,69900.0,0.540439080533953
4985,2022-02-13,우븐 셔츠_캐쥬얼셔츠_ZB,3452160,48,376617,4315200,71920.0,89900.0,0.2
4986,2022-02-13,자켓_싱글재킷_ZB,1912000,10,234697,2390000,191200.0,239000.0,0.2
4987,2022-02-13,점퍼_점퍼_ZB,0,0,0,0,0.0,0.0,0.0
4988,2022-02-13,니트 셔츠_라운드_ZB,4371730,171,1605773,11952900,25565.672514619884,69900.0,0.6342536120941361
4989,2022-02-13,니트 셔츠_후드티_ZB,4392740,100,1189856,8990000,43927.4,89900.0,0.5113748609566184
4990,2022-02-13,팬츠_니트팬츠_ZB,5490480,154,1297217,10764600,35652.46753246753,69900.0,0.4899503929546848
4991,2022-02-13,팬츠_니트팬츠_ZB,0,0,0,0,0.0,0.0,0.0
4992,2022-02-13,수트_블레이져(수트)_ZC,11680659,65,2860835,15535000,179702.44615384616,239000.0,0.24810691985838426
4993,2022-02-13,수트_수트팬츠_ZC,3911280,40,843362,5160000,97782.0,129000.0,0.242
4994,2022-02-13,수트_블레이져(수트)_ZC,50234453,248,10919923,65992000,202558.27822580645,266096.77419354836,0.2387796551097102
4995,2022-02-13,수트_수트팬츠_ZC,26845073,243,5357755,35497000,110473.55144032922,146078.18930041153,0.24373685100149312
5018,2022-02-20,가죽&FUR_가죽점퍼_ZA,10288800,18,3297600,17982000,571600.0,999000.0,0.4278278278278278
5019,2022-02-20,니트 셔츠_오픈형티(맨투맨 등)_ZA,4829520,66,793977,8573400,73174.54545454546,129900.0,0.43668556232066624
5020,2022-02-20,우븐 셔츠_캐쥬얼셔츠_ZA,7252920,91,1260725,11820900,79702.41758241758,129900.0,0.38643250513920263
5021,2022-02-20,팬츠_니트팬츠_ZA,2287420,42,376431,3775800,54462.380952380954,89900.0,0.39418931087451664
5023,2022-02-20,수트_블레이져(수트)_ZA,27469400,124,6191067,39556000,221527.4193548387,319000.0,0.3055566791384367
5024,2022-02-20,수트_수트팬츠_ZA,18506870,151,3749728,27029000,122562.05298013244,179000.0,0.3152957934070813
5025,2022-02-20,스웨터_T-에리_ZA,0,0,0,0,0.0,0.0,0.0
5026,2022-02-20,스웨터_라운드_ZA,0,0,0,0,0.0,0.0,0.0
5027,2022-02-20,우븐 셔츠_캐쥬얼셔츠_ZA,0,0,0,0,0.0,0.0,0.0
5028,2022-02-20,스웨터_VEST_ZA,978650,18,151851,1798200,54369.444444444445,99900.0,0.455761316872428
5029,2022-02-20,스웨터_오픈형(CARDIGAN)_ZA,4381680,40,574010,7996000,109542.0,199900.0,0.452016008004002
5030,2022-02-20,수트_블레이져(수트)_ZB,62431710,334,14077904,79826000,186921.2874251497,239000.0,0.21790256307468744
5031,2022-02-20,수트_수트팬츠_ZB,36333140,363,7665503,46827000,100091.29476584023,129000.0,0.22409849018728506
5032,2022-02-20,스웨터_T-에리_ZB,9256558,196,2155742,19580400,47227.336734693876,99900.0,0.5272538865396008
5033,2022-02-20,스웨터_라운드_ZB,52889000,1084,11907588,100701600,48790.59040590406,92898.15498154981,0.4747948394067224
5034,2022-02-20,스웨터_오픈형(CARDIGAN)_ZB,10725340,136,2053239,21746400,78862.79411764706,159900.0,0.506799286318655
5035,2022-02-20,우븐 셔츠_캐쥬얼셔츠_ZB,4720780,122,949862,8527800,38694.91803278688,69900.0,0.44642463472407895
5036,2022-02-20,점퍼_패딩점퍼_ZB,16974526,137,3222493,34113000,123901.64963503649,249000.0,0.5024030135139097
5037,2022-02-20,코트_싱글코트_ZB,43740650,253,6696812,71077000,172887.94466403162,280936.75889328064,0.3846019106039929
5038,2022-02-20,니트 셔츠_라운드_ZB,6307200,187,1021128,13071300,33728.342245989305,69900.0,0.5174772210874206
5039,2022-02-20,데님_데님팬츠_ZB,17536450,303,3786366,30269700,57876.07260726073,99900.0,0.42065993386125394
5042,2022-02-20,수트_블레이져(수트)_ZB,33343879,315,11012041,75285000,105853.58412698413,239000.0,0.5570979743640831
5043,2022-02-20,수트_수트팬츠_ZB,48794014,629,11098921,81141000,77573.94912559619,129000.0,0.398651557165921
5044,2022-02-20,우븐 셔츠_드레스셔츠_ZB,62157162,1860,14402881,130014000,33417.829032258065,69900.0,0.5219194702109003
5045,2022-02-20,자켓_싱글재킷_ZB,15181370,109,3193223,26051000,139278.623853211,239000.0,0.417244251660205
5046,2022-02-20,팬츠_니트팬츠_ZB,781930,18,128454,1258200,43440.555555555555,69900.0,0.37853282467016375
5047,2022-02-20,팬츠_팬츠(일반)_ZB,48606710,939,9765430,93806100,51764.33439829606,99900.0,0.481838494511551
5048,2022-02-20,수트_블레이져(수트)_ZB,83485360,449,18033749,107311000,185936.21380846325,239000.0,0.22202421000642994
5049,2022-02-20,수트_수트팬츠_ZB,54965384,549,11330447,70821000,100119.09653916211,129000.0,0.22388297256463477
5050,2022-02-20,우븐 셔츠_드레스셔츠_ZB,15365460,426,2647972,29777400,36069.15492957747,69900.0,0.4839891998629833
5051,2022-02-20,우븐 셔츠_캐쥬얼셔츠_ZB,-2053760,-28,-214365,-2517200,73348.57142857143,89900.0,0.1841093278245669
5052,2022-02-20,자켓_싱글재킷_ZB,191200,1,23470,239000,191200.0,239000.0,0.2
5053,2022-02-20,점퍼_점퍼_ZB,0,0,0,0,0.0,0.0,0.0
5054,2022-02-20,니트 셔츠_라운드_ZB,15343756,454,4262122,31734600,33796.81938325991,69900.0,0.5164975767773975
5055,2022-02-20,니트 셔츠_후드티_ZB,9966387,232,2764293,20856800,42958.56465517241,89900.0,0.5221516723562579
5056,2022-02-20,팬츠_니트팬츠_ZB,14559298,402,3384525,28099800,36217.159203980096,69900.0,0.4818718282692404
5057,2022-02-20,팬츠_니트팬츠_ZB,0,0,0,0,0.0,0.0,0.0
5058,2022-02-20,수트_블레이져(수트)_ZC,22276060,121,5325624,28919000,184099.6694214876,239000.0,0.22970849614440333
5059,2022-02-20,수트_수트팬츠_ZC,11690930,117,2499359,15093000,99922.47863247863,129000.0,0.22540714238388662
5060,2022-02-20,수트_블레이져(수트)_ZC,72617710,349,15582089,93091000,208073.6676217765,266736.38968481374,0.21992770514872545
5061,2022-02-20,수트_수트팬츠_ZC,37961294,333,7440420,48857000,113997.87987987988,146717.71771771772,0.22301217839818246
5085,2022-02-27,가죽&FUR_가죽점퍼_ZA,15583500,26,4631300,25974000,599365.3846153846,999000.0,0.40003465003465005
5086,2022-02-27,니트 셔츠_오픈형티(맨투맨 등)_ZA,4034839,60,721806,7794000,67247.31666666667,129900.0,0.48231472927893254
5087,2022-02-27,우븐 셔츠_캐쥬얼셔츠_ZA,5127860,76,1052912,9872400,67471.84210526316,129900.0,0.48058628094485634
5088,2022-02-27,팬츠_니트팬츠_ZA,2673020,60,537759,5394000,44550.333333333336,89900.0,0.5044456803856137
5090,2022-02-27,수트_블레이져(수트)_ZA,26119600,123,6141139,39237000,212354.47154471546,319000.0,0.3343120014272243
5091,2022-02-27,수트_수트팬츠_ZA,21966614,183,4544373,32757000,120036.14207650273,179000.0,0.3294070275055713
5092,2022-02-27,스웨터_T-에리_ZA,0,0,0,0,0.0,0.0,0.0
5093,2022-02-27,스웨터_라운드_ZA,0,0,0,0,0.0,0.0,0.0
5094,2022-02-27,우븐 셔츠_캐쥬얼셔츠_ZA,0,0,0,0,0.0,0.0,0.0
5095,2022-02-27,자켓_싱글재킷_ZA,1243200,6,187179,1554000,207200.0,259000.0,0.2
5096,2022-02-27,팬츠_팬츠(일반)_ZA,778400,7,96035,973000,111200.0,139000.0,0.2
5097,2022-02-27,스웨터_VEST_ZA,806830,16,134979,1598400,50426.875,99900.0,0.4952264764764765
5098,2022-02-27,스웨터_오픈형(CARDIGAN)_ZA,779020,14,206228,2798600,55644.28571428572,199900.0,0.7216393911241336
5099,2022-02-27,수트_블레이져(수트)_ZB,46152850,254,10705929,60706000,181704.1338582677,239000.0,0.23973165749678782
5100,2022-02-27,수트_수트팬츠_ZB,27844884,289,6088992,37281000,96349.07958477509,129000.0,0.25310791019554196
5101,2022-02-27,스웨터_T-에리_ZB,13075739,269,2958717,26873100,48608.69516728625,99900.0,0.5134264748019395
5102,2022-02-27,스웨터_라운드_ZB,44440324,941,10446959,87915900,47226.69925611052,93428.16153028693,0.494513233669905
5103,2022-02-27,스웨터_오픈형(CARDIGAN)_ZB,12049180,138,2110285,22066200,87312.89855072464,159900.0,0.45395310474843875
5104,2022-02-27,우븐 셔츠_캐쥬얼셔츠_ZB,6557645,185,1441047,12931500,35446.72972972973,69900.0,0.49289370915980363
5105,2022-02-27,점퍼_패딩점퍼_ZB,13908760,121,2846143,30129000,114948.42975206612,249000.0,0.5383597198712204
5106,2022-02-27,코트_싱글코트_ZB,31959680,267,7217654,75203000,119699.17602996255,281659.17602996255,0.5750212092602689
5107,2022-02-27,니트 셔츠_라운드_ZB,5444254,196,1070150,13700400,27776.80612244898,69900.0,0.6026207993927185
5108,2022-02-27,데님_데님팬츠_ZB,8722550,182,2237192,18181800,47926.0989010989,99900.0,0.5202592702592703
5111,2022-02-27,수트_블레이져(수트)_ZB,64557327,457,16404306,109223000,141263.2975929978,239000.0,0.4089401774351556
5112,2022-02-27,수트_수트팬츠_ZB,38064013,496,8780429,63984000,76741.9616935484,129000.0,0.4051010721430357
5113,2022-02-27,우븐 셔츠_드레스셔츠_ZB,52432648,1570,12040049,109743000,33396.591082802544,69900.0,0.5222233035364443
5114,2022-02-27,자켓_싱글재킷_ZB,18242870,132,3867022,31548000,138203.5606060606,239000.0,0.42174242424242425
5115,2022-02-27,팬츠_니트팬츠_ZB,886445,23,164111,1607700,38541.086956521736,69900.0,0.4486253654288736
5116,2022-02-27,팬츠_팬츠(일반)_ZB,62458205,1196,12676062,119480400,52222.57943143813,99900.0,0.4772514571427615
5117,2022-02-27,수트_블레이져(수트)_ZB,98198508,544,22009393,130016000,180511.96323529413,239000.0,0.24471981909918775
5118,2022-02-27,수트_수트팬츠_ZB,59545454,614,12634277,79206000,96979.5667752443,129000.0,0.24822041259500546
5119,2022-02-27,우븐 셔츠_드레스셔츠_ZB,18216508,497,3089300,34740300,36652.93360160966,69900.0,0.475637573653653
5120,2022-02-27,우븐 셔츠_캐쥬얼셔츠_ZB,7577620,122,928402,10967800,62111.639344262294,89900.0,0.3091030106311202
5121,2022-02-27,자켓_싱글재킷_ZB,694480,4,93879,956000,173620.0,239000.0,0.2735564853556485
5122,2022-02-27,점퍼_점퍼_ZB,33321020,213,5188975,53037000,156436.71361502347,249000.0,0.37174010596376117
5123,2022-02-27,팬츠_팬츠(일반)_ZB,0,0,0,0,0.0,0.0,0.0
5124,2022-02-27,니트 셔츠_라운드_ZB,12052340,415,3894829,29008500,29041.78313253012,69900.0,0.5845238464587965
5125,2022-02-27,니트 셔츠_후드티_ZB,3479360,115,1366686,10338500,30255.304347826088,89900.0,0.6634560139285196
5126,2022-02-27,팬츠_니트팬츠_ZB,-774590,11,93522,768900,-70417.27272727272,69900.0,2.0074001820782934
5127,2022-02-27,팬츠_니트팬츠_ZB,0,0,0,0,0.0,0.0,0.0
5128,2022-02-27,수트_블레이져(수트)_ZC,13599100,75,3279017,17925000,181321.33333333334,239000.0,0.2413333333333333
5129,2022-02-27,수트_수트팬츠_ZC,6046014,65,1388804,8385000,93015.6,129000.0,0.2789488372093023
5130,2022-02-27,수트_블레이져(수트)_ZC,64442608,310,14321067,86570000,207879.3806451613,279258.06451612903,0.25560115513457315
5131,2022-02-27,수트_수트팬츠_ZC,38179753,339,7779861,52031000,112624.6401179941,153483.77581120943,0.2662114316465184
5156,2022-03-06,가죽&FUR_가죽점퍼_ZA,21007800,39,7291500,38961000,538661.5384615385,999000.0,0.46079926079926076
5157,2022-03-06,니트 셔츠_오픈형티(맨투맨 등)_ZA,9183740,141,1696229,18315900,65132.90780141844,129900.0,0.4985919337843076
5158,2022-03-06,우븐 셔츠_캐쥬얼셔츠_ZA,11039140,159,2202804,20654100,69428.5534591195,129900.0,0.46552306805912624
5159,2022-03-06,팬츠_니트팬츠_ZA,4345550,100,896264,8990000,43455.5,89900.0,0.5166240266963292
5161,2022-03-06,수트_블레이져(수트)_ZA,37271590,175,8961925,55825000,212980.51428571428,319000.0,0.3323494849977609
5162,2022-03-06,수트_수트팬츠_ZA,27885668,233,5888091,41707000,119680.97854077253,179000.0,0.33139118133646633
5163,2022-03-06,스웨터_T-에리_ZA,0,0,0,0,0.0,0.0,0.0
5164,2022-03-06,스웨터_라운드_ZA,0,0,0,0,0.0,0.0,0.0
5165,2022-03-06,우븐 셔츠_캐쥬얼셔츠_ZA,7642350,109,945253,10889100,70113.30275229357,99900.0,0.29816513761467894
5166,2022-03-06,자켓_싱글재킷_ZA,7081200,39,1218210,10101000,181569.23076923078,259000.0,0.2989604989604989
5167,2022-03-06,팬츠_팬츠(일반)_ZA,2733400,30,411713,4170000,91113.33333333333,139000.0,0.34450839328537175
5168,2022-03-06,스웨터_VEST_ZA,1337050,28,236213,2797200,47751.78571428572,99900.0,0.522004147004147
5169,2022-03-06,스웨터_오픈형(CARDIGAN)_ZA,6450690,70,1012699,13993000,92152.71428571429,199900.0,0.5390059315371971
5170,2022-03-06,수트_블레이져(수트)_ZB,67883835,375,15848131,89625000,181023.56,239000.0,0.2425792468619247
5171,2022-03-06,수트_수트팬츠_ZB,38828180,398,8420303,51342000,97558.24120603016,129000.0,0.24373456429433987
5172,2022-03-06,스웨터_T-에리_ZB,30391655,617,6786266,61638300,49257.139384116694,99900.0,0.5069355417005336
5173,2022-03-06,스웨터_라운드_ZB,90585266,2147,23530898,199175300,42191.55379599441,92769.11970190964,0.5451982951701341
5174,2022-03-06,스웨터_오픈형(CARDIGAN)_ZB,29726536,377,5727222,60282300,78850.22811671087,159900.0,0.5068778729411453
5175,2022-03-06,우븐 셔츠_캐쥬얼셔츠_ZB,10587195,301,2345897,21039900,35173.40531561462,69900.0,0.49680392967647186
5176,2022-03-06,점퍼_패딩점퍼_ZB,25732176,219,5151284,54531000,117498.52054794521,249000.0,0.528118391373714
5177,2022-03-06,코트_싱글코트_ZB,131302367,871,24541040,242159000,150748.9862227325,278024.11021814006,0.4577844845741847
5178,2022-03-06,니트 셔츠_라운드_ZB,14939540,419,2287989,29288100,35655.22673031026,69900.0,0.48991091945192755
5179,2022-03-06,데님_데님팬츠_ZB,21858105,452,5723516,45154800,48358.63938053097,99900.0,0.5159295357304207
5182,2022-03-06,수트_블레이져(수트)_ZB,89967596,623,22357011,148897000,144410.26645264847,239000.0,0.3957729437127679
5183,2022-03-06,수트_수트팬츠_ZB,51480207,655,11500638,84495000,78595.7358778626,129000.0,0.39073072962897215
5184,2022-03-06,우븐 셔츠_드레스셔츠_ZB,71548134,2133,16445724,149096700,33543.42897327708,69900.0,0.5201226184080533
5185,2022-03-06,자켓_싱글재킷_ZB,18451800,130,3808431,31070000,141936.92307692306,239000.0,0.4061216607660123
5186,2022-03-06,팬츠_니트팬츠_ZB,2593020,65,463547,4543500,39892.61538461538,69900.0,0.429290194783757
5187,2022-03-06,팬츠_팬츠(일반)_ZB,89472609,1911,20126085,190908900,46819.784929356356,99900.0,0.5313334841906271
5188,2022-03-06,수트_블레이져(수트)_ZB,145068694,796,32421346,190244000,182247.10301507538,239000.0,0.23745982002060512
5189,2022-03-06,수트_수트팬츠_ZB,96116351,977,20659936,126033000,98379.06960081884,129000.0,0.23737155348202452
5190,2022-03-06,스웨터_T-에리_ZB,0,0,0,0,0.0,0.0,0.0
5193,2022-03-06,우븐 셔츠_드레스셔츠_ZB,17001698,485,3013782,33901500,35055.047422680414,69900.0,0.4984971756411958
5194,2022-03-06,우븐 셔츠_캐쥬얼셔츠_ZB,14520190,346,2659596,31105400,41965.867052023124,89900.0,0.5331939148829463
5195,2022-03-06,자켓_싱글재킷_ZB,12902800,81,1901046,19359000,159293.82716049382,239000.0,0.33349863112764094
5196,2022-03-06,점퍼_점퍼_ZB,76287701,534,13140034,132966000,142860.86329588015,249000.0,0.42626159318923634
5197,2022-03-06,팬츠_반바지_ZB,0,0,0,0,0.0,0.0,0.0
5198,2022-03-06,팬츠_팬츠(일반)_ZB,349650,5,57629,499500,69930.0,99900.0,0.3
5199,2022-03-06,니트 셔츠_라운드_ZB,27055614,844,7920636,58995600,32056.41469194313,69900.0,0.5413960702154059
5200,2022-03-06,니트 셔츠_후드티_ZB,12385000,309,3675444,27779100,40080.90614886731,89900.0,0.5541612219258364
5201,2022-03-06,팬츠_니트팬츠_ZB,11575195,347,2921832,24255300,33357.91066282421,69900.0,0.5227766714903547
5202,2022-03-06,팬츠_니트팬츠_ZB,0,0,0,0,0.0,0.0,0.0
5203,2022-03-06,수트_블레이져(수트)_ZC,21043041,115,5063896,27485000,182982.9652173913,239000.0,0.23438089867200296
5204,2022-03-06,수트_수트팬츠_ZC,10744139,110,2352864,14190000,97673.9909090909,129000.0,0.2428372797744891
5205,2022-03-06,수트_블레이져(수트)_ZC,96829079,491,24059649,132549000,197207.90020366598,269957.2301425662,0.26948465095926794
5206,2022-03-06,수트_수트팬츠_ZC,51840110,481,11672509,71249000,107775.69646569647,148126.81912681911,0.272409296972589
5232,2022-03-13,가죽&FUR_가죽점퍼_ZA,22148900,40,7574200,39960000,553722.5,999000.0,0.4457232232232232
5233,2022-03-13,니트 셔츠_오픈형티(맨투맨 등)_ZA,12540012,213,2562391,27668700,58873.295774647886,129900.0,0.546779863166683
5234,2022-03-13,우븐 셔츠_캐쥬얼셔츠_ZA,16006553,238,3297282,30916200,67254.4243697479,129900.0,0.4822600125500547
5235,2022-03-13,팬츠_니트팬츠_ZA,3608810,85,761825,7641500,42456.58823529412,89900.0,0.5277353922659164
5237,2022-03-13,수트_블레이져(수트)_ZA,34876667,167,8599347,53273000,208842.31736526947,319000.0,0.34532188913708634
