,기간,주차,라인,성별,기획년도,시즌이월,상품년차,시즌,복종,소품종,CAT,총입고수량,총입고원가,총입고택가,총출고수량,총출고원가,총출고택가,판매액,판매수량,매출원가,판매택가,총판매액,총판매수량,총매출원가,총판매택가,물류재고수량,물류재고원가,물류재고택가,매장재고수량,매장재고원가,매장재고택가,재고수량,재고원가,재고택가,기간입고수량,기간입고원가,기간입고택가,기간출고수량,기간출고원가,기간출고택가
9823,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,니트 셔츠,라운드,01_KNIT,38000,247220231,2656200000,32865,213813654,2297263500,28104824,1077,7006755,75282300,385800836,12766,83053791,892343400,5134,33400050,358866600,20099,130759863,1404920100,25233,164159913,1763786700,0,0,0,1306,8496411,91289400
9824,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,데님,데님팬츠,05_DENIM,1922,22474714,153567800,1915,22392860,153008500,325500,8,93547,639200,67777019,1388,16230439,110901200,0,0,0,527,6162422,42107300,527,6162422,42107300,0,0,0,0,0,0
9825,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,니트 셔츠,라운드,01_KNIT,24056,133856842,1200394400,22356,124408999,1115564400,0,0,0,0,131950710,7904,44234270,394409600,1698,9437034,84730200,14452,80174729,721154800,16150,89611763,805885000,0,0,0,0,0,0
9826,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,수트,수트팬츠,09_SUITS,2516,48558349,324564000,2511,48461850,323919000,6099261,62,1196589,7998000,160373089,1613,31130611,208077000,5,96499,645000,898,17331239,115842000,903,17427738,116487000,0,0,0,0,0,0
9827,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,사파리,패딩사파리,06_OUTER,6407,512192451,3837793000,4750,379677047,2845250000,42419800,206,16470839,123394000,154199854,627,50123311,375573000,1657,132516105,992543000,4123,329553736,2469677000,5780,462069840,3462220000,1192,95357089,714008000,333,26606598,199467000
9828,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,가을,수트,블레이져(수트),09_SUITS,1360,56919742,325040000,1360,56919742,325040000,7976178,44,1841521,10516000,144941905,775,32435882,185225000,0,0,0,585,24483860,139815000,585,24483860,139815000,0,0,0,0,0,0
9829,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,02_SHIRTS,9183,74302262,641891700,9154,74067576,639864600,650000,26,210364,1817400,192752116,6470,52353219,452253000,22,178040,1537800,2684,21714357,187611600,2706,21892397,189149400,0,0,0,0,0,0
9830,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,팬츠,팬츠(일반),04_PANTS,14351,146522885,1290154900,14224,145226222,1278737600,0,0,0,0,285592775,7868,80331828,707333200,98,1000574,8810200,6356,64894395,571404400,6454,65894969,580214600,0,0,0,0,0,0
9831,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,봄,스웨터,T-에리,03_SWEATER,9971,98198194,996102900,9947,97961832,993705300,0,0,0,0,330222200,9042,89049094,903295800,2,19697,199800,905,8912739,90409500,907,8932436,90609300,0,0,0,0,0,0
9832,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,니트 셔츠,오픈형티(맨투맨 등),01_KNIT,3525,80567530,704647500,3518,80407538,703248200,11322430,159,3634110,31784100,121765020,1600,36569659,319840000,7,159992,1399300,1918,43837879,383408200,1925,43997871,384807500,0,0,0,-1,-22856,-199900
9833,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,자켓,싱글재킷,06_OUTER,5145,121515069,1023855000,5112,120735672,1017288000,641357,9,212563,1791000,364389394,3955,93409543,787045000,9,212563,1791000,1157,27326129,230243000,1166,27538692,232034000,0,0,0,0,0,0
9834,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,사계절,소품,타이,10_ACC/ETC,8024,50711680,320157600,8032,50762240,320476800,1139145,29,183280,1157100,241667912,6857,43336240,273594300,1,6320,39900,1175,7426000,46882500,1176,7432320,46922400,0,0,0,0,0,0
9835,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,소품,벨트,10_ACC/ETC,6250,65625000,311875000,6248,65604000,311775200,8362200,175,1837500,8732500,166053763,3477,36508500,173502300,3,31500,149700,2771,29095500,138272900,2774,29127000,138422600,0,0,0,70,735000,3493000
9836,당해,20211121,ZE,1:남성,2021,01_시즌,당해년도,겨울,사파리,패딩사파리,06_OUTER,15010,637737435,7489990000,14989,636845255,7479511000,131701782,1341,56973722,669159000,296585660,2728,115899522,1361272000,21,892181,10479000,12261,520945733,6118239000,12282,521837913,6128718000,0,0,0,0,0,0
9837,당해,20211121,ZC,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,1199,23901648,118701000,1187,23662432,117513000,0,0,0,0,59915875,798,15907852,79002000,11,219281,1089000,389,7754580,38511000,400,7973861,39600000,0,0,0,0,0,0
9838,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,수트,블레이져(수트),09_SUITS,1117,43404977,266963000,1113,43249543,266007000,8789385,47,1826351,11233000,126386930,689,26773527,164671000,3,116576,717000,424,16476016,101336000,427,16592592,102053000,0,0,0,0,0,0
9839,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,겨울,우븐 셔츠,캐쥬얼셔츠,02_SHIRTS,7979,85189070,717312100,7977,85167423,717132300,8925364,255,2721625,22924500,136358057,2946,31473569,264845400,0,282,0,5031,53693855,452286900,5031,53694137,452286900,0,0,0,0,0,0
9840,당해,20211121,ZE,1:남성,2021,01_시즌,당해년도,겨울,팬츠,팬츠(일반),04_PANTS,6734,76483004,672726600,6723,76358069,671627700,40146138,1381,15685035,137961900,99704346,3255,36969436,325174500,11,124935,1098900,3468,39388633,346453200,3479,39513568,347552100,0,0,0,0,0,0
9841,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,팬츠,팬츠(일반),04_PANTS,3750,61125000,521250000,3737,60913100,519443000,0,0,0,0,245122562,3174,51736200,441186000,11,179300,1529000,563,9176900,78257000,574,9356200,79786000,0,0,0,0,0,0
9842,당해,20211121,ZE,1:남성,2021,01_시즌,당해년도,가을,우븐 셔츠,캐쥬얼셔츠,02_SHIRTS,13082,95773322,1045251800,13053,95561013,1042934700,47050,3,21963,239700,239228221,12725,93159725,1016727500,3,21963,239700,328,2401288,26207200,331,2423251,26446900,0,0,0,0,0,0
9843,당해,20211121,ZE,1:남성,2021,02_이월,당해년도,여름,우븐 셔츠,드레스셔츠,02_SHIRTS,24797,160880291,1981280300,23293,151114062,1861110700,0,0,0,0,416544784,22951,148895053,1833784900,1406,9129668,112339400,342,2219008,27325800,1748,11348676,139665200,0,0,0,0,0,0
9844,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,사파리,패딩사파리,06_OUTER,11390,348974829,4544610000,10571,323896238,4217829000,64461235,646,19789999,257754000,421409407,3762,115241740,1501038000,819,25078800,326781000,6809,208654498,2716791000,7628,233733298,3043572000,0,0,0,1414,43300975,564186000
9845,당해,20211121,ZE,1:남성,2021,01_시즌,당해년도,겨울,사파리,패딩사파리,06_OUTER,752,30832000,375248000,752,30832000,375248000,717300,8,328000,3992000,17067300,158,6478000,78842000,0,0,0,594,24354000,296406000,594,24354000,296406000,512,20992000,255488000,512,20992000,255488000
9846,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,2358,49991650,233442000,2344,49694838,232056000,0,0,0,0,163449534,2181,46239096,215919000,13,275611,1287000,163,3455742,16137000,176,3731353,17424000,0,0,0,0,0,0
9847,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,봄,스웨터,라운드,03_SWEATER,24801,197381114,2229609900,24725,196778593,2222777500,521960,15,120707,1348500,827418697,22015,175263161,1979148500,10,79980,899000,2710,21515432,243629000,2720,21595412,244528000,0,0,0,0,0,0
9848,당해,20211121,ZE,1:남성,2021,02_이월,당해년도,봄,스웨터,VEST,03_SWEATER,3463,29127153,345953700,2738,23029207,273526200,0,0,0,0,50338748,2465,20733015,246253500,724,6089535,72327600,273,2296192,27272700,997,8385727,99600300,0,0,0,0,0,0
9849,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,2230,52987620,309970000,2205,52393588,306495000,111200,1,23761,139000,176839917,1705,40512956,236995000,19,451464,2641000,500,11880632,69500000,519,12332096,72141000,0,0,0,0,0,0
9850,당해,20211121,ZC,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,1100,27412691,152900000,1083,26989040,150537000,0,0,0,0,59206051,570,14204758,79230000,12,299048,1668000,513,12784282,71307000,525,13083330,72975000,0,0,0,0,0,0
9851,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,봄,니트 셔츠,라운드,01_KNIT,30496,192806824,2131670400,29945,189306060,2093155500,1745599,104,656477,7269600,412548588,21771,137614109,1521792900,524,3329759,36627600,8174,51691951,571362600,8698,55021709,607990200,0,0,0,0,0,0
9852,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,가을,니트 셔츠,라운드,01_KNIT,17931,150692520,1253376900,17872,150201001,1249252800,4396982,239,2009627,16706100,254947036,8307,69724502,580659300,58,482752,4054200,9565,80476499,668593500,9623,80959251,672647700,0,0,0,0,0,0
9853,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,4776,98550520,472824000,4743,97869580,469557000,0,0,0,0,337409896,4534,93556964,448866000,24,495229,2376000,209,4312617,20691000,233,4807846,23067000,0,0,0,0,0,0
9854,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,수트,수트팬츠,09_SUITS,1350,30746215,174150000,1350,30746215,174150000,2753500,29,660474,3741000,40858647,414,9428839,53406000,0,0,0,936,21317376,120744000,936,21317376,120744000,0,0,0,0,0,0
9855,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,소품,양말,10_ACC/ETC,14000,10500000,46200000,12792,9594000,42213600,2111682,647,485250,2135100,21692348,6616,4962000,21832800,1208,906000,3986400,6176,4632000,20380800,7384,5538000,24367200,0,0,0,401,300750,1323300
9856,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,언더웨어,BOTTOM,08_UNDER,3923,3896591,74537000,2819,2800023,53561000,-205200,3,2980,57000,1543658,122,121179,2318000,1104,1096568,20976000,2697,2678844,51243000,3801,3775412,72219000,0,0,0,35,34764,665000
9857,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,팬츠,니트팬츠,04_PANTS,5008,32970010,350059200,4258,28032511,297634200,374245,10,65837,699000,34479345,903,5945017,63119700,750,4937499,52425000,3355,22087494,234514500,4105,27024993,286939500,0,0,0,10,65837,699000
9858,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,사파리,패딩사파리,06_OUTER,4140,455868476,2893860000,2716,299066639,1898484000,15087200,64,7047258,44736000,120364600,369,40631742,257931000,1424,156801859,995376000,2347,258434898,1640553000,3771,415236756,2635929000,1105,121675854,772395000,273,30060698,190827000
9859,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,수트,수트팬츠,09_SUITS,2402,48658928,309858000,2053,41589000,264837000,2706400,29,587472,3741000,39100390,387,7839719,49923000,349,7069928,45021000,1666,33749281,214914000,2015,40819209,259935000,0,0,0,62,1255976,7998000
9860,당해,20211121,ZC,1:남성,2021,02_이월,당해년도,여름,수트,블레이져(수트),09_SUITS,999,46924167,198801000,991,46548398,197209000,0,0,0,0,112003091,745,34993498,148255000,1,46971,199000,246,11554900,48954000,247,11601871,49153000,0,0,0,0,0,0
9861,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,니트 셔츠,라운드,01_KNIT,70000,582387190,4893000000,69692,579824679,4871470800,70531557,2847,23686504,199005300,677597908,24363,202696284,1702973700,303,2520910,21179700,45329,377128396,3168497100,45632,379649306,3189676800,0,0,0,1358,11298234,94924200
9862,당해,20211121,ZC,1:남성,2021,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,02_SHIRTS,1000,7535469,39900000,996,7505327,39740400,44000,2,15071,79800,25873178,780,5877666,31122000,0,0,0,216,1627661,8618400,216,1627661,8618400,0,0,0,0,0,0
9863,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,봄,수트,수트팬츠,09_SUITS,1789,43026747,248671000,1786,42954595,248254000,111200,1,24051,139000,128797597,1307,31434298,181673000,0,0,0,479,11520297,66581000,479,11520297,66581000,0,0,0,0,0,0
9864,당해,20211121,ZC,1:남성,2021,02_이월,당해년도,봄,수트,블레이져(수트),09_SUITS,925,39852731,184075000,922,39723479,183478000,476000,4,172336,796000,103619008,798,34381059,158802000,0,0,0,124,5342420,24676000,124,5342420,24676000,0,0,0,0,0,0
9865,당해,20211121,ZB,4:기타,2021,02_이월,당해년도,봄,조끼,패딩베스트,06_OUTER,10202,103027909,805958000,10174,102748673,803746000,480851,37,444732,2923000,132081298,9715,98240534,767485000,2,21349,158000,459,4508139,36261000,461,4529488,36419000,0,0,0,0,0,0
9866,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,수트,수트팬츠,09_SUITS,1800,36560220,232200000,1797,36499286,231813000,1980654,20,406225,2580000,142293389,1423,28902885,183567000,3,60934,387000,374,7596401,48246000,377,7657335,48633000,0,0,0,0,0,0
9867,당해,20211121,ZE,1:남성,2021,02_이월,당해년도,여름,점퍼,점퍼,06_OUTER,3906,91390600,972594000,3454,81043972,860046000,0,0,0,0,157803664,3288,77171721,818712000,446,10205395,111054000,166,3872251,41334000,612,14077646,152388000,0,0,0,0,0,0
9868,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,수트,수트팬츠,09_SUITS,1967,33255600,194733000,1968,33272507,194832000,702900,9,152161,891000,105636059,1676,28335732,165924000,0,0,0,292,4936774,28908000,292,4936774,28908000,0,0,0,0,0,0
9869,당해,20211121,ZE,1:남성,2021,02_이월,당해년도,여름,자켓,싱글재킷,06_OUTER,2697,57943036,536703000,2073,44536861,412527000,0,0,0,0,117101981,2048,43999754,407552000,592,12718679,117808000,25,537106,4975000,617,13255785,122783000,0,0,0,0,0,0
9870,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,봄,수트,블레이져(수트),09_SUITS,1466,61144661,291734000,1465,61102953,291535000,357000,3,125126,597000,161324592,1308,54554718,260292000,0,0,0,157,6548235,31243000,157,6548235,31243000,0,0,0,0,0,0
9871,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,수트,블레이져(수트),09_SUITS,1525,62495053,303475000,1525,62495053,303475000,0,0,0,0,208629180,1389,56921724,276411000,9,368823,1791000,136,5573329,27064000,145,5942153,28855000,0,0,0,0,0,0
9872,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,사계절,소품,타이,10_ACC/ETC,3834,24959340,191316600,3833,24952830,191266700,548900,11,71610,548900,133857481,2943,19158930,146855700,0,0,0,890,5793900,44411000,890,5793900,44411000,0,0,0,0,0,0
9873,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,1158,24017793,160962000,1149,23831126,159711000,0,0,0,0,53056944,705,14622231,97995000,7,145185,973000,444,9208895,61716000,451,9354080,62689000,0,0,0,0,0,0
9874,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,1055,26124311,146645000,1048,25950974,145672000,0,0,0,0,35201472,495,12257378,68805000,7,173337,973000,553,13693596,76867000,560,13866933,77840000,0,0,0,0,0,0
9875,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,수트,블레이져(수트),09_SUITS,3980,156145992,792020000,3963,155479037,788637000,0,0,0,0,562188209,3788,148613321,753812000,12,470792,2388000,175,6865716,34825000,187,7336508,37213000,0,0,0,0,0,0
9876,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,겨울,우븐 셔츠,캐쥬얼셔츠,02_SHIRTS,6513,67590328,585518700,6376,66168575,573202400,11161331,264,2739728,23733600,106331441,2274,23599018,204432600,131,1359486,11776900,4102,42569557,368769800,4233,43929043,380546700,0,0,0,79,819843,7102100
9877,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,겨울,스웨터,오픈형(CARDIGAN),03_SWEATER,1502,28944916,240169800,1498,28867833,239530200,2433970,33,635940,5276700,44115486,536,10329211,85706400,4,77084,639600,962,18538621,153823800,966,18615705,154463400,0,0,0,0,0,0
9878,당해,20211121,ZE,1:남성,2021,02_이월,당해년도,봄,우븐 셔츠,드레스셔츠,02_SHIRTS,10137,52496995,809946300,10137,52496995,809946300,0,0,0,0,136428616,9999,51782327,798920100,-32,-165720,-2556800,138,714668,11026200,106,548948,8469400,0,0,0,0,0,0
9879,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,사계절,소품,타이,10_ACC/ETC,3013,19042160,120218700,3013,19042160,120218700,660345,18,113760,718200,91407413,2534,16014880,101106600,0,0,0,479,3027280,19112100,479,3027280,19112100,0,0,0,0,0,0
9880,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,우븐 셔츠,드레스셔츠,02_SHIRTS,15140,83848884,1058286000,15001,83079069,1048569900,0,0,0,0,222875556,10835,60006781,757366500,128,708894,8947200,4166,23072289,291203400,4294,23781183,300150600,0,0,0,0,0,0
9881,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,봄,코트,싱글코트,06_OUTER,11756,313257767,2927244000,11703,311845722,2914047000,-12045120,-118,-3142958,-29382000,1095123602,10692,284911662,2662308000,20,532846,4980000,1011,26934061,251739000,1031,27466906,256719000,0,0,0,0,0,0
9882,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,겨울,코트,싱글코트,06_OUTER,913,145912908,912087000,750,119862739,749250000,35964000,72,11506823,71928000,35964000,72,11506823,71928000,163,26050169,162837000,678,108355916,677322000,841,134406085,840159000,913,145912908,912087000,750,119862739,749250000
9883,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,사계절,소품,타이,10_ACC/ETC,7813,51018890,389868700,7807,50979710,389569300,10269751,208,1358240,10379200,222519428,4569,29835570,227993100,0,0,0,3238,21144140,161576200,3238,21144140,161576200,0,0,0,0,0,0
9884,당해,20211121,ZD,1:남성,2021,01_시즌,당해년도,겨울,팬츠,팬츠(일반),04_PANTS,1984,20558821,178361600,1984,20558821,178361600,0,0,0,0,58032000,1984,20558821,178361600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9885,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,봄,수트,블레이져(수트),09_SUITS,1500,69785533,388500000,1500,69785533,388500000,207200,1,46524,259000,217112618,1186,55177095,307174000,1,46524,259000,314,14608438,81326000,315,14654962,81585000,0,0,0,0,0,0
9886,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,자켓,싱글재킷,06_OUTER,8532,277290000,2209788000,8500,276250000,2201500000,1290000,10,325000,2590000,1011117905,6847,222527500,1773373000,24,780000,6216000,1653,53722500,428127000,1677,54502500,434343000,0,0,0,0,0,0
9887,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,02_SHIRTS,69907,454329492,4886499300,66845,434451768,4672465500,317325,17,110020,1188300,698989678,29329,190374340,2050097100,2961,19200611,206973900,37516,244077428,2622368400,40477,263278039,2829342300,0,0,0,-932,-6050966,-65146800
9888,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,조끼,패딩베스트,06_OUTER,14117,174481658,1821093000,13935,172232196,1797615000,13953076,411,5079830,53019000,107521112,3002,37103771,387258000,182,2249462,23478000,10933,135128424,1410357000,11115,137377887,1433835000,0,0,0,154,1903391,19866000
9889,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,수트,블레이져(수트),09_SUITS,968,42697026,250712000,963,42476484,249417000,0,0,0,0,81121277,568,25053627,147112000,4,176434,1036000,395,17422857,102305000,399,17599291,103341000,0,0,0,0,0,0
9890,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,니트 셔츠,라운드,01_KNIT,11946,74006251,835025400,11226,69545857,784697400,348000,12,74337,838800,101552250,4140,25647920,289386000,717,4441805,50118300,7086,43897937,495311400,7803,48339742,545429700,0,0,0,0,0,0
9891,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,팬츠,팬츠(일반),04_PANTS,73459,808204429,6603964100,68818,752125572,6186738200,157325,4,43746,359600,1514238468,47480,523465426,4268452000,4587,55492665,412371300,21338,228660146,1918286200,25925,284152811,2330657500,0,0,0,0,0,0
9892,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,니트 셔츠,오픈형티(맨투맨 등),01_KNIT,16000,190481400,2078400000,15537,184969345,2018256300,28967717,722,8595473,93787800,197163070,4514,53739565,586368600,463,5512055,60143700,11023,131229779,1431887700,11486,136741835,1492031400,0,0,0,389,4631079,50531100
9893,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,봄,가죽&FUR,가죽점퍼,06_OUTER,1101,225705000,1099899000,1094,224270000,1092906000,-4575000,-5,-1025000,-4995000,390493110,971,199055000,970029000,0,0,0,123,25215000,122877000,123,25215000,122877000,0,0,0,0,0,0
9894,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,겨울,스웨터,라운드,03_SWEATER,7560,86590411,1057644000,6996,80131063,978740400,21375049,382,4375389,53441800,129974674,2055,23537706,287494500,562,6436436,78623800,4941,56593357,691245900,5503,63029793,769869700,0,0,0,320,3665167,44768000
9895,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,팬츠,팬츠(일반),04_PANTS,9909,106188930,890819100,8842,94808255,794895800,36973871,966,10346496,86843400,144651374,3542,38004493,318425800,1067,11380889,95923300,5300,56803762,476470000,6367,68184651,572393300,1328,14047005,119387200,1680,17945613,151032000
9896,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,사계절,소품,타이,10_ACC/ETC,4508,28490560,179869200,4488,28364160,179071200,2170560,57,360240,2274300,133884325,3630,22941600,144837000,0,0,0,858,5422560,34234200,858,5422560,34234200,0,0,0,0,0,0
9897,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,니트 셔츠,라운드,01_KNIT,29642,154234582,2071975800,28615,148890853,2000188500,0,0,0,0,70737680,6585,34263316,460291500,1056,5494626,73814400,22030,114627537,1539897000,23086,120122162,1613711400,0,0,0,0,0,0
9898,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,니트 셔츠,라운드,01_KNIT,19983,108012054,397661700,19966,107920166,397323400,626698,34,183777,676600,231736859,17897,96736813,356150300,10,54052,199000,2069,11183353,41173100,2079,11237405,41372100,0,0,0,0,0,0
9899,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,봄,수트,수트팬츠,09_SUITS,489,18401014,107091000,476,17911825,104244000,700800,4,150520,876000,26280715,170,6397081,37230000,13,489189,2847000,306,11514745,67014000,319,12003933,69861000,0,0,0,0,0,0
9900,당해,20211121,ZB,4:기타,2021,02_이월,당해년도,여름,언더웨어,언더웨어 셋업,08_UNDER,4876,18917006,121900000,2164,8395559,54100000,0,0,0,0,2908300,251,973808,6275000,2712,10521447,67800000,1913,7421751,47825000,4625,17943198,115625000,0,0,0,0,0,0
9901,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,수트,블레이져(수트),09_SUITS,2107,79398071,503573000,2101,79171973,502139000,9440500,51,1921833,12189000,275364730,1488,56072297,355632000,5,188415,1195000,613,23099676,146507000,618,23288091,147702000,0,0,0,0,0,0
9902,당해,20211121,ZC,1:남성,2021,02_이월,당해년도,봄,수트,블레이져(수트),09_SUITS,976,52601715,311344000,929,50068641,296351000,3160300,25,1347380,7975000,79012250,545,29372884,173855000,45,2425284,14355000,384,20695757,122496000,429,23121041,136851000,0,0,0,0,0,0
9903,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,겨울,팬츠,팬츠(일반),04_PANTS,12793,238659839,1778227000,11418,192134308,1587102000,37595633,500,8917592,69500000,463744529,5488,93667491,762832000,1372,46465145,190708000,5930,98466817,824270000,7302,144931962,1014978000,1798,64039469,249922000,599,18616218,83261000
9904,당해,20211121,ZA,1:남성,2021,01_시즌,당해년도,겨울,코트,더블코트,06_OUTER,480,43948247,263520000,388,35524833,213012000,25845000,105,9613679,57645000,25845000,105,9613679,57645000,92,8423414,50508000,283,25911154,155367000,375,34334568,205875000,480,43948247,263520000,388,35524833,213012000
9905,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,스웨터,Turtle,03_SWEATER,17482,203536567,1746451800,14058,163672183,1404394200,22716223,619,7206902,61838100,110562021,2439,28397240,243656100,3424,39864390,342057600,11619,135274943,1160738100,15043,175139333,1502795700,0,0,0,1536,17883347,153446400
9906,당해,20211121,ZE,1:남성,2021,02_이월,당해년도,봄,코트,싱글코트,06_OUTER,9257,212064189,3045553000,9126,209063159,3002454000,0,0,0,0,648291736,8500,194722068,2796500000,-12,-274961,-3948000,626,14341090,205954000,614,14066129,202006000,0,0,0,0,0,0
9907,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,수트,블레이져(수트),09_SUITS,1976,72854395,393224000,1975,72817525,393025000,736300,5,184348,995000,201046255,1818,67028993,361782000,0,0,0,157,5788532,31243000,157,5788532,31243000,0,0,0,0,0,0
9908,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,자켓,싱글재킷,06_OUTER,5233,212000733,1355347000,5167,209258434,1338253000,0,0,0,0,316777162,2185,85453631,565915000,46,1933069,11914000,2982,123804803,772338000,3028,125737872,784252000,0,0,0,0,0,0
9909,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,언더웨어,TOP,08_UNDER,74735,245545060,1419965000,72540,238333067,1378260000,58900,6,19713,114000,339388436,54765,179933260,1040535000,2172,7136503,41268000,17775,58399807,337725000,19947,65536310,378993000,0,0,0,0,0,0
9910,당해,20211121,ZA,1:남성,2021,02_이월,당해년도,여름,수트,블레이져(수트),09_SUITS,887,42616987,229733000,877,42136525,227143000,0,0,0,0,59730895,436,20948147,112924000,6,288277,1554000,441,21188378,114219000,447,21476655,115773000,0,0,0,0,0,0
9911,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,수트,수트팬츠,09_SUITS,1795,41807376,177705000,1775,41341555,175725000,79200,1,23291,99000,111489543,1490,34703615,147510000,17,395947,1683000,285,6637940,28215000,302,7033887,29898000,0,0,0,0,0,0
9912,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,사계절,소품,양말,10_ACC/ETC,1500,7260000,29850000,1495,7235800,29750500,238800,12,58080,238800,14282263,734,3552560,14606600,0,0,0,761,3683240,15143900,761,3683240,15143900,0,0,0,0,0,0
9913,당해,20211121,ZB,1:남성,2021,02_이월,당해년도,여름,스웨터,라운드,03_SWEATER,8080,75070035,726392000,8058,74865620,724414200,156000,4,37094,359600,319541093,7008,65115990,630019200,-3,-27889,-269700,1050,9749630,94395000,1047,9721742,94125300,0,0,0,0,0,0
9914,당해,20211121,ZB,1:남성,2021,01_시즌,당해년도,겨울,코트,싱글코트,06_OUTER,17185,1009914750,5653865000,15998,939709146,5263342000,262400118,1787,105028482,587923000,1347827411,8408,493151607,2766232000,1187,70210679,390523000,7590,446557539,2497110000,8777,516768218,2887633000,2859,169101661,940611000,1938,114607152,637602000
9915,당해,20211121,ZD,1:남성,2021,02_이월,당해년도,여름,스웨터,T-에리,03_SWEATER,1777,13468962,159752300,1777,13489729,159752300,0,0,0,0,46659000,1777,13489729,159752300,0,-20767,0,0,0,0,0,-20767,0,0,0,0,0,0,0
