기획년도,주차,카테고리,라인,시즌이월,시즌,복종,소품종,성별,총입고수량,판매수량,판매액,평균택가,평균원가,총입고원가,총입고택가,매출원가계,판매택가계,주차별_평균_실판매가,월,월별_평균_실판매가,시즌별_평균_실판매가,실판매가,할인율,누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율,ROI,맑음,흐림,비,강한 비,눈,강한 눈,진눈깨비,악천후일수,평균기온(도),목표누적판매율_주차별,목표누적판매율_월별,ROI목표율_주차별,ROI목표율_월별,ROI목표율_주차별_percent,ROI목표율_월별_percent,목표통합지표_주차별,목표통합지표_월별,주차별_실제통합지표,통합목표달성율_주차별,통합목표달성율_월별,ROI_percent,월별_누적판매율,월별_ROI_percent,월별_실제통합지표
2023,2023-08-13,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,22,1068000,69900,5436,34301160,441069000,119592,1537800,48545.0,8,48822.0,34667,48545.0,31.0,22,1068000,119592,1537800,0.35,0.02,5,2,0,0,0,0,0,0,28.2,,,,,,,,,,,,2.0,,,
2023,2023-08-20,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,125,6115000,69900,5436,34301160,441069000,679500,8737500,48920.0,8,48822.0,34667,48920.0,30.0,147,7183000,799092,10275300,2.33,0.17,1,3,1,2,0,0,0,2,26.9,,,,,,,,,,,,17.0,,,
2023,2023-08-27,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,55,2695000,69900,5436,34301160,441069000,298980,3844500,49000.0,8,48822.0,34667,49000.0,30.0,202,9878000,1098072,14119800,3.2,0.23,3,1,2,1,0,0,0,1,24.2,,,,,,,,,,,,23.0,,,
2023,2023-09-03,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,134,6556000,69900,5436,34301160,441069000,728424,9366600,48925.0,9,43191.0,34667,48925.0,30.0,336,16434000,1826496,23486400,5.32,0.38,4,3,0,0,0,0,0,0,26.7,,,,,,,,,,,,38.0,,,
2023,2023-09-10,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,104,5086000,69900,5436,34301160,441069000,565344,7269600,48904.0,9,43191.0,34667,48904.0,30.0,440,21520000,2391840,30756000,6.97,0.5,4,1,1,1,0,0,0,1,24.1,,,,,,,,,,,,50.0,,,
2023,2023-09-17,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,175,6821100,69900,5436,34301160,441069000,951300,12232500,38978.0,9,43191.0,34667,38978.0,44.0,615,28341100,3343140,42988500,9.75,0.65,4,1,2,0,0,0,0,0,22.4,,,,,,,,,,,,65.0,,,
2023,2023-09-24,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,230,8270000,69900,5436,34301160,441069000,1250280,16077000,35957.0,9,43191.0,34667,35957.0,49.0,845,36611100,4593420,59065500,13.39,0.84,3,1,3,0,0,0,0,0,21.2,,,,,,,,,,,,84.0,,,
2023,2023-10-01,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,328,11900966,69900,5436,34301160,441069000,1783008,22927200,36283.0,10,30315.0,34667,36283.0,48.0,1173,48512066,6376428,81992700,18.59,1.1,6,0,1,0,0,0,0,0,16.8,,,,,,,,,,,,110.00000000000001,,,
2023,2023-10-08,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,434,15426372,69900,5436,34301160,441069000,2359224,30336600,35545.0,10,30315.0,34667,35545.0,49.0,1607,63938438,8735652,112329300,25.47,1.44,4,2,1,0,0,0,0,0,17.0,,,,,,,,,,,,144.0,,,
2023,2023-10-15,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,406,12554590,69900,5436,34301160,441069000,2207016,28379400,30923.0,10,30315.0,34667,30923.0,56.0,2013,76493028,10942668,140708700,31.9,1.71,5,0,2,0,0,0,0,0,14.2,,,,,,,,,,,,171.0,,,
2023,2023-10-22,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,354,9391081,69900,5436,34301160,441069000,1924344,24744600,26528.0,10,30315.0,34667,26528.0,62.0,2367,85884109,12867012,165453300,37.51,1.9,6,1,0,0,0,0,0,0,15.3,,,,,,,,,,,,190.0,,,
2023,2023-10-29,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,404,9007134,69900,5436,34301160,441069000,2196144,28239600,22295.0,10,30315.0,34667,22295.0,68.0,2771,94891243,15063156,193692900,43.91,2.08,7,0,0,0,0,0,0,0,17.6,,,,,,,,,,,,208.0,,,
2023,2023-11-05,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,368,9036790,69900,5436,34301160,441069000,2000448,25723200,24556.0,11,20969.0,34667,24556.0,65.0,3139,103928033,17063604,219416100,49.75,2.26,7,0,0,0,0,0,0,0,8.8,,,,,,,,,,,,225.99999999999997,,,
2023,2023-11-12,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,321,5287445,69900,5436,34301160,441069000,1744956,22437900,16472.0,11,20969.0,34667,16472.0,76.0,3460,109215478,18808560,241854000,54.83,2.35,7,0,0,0,0,0,0,0,3.4,,,,,,,,,,,,235.0,,,
2023,2023-11-19,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,118,2189300,69900,5436,34301160,441069000,641448,8248200,18553.0,11,20969.0,34667,18553.0,73.0,3578,111404778,19450008,250102200,56.7,2.39,7,0,0,0,0,0,0,0,5.2,,,,,,,,,,,,239.0,,,
2023,2023-11-26,가을_니트 셔츠_라운드_ZB,ZB,01_시즌,가을,니트 셔츠,라운드,1:남성,6310,51,1239000,69900,5436,34301160,441069000,277236,3564900,24294.0,11,20969.0,34667,24294.0,65.0,3629,112643778,19727244,253667100,57.51,2.41,7,0,0,0,0,0,0,0,0.7,,,,,,,,,,,,241.0,,,
2023,2023-07-16,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,6847,83,18374940,279000,51856,355054608,1910313000,4304006,23157000,220694.0,7,221354.0,183740,221385.0,21.0,83,18374940,4304006,23157000,1.21,0.03,3,1,3,0,0,0,0,0,26.8,,,,,,,,,,,,3.0,,,
2023,2023-07-23,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,101,22375800,279000,51925,551235800,2961864000,5244425,28179000,220066.0,7,221354.0,183740,221543.0,21.0,184,40750740,9548431,51336000,1.73,0.05,2,3,2,0,0,0,0,0,27.8,,,,,,,,,,,,5.0,,,
2023,2023-07-30,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,157,34930800,279000,51925,551235800,2961864000,8152225,43803000,222653.0,7,221354.0,183740,222489.0,20.0,341,75681540,17700656,95139000,3.21,0.09,5,1,0,1,0,0,0,1,29.6,,,,,,,,,,,,9.0,,,
2023,2023-08-06,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,178,39450600,279000,51925,551235800,2961864000,9242650,49662000,221467.0,8,201891.0,183740,221633.0,21.0,519,115132140,26943306,144801000,4.89,0.14,2,1,4,0,0,0,0,0,26.9,,,,,,,,,,,,14.000000000000002,,,
2023,2023-08-13,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,483,95197590,279000,51925,551235800,2961864000,25079775,134757000,196675.0,8,201891.0,183740,197096.0,29.0,1002,210329730,52023081,279558000,9.44,0.25,5,2,0,0,0,0,0,0,28.2,,,,,,,,,,,,25.0,,,
2023,2023-08-20,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,599,116545440,279000,51925,551235800,2961864000,31103075,167121000,194543.0,8,201891.0,183740,194567.0,30.0,1601,326875170,83126156,446679000,15.08,0.39,1,3,1,2,0,0,0,2,26.9,,,,,,,,,,,,39.0,,,
2023,2023-08-27,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,536,104488290,279000,51925,551235800,2961864000,27831800,149544000,194880.0,8,201891.0,183740,194941.0,30.0,2137,431363460,110957956,596223000,20.13,0.51,3,1,2,1,0,0,0,1,24.2,,,,,,,,,,,,51.0,,,
2023,2023-09-03,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,733,142635960,279000,51925,551235800,2961864000,38061025,204507000,194610.0,9,194444.0,183740,194592.0,30.0,2870,573999420,149018981,800730000,27.03,0.68,4,3,0,0,0,0,0,0,26.7,,,,,,,,,,,,68.0,,,
2023,2023-09-10,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,572,111143600,279000,51925,551235800,2961864000,29701100,159588000,194250.0,9,194444.0,183740,194307.0,30.0,3442,685143020,178720081,960318000,32.42,0.81,4,1,1,1,0,0,0,1,24.1,,,,,,,,,,,,81.0,,,
2023,2023-09-17,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,570,111112380,279000,51925,551235800,2961864000,29597250,159030000,194852.0,9,194444.0,183740,194934.0,30.0,4012,796255400,208317331,1119348000,37.79,0.94,4,1,2,0,0,0,0,0,22.4,,,,,,,,,,,,94.0,,,
2023,2023-09-24,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,449,87200500,279000,51925,551235800,2961864000,23314325,125271000,194064.0,9,194444.0,183740,194210.0,30.0,4461,883455900,231631656,1244619000,42.02,1.04,3,1,3,0,0,0,0,0,21.2,,,,,,,,,,,,104.0,,,
2023,2023-10-01,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,533,96599244,279000,51925,551235800,2961864000,27676025,148707000,180947.0,10,170316.0,183740,181237.0,35.0,4994,980055144,259307681,1393326000,47.04,1.15,6,0,1,0,0,0,0,0,16.8,,,,,,,,,,,,114.99999999999999,,,
2023,2023-10-08,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,539,96706916,279000,51925,551235800,2961864000,27987575,150381000,179374.0,10,170316.0,183740,179419.0,36.0,5533,1076762060,287295256,1543707000,52.12,1.25,4,2,1,0,0,0,0,0,17.0,,,,,,,,,,,,125.0,,,
2023,2023-10-15,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,523,92291590,279000,51925,551235800,2961864000,27156775,145917000,176476.0,10,170316.0,183740,176466.0,37.0,6056,1169053650,314452031,1689624000,57.05,1.36,5,0,2,0,0,0,0,0,14.2,,,,,,,,,,,,136.0,,,
2023,2023-10-22,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,389,61799895,279000,51925,551235800,2961864000,20198825,108531000,158774.0,10,170316.0,183740,158869.0,43.0,6445,1230853545,334650856,1798155000,60.71,1.42,6,1,0,0,0,0,0,0,15.3,,,,,,,,,,,,142.0,,,
2023,2023-10-29,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,402,62694648,279000,51925,551235800,2961864000,20873850,112158000,156011.0,10,170316.0,183740,155957.0,44.0,6847,1293548193,355524706,1910313000,64.5,1.49,7,0,0,0,0,0,0,0,17.6,,,,,,,,,,,,149.0,,,
2023,2023-11-05,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,370,58024826,279000,51925,551235800,2961864000,19212250,103230000,156759.0,11,149722.0,183740,156824.0,44.0,7217,1351573019,374736956,2013543000,67.98,1.55,7,0,0,0,0,0,0,0,8.8,,,,,,,,,,,,155.0,,,
2023,2023-11-12,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,216,33663256,279000,51925,551235800,2961864000,11215800,60264000,155785.0,11,149722.0,183740,155848.0,44.0,7433,1385236275,385952756,2073807000,70.02,1.58,7,0,0,0,0,0,0,0,3.4,,,,,,,,,,,,158.0,,,
2023,2023-11-19,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,172,26911840,279000,51925,551235800,2961864000,8931100,47988000,156470.0,11,149722.0,183740,156464.0,44.0,7605,1412148115,394883856,2121795000,71.64,1.61,7,0,0,0,0,0,0,0,5.2,,,,,,,,,,,,161.0,,,
2023,2023-11-26,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,367,47644760,279000,51925,551235800,2961864000,19056475,102393000,129875.0,11,149722.0,183740,129822.0,53.0,7972,1459792875,413940331,2224188000,75.09,1.66,7,0,0,0,0,0,0,0,0.7,,,,,,,,,,,,166.0,,,
2023,2023-07-16,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,0,0,279000,52123,181596532,972036000,0,0,,7,204688.0,181540,204688.0,27.0,0,0,0,0,0.0,0.0,3,1,3,0,0,0,0,0,26.8,,,,,,,,,,,,0.0,,,
2023,2023-07-23,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,40,8146800,279000,52123,181596532,972036000,2084920,11160000,203670.0,7,204688.0,181540,203670.0,27.0,40,8146800,2084920,11160000,1.15,0.03,2,3,2,0,0,0,0,0,27.8,,,,,,,,,,,,3.0,,,
2023,2023-07-30,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,37,7611120,279000,52123,181596532,972036000,1928551,10323000,205706.0,7,204688.0,181540,205706.0,26.0,77,15757920,4013471,21483000,2.21,0.06,5,1,0,1,0,0,0,1,29.6,,,,,,,,,,,,6.0,,,
2023,2023-08-06,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,42,9357660,279000,52123,181596532,972036000,2189166,11718000,222801.0,8,202092.0,181540,222801.0,20.0,119,25115580,6202637,33201000,3.42,0.09,2,1,4,0,0,0,0,0,26.9,,,,,,,,,,,,9.0,,,
2023,2023-08-13,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,96,18757170,279000,52123,181596532,972036000,5003808,26784000,195387.0,8,202092.0,181540,195387.0,30.0,215,43872750,11206445,59985000,6.17,0.16,5,2,0,0,0,0,0,0,28.2,,,,,,,,,,,,16.0,,,
2023,2023-08-20,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,139,27088110,279000,52123,181596532,972036000,7245097,38781000,194878.0,8,202092.0,181540,194878.0,30.0,354,70960860,18451542,98766000,10.16,0.25,1,3,1,2,0,0,0,2,26.9,,,,,,,,,,,,25.0,,,
2023,2023-08-27,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,124,24217200,279000,52123,181596532,972036000,6463252,34596000,195300.0,8,202092.0,181540,195300.0,30.0,478,95178060,24914794,133362000,13.72,0.34,3,1,2,1,0,0,0,1,24.2,,,,,,,,,,,,34.0,,,
2023,2023-09-03,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,183,35580870,279000,52123,181596532,972036000,9538509,51057000,194431.0,9,195079.0,181540,194431.0,30.0,661,130758930,34453303,184419000,18.97,0.46,4,3,0,0,0,0,0,0,26.7,,,,,,,,,,,,46.0,,,
2023,2023-09-10,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,149,29085750,279000,52123,181596532,972036000,7766327,41571000,195206.0,9,195079.0,181540,195206.0,30.0,810,159844680,42219630,225990000,23.25,0.57,4,1,1,1,0,0,0,1,24.1,,,,,,,,,,,,56.99999999999999,,,
2023,2023-09-17,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,148,28996470,279000,52123,181596532,972036000,7714204,41292000,195922.0,9,195079.0,181540,195922.0,30.0,958,188841150,49933834,267282000,27.5,0.67,4,1,2,0,0,0,0,0,22.4,,,,,,,,,,,,67.0,,,
2023,2023-09-24,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,103,20060100,279000,52123,181596532,972036000,5368669,28737000,194758.0,9,195079.0,181540,194758.0,30.0,1061,208901250,55302503,296019000,30.45,0.74,3,1,3,0,0,0,0,0,21.2,,,,,,,,,,,,74.0,,,
2023,2023-10-01,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,162,29446032,279000,52123,181596532,972036000,8443926,45198000,181766.0,10,170659.0,181540,181766.0,35.0,1223,238347282,63746429,341217000,35.1,0.84,6,0,1,0,0,0,0,0,16.8,,,,,,,,,,,,84.0,,,
2023,2023-10-08,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,178,31872278,279000,52123,181596532,972036000,9277894,49662000,179058.0,10,170659.0,181540,179058.0,36.0,1401,270219560,73024323,390879000,40.21,0.95,4,2,1,0,0,0,0,0,17.0,,,,,,,,,,,,95.0,,,
2023,2023-10-15,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,172,30301089,279000,52123,181596532,972036000,8965156,47988000,176169.0,10,170659.0,181540,176169.0,37.0,1573,300520649,81989479,438867000,45.15,1.05,5,0,2,0,0,0,0,0,14.2,,,,,,,,,,,,105.0,,,
2023,2023-10-22,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,125,20021040,279000,52123,181596532,972036000,6515375,34875000,160168.0,10,170659.0,181540,160168.0,43.0,1698,320541689,88504854,473742000,48.74,1.12,6,1,0,0,0,0,0,0,15.3,,,,,,,,,,,,112.00000000000001,,,
2023,2023-10-29,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,145,22639176,279000,52123,181596532,972036000,7557835,40455000,156132.0,10,170659.0,181540,156132.0,44.0,1843,343180865,96062689,514197000,52.9,1.19,7,0,0,0,0,0,0,0,17.6,,,,,,,,,,,,119.0,,,
2023,2023-11-05,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,128,20128176,279000,52123,181596532,972036000,6671744,35712000,157251.0,11,149475.0,181540,157251.0,44.0,1971,363309041,102734433,549909000,56.57,1.25,7,0,0,0,0,0,0,0,8.8,,,,,,,,,,,,125.0,,,
2023,2023-11-12,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,95,14668820,279000,52123,181596532,972036000,4951685,26505000,154409.0,11,149475.0,181540,154409.0,45.0,2066,377977861,107686118,576414000,59.3,1.3,7,0,0,0,0,0,0,0,3.4,,,,,,,,,,,,130.0,,,
2023,2023-11-19,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,57,8905680,279000,52123,181596532,972036000,2971011,15903000,156240.0,11,149475.0,181540,156240.0,44.0,2123,386883541,110657129,592317000,60.94,1.33,7,0,0,0,0,0,0,0,5.2,,,,,,,,,,,,133.0,,,
2023,2023-11-26,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,119,15470000,279000,52123,181596532,972036000,6202637,33201000,130000.0,11,149475.0,181540,130000.0,53.0,2242,402353541,116859766,625518000,64.35,1.37,7,0,0,0,0,0,0,0,0.7,,,,,,,,,,,,137.0,,,
2023,2023-07-16,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,8062,94,11109440,149000,25486,205468132,1201238000,2395684,14006000,117784.0,7,118263.0,98050,118186.0,21.0,94,11109440,2395684,14006000,1.17,0.04,3,1,3,0,0,0,0,0,26.8,,,,,,,,,,,,4.0,,,
2023,2023-07-23,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,113,13380200,149000,25836,329094722,1897962000,2919430,16837000,117739.0,7,118263.0,98050,118409.0,21.0,207,24489640,5315114,30843000,1.63,0.05,2,3,2,0,0,0,0,0,27.8,,,,,,,,,,,,5.0,,,
2023,2023-07-30,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,169,20085200,149000,25836,329094722,1897962000,4366228,25181000,118932.0,7,118263.0,98050,118847.0,20.0,376,44574840,9681342,56024000,2.95,0.09,5,1,0,1,0,0,0,1,29.6,,,,,,,,,,,,9.0,,,
2023,2023-08-06,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,199,23497300,149000,25836,329094722,1897962000,5141298,29651000,118052.0,8,107769.0,98050,118077.0,21.0,575,68072140,14822640,85675000,4.51,0.14,2,1,4,0,0,0,0,0,26.9,,,,,,,,,,,,14.000000000000002,,,
2023,2023-08-13,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,511,53771120,149000,25836,329094722,1897962000,13202026,76139000,105046.0,8,107769.0,98050,105227.0,29.0,1086,121843260,28024666,161814000,8.53,0.25,5,2,0,0,0,0,0,0,28.2,,,,,,,,,,,,25.0,,,
2023,2023-08-20,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,630,65479540,149000,25836,329094722,1897962000,16276470,93870000,103929.0,8,107769.0,98050,103936.0,30.0,1716,187322800,44301136,255684000,13.47,0.38,1,3,1,2,0,0,0,2,26.9,,,,,,,,,,,,38.0,,,
2023,2023-08-27,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,569,59218560,149000,25836,329094722,1897962000,14700494,84781000,104048.0,8,107769.0,98050,104075.0,30.0,2285,246541360,59001630,340465000,17.94,0.5,3,1,2,1,0,0,0,1,24.2,,,,,,,,,,,,50.0,,,
2023,2023-09-03,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,799,83024290,149000,25836,329094722,1897962000,20642698,119051000,103934.0,9,103830.0,98050,103910.0,30.0,3084,329565650,79644328,459516000,24.21,0.67,4,3,0,0,0,0,0,0,26.7,,,,,,,,,,,,67.0,,,
2023,2023-09-10,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,627,65074120,149000,25836,329094722,1897962000,16198963,93423000,103760.0,9,103830.0,98050,103786.0,30.0,3711,394639770,95843291,552939000,29.13,0.8,4,1,1,1,0,0,0,1,24.1,,,,,,,,,,,,80.0,,,
2023,2023-09-17,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,605,62995710,149000,25836,329094722,1897962000,15630578,90145000,104068.0,9,103830.0,98050,104125.0,30.0,4316,457635480,111473869,643084000,33.88,0.93,4,1,2,0,0,0,0,0,22.4,,,,,,,,,,,,93.0,,,
2023,2023-09-24,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,486,50370940,149000,25836,329094722,1897962000,12556134,72414000,103558.0,9,103830.0,98050,103644.0,30.0,4802,508006420,124030003,715498000,37.7,1.03,3,1,3,0,0,0,0,0,21.2,,,,,,,,,,,,103.0,,,
2023,2023-10-01,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,582,56125718,149000,25836,329094722,1897962000,15036358,86718000,96346.0,10,90870.0,98050,96436.0,35.0,5384,564132138,139066361,802216000,42.27,1.14,6,0,1,0,0,0,0,0,16.8,,,,,,,,,,,,113.99999999999999,,,
2023,2023-10-08,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,582,55615614,149000,25836,329094722,1897962000,15036358,86718000,95606.0,10,90870.0,98050,95559.0,36.0,5966,619747752,154102719,888934000,46.84,1.24,4,2,1,0,0,0,0,0,17.0,,,,,,,,,,,,124.0,,,
2023,2023-10-15,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,582,54850745,149000,25836,329094722,1897962000,15036358,86718000,94245.0,10,90870.0,98050,94245.0,37.0,6548,674598497,169139077,975652000,51.41,1.35,5,0,2,0,0,0,0,0,14.2,,,,,,,,,,,,135.0,,,
2023,2023-10-22,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,418,35488075,149000,25836,329094722,1897962000,10799309,62282000,84824.0,10,90870.0,98050,84900.0,43.0,6966,710086572,179938386,1037934000,54.69,1.41,6,1,0,0,0,0,0,0,15.3,,,,,,,,,,,,141.0,,,
2023,2023-10-29,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,448,37320328,149000,25836,329094722,1897962000,11574379,66752000,83328.0,10,90870.0,98050,83304.0,44.0,7414,747406900,191512765,1104686000,58.2,1.48,7,0,0,0,0,0,0,0,17.6,,,,,,,,,,,,148.0,,,
2023,2023-11-05,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,413,34441550,149000,25836,329094722,1897962000,10670130,61537000,83351.0,11,79735.0,98050,83394.0,44.0,7827,781848450,202182895,1166223000,61.45,1.55,7,0,0,0,0,0,0,0,8.8,,,,,,,,,,,,155.0,,,
2023,2023-11-12,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,237,19682552,149000,25836,329094722,1897962000,6123053,35313000,83023.0,11,79735.0,98050,83049.0,44.0,8064,801531002,208305948,1201536000,63.31,1.58,7,0,0,0,0,0,0,0,3.4,,,,,,,,,,,,158.0,,,
2023,2023-11-19,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,193,16133720,149000,25836,329094722,1897962000,4986284,28757000,83612.0,11,79735.0,98050,83594.0,44.0,8257,817664722,213292232,1230293000,64.82,1.61,7,0,0,0,0,0,0,0,5.2,,,,,,,,,,,,161.0,,,
2023,2023-11-26,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,380,26199300,149000,25836,329094722,1897962000,9817553,56620000,68953.0,11,79735.0,98050,68946.0,54.0,8637,843864022,223109785,1286913000,67.8,1.65,7,0,0,0,0,0,0,0,0.7,,,,,,,,,,,,165.0,,,
2023,2023-07-16,가을_수트_수트팬츠_ZC,ZC,01_시즌,가을,수트,수트팬츠,1:남성,4180,0,0,149000,25566,106865880,622820000,0,0,,7,109618.0,96808,109618.0,26.0,0,0,0,0,0.0,0.0,3,1,3,0,0,0,0,0,26.8,,,,,,,,,,,,0.0,,,
2023,2023-07-23,가을_수트_수트팬츠_ZC,ZC,01_시즌,가을,수트,수트팬츠,1:남성,4180,45,4911040,149000,25566,106865880,622820000,1150470,6705000,109134.0,7,109618.0,96808,109134.0,27.0,45,4911040,1150470,6705000,1.08,0.03,2,3,2,0,0,0,0,0,27.8,,,,,,,,,,,,3.0,,,
